고유번호(관리번호),건물명,허가일자,사용검사일자,주차장명,주차장구분,주차장유형,주차시설형태,소재지도로명주소,소재지지번주소,총 주차구획(면) 수,법정주차구획(면) 수,계획주차구획(면) 수,일반주차구획 수,전용주차구획(장애인) 수,전용주차구획(경차) 수,전용주차구획(여성) 수,전용주차구획(전기차) 수,전용주차구획(나눔카) 수,전용주차구획(기타) 수,전기차충전기 수,방범설비유형,급지구분,부제시행구분,일반인 개방 여부,운영방식,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,소유주체,운영주체,데이터 관리기관명,전화번호,위도,경도,현장 이미지,데이터기준일자
367-2-000018,관평유료 민영주차장,,,관평유료 민영주차장,민영,노외,,대전광역시 유성구 관들1길 68(관평동),대전광역시 유성구 관평동 839,37,,,35,,2,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,유료,30,1000,,1000,,,,,,민간,민간직영,대전광역시 유성구청,,36.4250575,127.388646,,2022-10-31
367-2-000019,교촌동공영,,,교촌동공영,공영,노외,,대전광역시 유성구 진잠로 64-23(교촌동),대전광역시 유성구 교촌동 636-1,23,,,23,,,,1,,,1,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,구,구직영,대전광역시 유성구청,,36.3026339,127.314826,,2022-10-31
367-2-000020,구암동 임시공영(2),,,구암동 임시공영(2),공영,노외,,,대전광역시 유성구 구암동 623-9,31,,,31,,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,구,구직영,대전광역시 유성구청,,36.3505421,127.330926,,2022-10-31
367-2-000021,궁동공영,,,궁동공영,공영,노외,,대전광역시 유성구 대학로163번길 18(궁동),대전광역시 유성구 궁동 428-2,194,,,188,6,,,,,,,CCTV(수량:15),,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,유료,10,100,,100,,2400,43000,현금+카드,,구,민간위탁,대전광역시 유성구청,,36.3609635,127.35176,,2022-10-31
367-2-000022,나래스포츠 전용주차장,,,나래스포츠 전용주차장,민영,노외,,대전광역시 유성구 반석동로 51-18(반석동),대전광역시 유성구 반석동 619,36,,,36,,,,,,,,,,,미개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,현금,,민간,민간직영,대전광역시 유성구청,,36.3918973,127.31048,,2022-10-31
367-2-000023,나우리요양병원 전용주차장,,,나우리요양병원 전용주차장,민영,노외,,,대전광역시 유성구 원내동 82,40,,,40,,,,,,,,,,,미개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,현금+카드,,민간,민간직영,대전광역시 유성구청,,36.3035046,127.319561,,2022-10-31
367-2-000024,노은역 환승 공영주차장,,,노은역 환승 공영주차장,민영,노외,,대전광역시 유성구 노은로 지하161(지족동),대전광역시 유성구 지족동 903,320,,,310,10,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,유료,30,1000,,500,,,,,,구,민간위탁,대전광역시 유성구청,,36.3741339,127.317898,,2022-10-31
367-2-000025,대원 민영주차장,,,대원 민영주차장,민영,노외,,,대전광역시 유성구 원신흥동 556-4,36,,,36,,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,유료,15,400,,400,,10000,,,,민간,민간직영,대전광역시 유성구청,,36.3333054,127.339652,,2022-10-31
367-2-000026,대전MBC 전용주차장,,,대전MBC 전용주차장,민영,노외,,,대전광역시 유성구 도룡동 4-16,120,,,120,,,,,,,,,,,미개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,유료,,,,,,,,현금+카드,,민간,민간직영,대전광역시 유성구청,,36.376022,127.397875,,2022-10-31
367-2-000027,대정동 임시공영,,,대정동 임시공영,공영,노외,,,대전광역시 유성구 대정동 312-3,60,,,60,,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,구,구직영,대전광역시 유성구청,,36.3140807,127.320929,,2022-10-31
367-2-000028,덕명지구 공영(1),,,덕명지구 공영(1),공영,노외,,,대전광역시 유성구 덕명동 513,27,,,24,3,,,1,,,1,,,미시행,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,구,구직영,대전광역시 유성구청,,36.359316,127.301482,,2022-10-31
367-2-000029,덕명지구 공영(2),,,덕명지구 공영(2),공영,노외,,,대전광역시 유성구 구암동 657,19,,,17,2,,,,,,,,,미시행,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,구,구직영,대전광역시 유성구청,,36.3604796,127.308138,,2022-10-31
367-2-000030,덕명지구 공영(3),,,덕명지구 공영(3),공영,노외,,,대전광역시 유성구 구암동 677,17,,,15,2,,,,,,,,,미시행,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,구,구직영,대전광역시 유성구청,,36.3585929,127.309401,,2022-10-31
367-2-000031,덕명지구 공영(4),,,덕명지구 공영(4),공영,노외,,,대전광역시 유성구 덕명동 544,29,,,26,3,,,,,,,,,미시행,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,구,구직영,대전광역시 유성구청,,36.3567702,127.31033,,2022-10-31
367-2-000032,덕명지구 공영(5),,,덕명지구 공영(5),공영,노외,,,대전광역시 유성구 덕명동 545,53,,,50,3,,,,,,,,,미시행,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,구,구직영,대전광역시 유성구청,,36.3560043,127.310282,,2022-10-31
367-2-000033,덕명지구 공영(6),,,덕명지구 공영(6),공영,노외,,,대전광역시 유성구 덕명동 530,21,,,19,2,,,,,,,,,미시행,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,구,구직영,대전광역시 유성구청,,36.3578156,127.30678,,2022-10-31
367-2-000034,도룡동 임시공영,,,도룡동 임시공영,공영,노외,,,대전광역시 유성구 도룡동 393-14,14,,,14,,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,구,구직영,대전광역시 유성구청,,36.3848021,127.377512,,2022-10-31
367-2-000035,도룡동공영(上),,,도룡동공영(上),공영,노외,,,대전광역시 유성구 도룡동 385-1,96,,,93,3,,,,,,,CCTV(수량:2),,미시행,개방,일반(시간제)주차장,평일+토요일, 00:00, 00:00, 00:00, 00:00, 00:00, 00:00,유료,10,150,,150,,6500,72000,현금+카드,,시,민간위탁,대전광역시 유성구청,,36.3866791,127.379572,,2022-10-31
367-2-000036,도룡동공영(下),,,도룡동공영(下),공영,노외,,,대전광역시 유성구 도룡동 395-10,90,,,86,3,1,,,,,,CCTV(수량:2),,미시행,개방,일반(시간제)주차장,평일+토요일, 00:00, 00:00, 00:00, 00:00, 00:00, 00:00,유료,10,150,,150,,6500,72000,현금+카드,,시,민간위탁,대전광역시 유성구청,,36.3846621,127.379039,,2022-10-31
367-2-000037,동아쇼핑센터 민영주차장,,,동아쇼핑센터 민영주차장,민영,노외,,대전광역시 유성구 은구비서로 38(지족동),대전광역시 유성구 지족동 914,200,,,200,,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,유료,30,1000,,1000,,,,카드,,민간,민간직영,대전광역시 유성구청,,36.3752703,127.320923,,2022-10-31
367-2-000038,두부집 전용주차장,,,두부집 전용주차장,민영,노외,,대전광역시 유성구 노은동로79번길 30(노은동),대전광역시 유성구 노은동 535-11,29,,,29,,,,,,,,,,,미개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,카드,,민간,민간직영,대전광역시 유성구청,,36.3678966,127.321751,,2022-10-31
367-2-000039,라은빌딩 전용주차장,,,라은빌딩 전용주차장,민영,노외,,대전광역시 유성구 노은서로80번길 55(노은동),대전광역시 노은동 510-7,71,,,71,,,,,,,,,,,미개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,카드,,민간,민간직영,대전광역시 유성구청,,36.3679117,127.316057,,2022-10-31
367-2-000040,리치타운 전용주차장,,,리치타운 전용주차장,민영,노외,,대전광역시 유성구 관평1로 15(관평동),대전광역시 유성구 관평동 890,165,,,165,,,,,,,,,,,미개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,유료,,,,,,,,현금,,민간,민간직영,대전광역시 유성구청,,36.4258918,127.387011,,2022-10-31
367-2-000041,메이져타운 전용주차장,,,메이져타운 전용주차장,민영,노외,,대전광역시 유성구 죽동로298번길 49(죽동),대전광역시 유성구 죽동 698-5,63,,,63,,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,현금+카드,,민간,민간직영,대전광역시 유성구청,,36.3698291,127.336712,,2022-10-31
367-2-000042,모다아울렛 전용주차장,,,모다아울렛 전용주차장,민영,노외,,,대전광역시 유성구 대정동 315-2,20,,,20,,,,,,,,,,,미개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,현금+카드,,민간,민간직영,대전광역시 유성구청,,36.3122069,127.320687,,2022-10-31
367-2-000043,목원유료 민영주차장,,,목원유료 민영주차장,민영,노외,,대전광역시 유성구 계룡로88번길 16(봉명동),대전광역시 유성구 봉명동 449-4,52,,,51,1,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,유료,30,1000,,,,,,현금+카드,,민간,민간직영,대전광역시 유성구청,,36.3533377,127.339917,,2022-10-31
367-2-000044,무인호텔 전용주차장,,,무인호텔 전용주차장,민영,노외,,대전광역시 유성구 온천북로33번길 22-44(봉명동),대전광역시 유성구 봉명동 653-5,33,,,33,,,,,,,,,,,미개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,현금+카드,,민간,민간직영,대전광역시 유성구청,,36.3571875,127.348691,,2022-10-31
367-2-000045,미가 민영주차장,,,미가 민영주차장,민영,노외,,대전광역시 유성구 노은서로142번길 47(지족동),대전광역시 유성구 지족동 887,18,,,18,,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 07:00, 22:00, 07:00, 22:00, 07:00, 22:00,유료,30,3000,,3000,,,,현금+카드,,민간,민간직영,대전광역시 유성구청,,36.3743735,127.315882,,2022-10-31
367-2-000046,반석동 공영,,,반석동 공영,공영,노외,,,대전광역시 유성구 반석동 714,10,,,10,,,,,,,,,,미시행,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,구,구직영,대전광역시 유성구청,,36.3907247,127.307421,,2022-10-31
367-2-000047,반석동 임시공영,,,반석동 임시공영,공영,노외,,,대전광역시 유성구 반석동 620-1,29,,,29,,,,,,,,,,,,,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,,,대전광역시 유성구청,,36.3919955,127.310848,,2022-10-31
367-2-000048,반석동공영,,,반석동공영,공영,노외,,대전광역시 유성구 반석동로 40,대전광역시 유성구 반석동 641,15,,,15,,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,구,구직영,대전광역시 유성구청,,36.3912922,127.314468,,2022-10-31
367-2-000049,반석역 환승 민영주차장,,, 반석역 환승 민영주차장 ,민영,노외,,대전광역시 유성구 반석로12번길 18-4,대전광역시 유성구 반석동 635,249,,,243,6,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,유료,10,150,,150,,6500,72000,현금+카드,,민간,민간직영,대전광역시 유성구청,,36.3924662,127.313503,,2022-10-31
367-2-000050,반석이래빌딩 민영주차장,,,반석이래빌딩 민영주차장,민영,노외,,대전광역시 유성구 북유성대로316번길 11(반석동),대전광역시 유성구 반석동 665-5,105,,,105,,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,유료,30,1000,,500,,,,카드,,민간,민간직영,대전광역시 유성구청,,36.393293,127.314353,,2022-10-31
367-2-000051,보양산낙지 영양 돌솥밥 전용주차장,,,보양산낙지 영양 돌솥밥 전용주차장,민영,노외,,,대전광역시 반석동 658,12,,,12,,,,,,,,,,,미개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,현금,,민간,민간직영,대전광역시 유성구청,,36.3891909,127.31505,,2022-10-31
367-2-000052,봉산동공영,,,봉산동공영,공영,노외,,,대전광역시 유성구 봉산동 299,50,,,50,,,,1,,,1,,,미시행,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,구,구직영,대전광역시 유성구청,,36.4408839,127.385189,,2022-10-31
367-2-000053,상대1 민영주차장,,,상대1 민영주차장,민영,노외,,,대전광역시 유성구 상대동 472-5,34,,,34,,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,유료,30,1000,,500,,,,,,민간,민간직영,대전광역시 유성구청,,36.3463453,127.339664,,2022-10-31
367-2-000054,상대동 민영주차장,,,상대동 민영주차장,민영,노외,,,대전광역시 유성구 상대동 475,46,,,46,,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,유료,30,1000,,2000,,,,현금+카드,,민간,민간직영,대전광역시 유성구청,,36.3453637,127.339415,,2022-10-31
367-2-000055,새싹나라 유치원 전용주차장,,,새싹나라 유치원 전용주차장,민영,노외,,대전광역시 유성구 은구비로155번길 14,대전광역시 유성구 죽동 616,8,,,8,,,,,,,,,,,미개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,현금,,민간,민간직영,대전광역시 유성구청,,36.3808918,127.324947,,2022-10-31
367-2-000056,설목마을 공영,,,설목마을 공영,공영,노외,,,대전광역시 유성구 화암동 155-37,9,,,9,,,,,,,,,,미시행,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,구,구직영,대전광역시 유성구청,,36.4122177,127.376797,,2022-10-31
367-2-000057,성진 민영주차장,,,성진 민영주차장,민영,노외,,대전광역시 유성구 온천서로 8-13(봉명동),대전광역시 유성구 봉명동  445-19,23,,,23,,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 07:30, 00:00, 07:30, 00:00, 07:30, 00:00,유료,30,1000,,500,,20000,80000,현금+카드,,민간,민간직영,대전광역시 유성구청,,36.3549949,127.340247,,2022-10-31
367-2-000058,세동 공영주차장,,,세동 공영주차장,공영,노외,,,대전광역시 유성구 세동 136,12,,,11,1,,,,,,,,,미시행,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,구,구직영,대전광역시 유성구청,,36.2927583,127.273831,,2022-10-31
367-2-000059,송강동(GS마트앞)공영,,,송강동(GS마트앞)공영,공영,노외,,"대전광역시 유성구 구즉로58번길 15-12, (송강동)",대전광역시 유성구 송강동 36-2,59,,,59,,,,1,,,1,CCTV(수량:2),,미시행,개방,일반(시간제)주차장,평일, 00:00, 00:00, 00:00, 00:00, 00:00, 00:00,유료,10,100,,200,,,43000,현금+카드,,구,민간위탁,대전광역시 유성구청,,36.4344094,127.386506,,2022-10-31
367-2-000060,송강동(프라자옆)공영,,,송강동(프라자옆)공영,공영,노외,,,대전광역시 유성구 송강동 16-1,86,,,86,,,,1,,,1,CCTV(수량:2),,미시행,개방,일반(시간제)주차장,평일, 00:00, 00:00, 00:00, 00:00, 00:00, 00:00,유료,10,100,,200,,,43000,현금+카드,,시,민간위탁,대전광역시 유성구청,,36.4358168,127.386,,2022-10-31
367-2-000061,수통골 공영주차장,,,수통골 공영주차장,공영,노외,,"대전광역시 유성구 수통골로 37, (계산동)",대전광역시 유성구 계산동 354,177,,,169,6,2,,1,,,1,,,미시행,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,구,구직영,대전광역시 유성구청,,36.3455461,127.290513,,2022-10-31
367-2-000062,수통골 임시공영,,,수통골 임시공영,공영,노외,,,대전광역시 유성구 계산동 712-6,74,,,74,,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,,,,,대전광역시 유성구청,,36.3436344,127.29837,,2022-10-31
367-2-000063,스타주차프라자 민영주차장,,,스타주차프라자 민영주차장,민영,노외,,대전광역시 유성구 지족로148번길 47(지족동),대전광역시 유성구 지족동 1049-3,43,,,43,,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,무료,,,,,,,,현금,,민간,민간직영,대전광역시 유성구청,,36.3780963,127.305076,,2022-10-31
367-2-000064,시장민영주차장,,,시장민영주차장,민영,노외,,,대전광역시 유성구 장대동 277-6,25,,,25,,,,,,,,,,,개방,일반(시간제)주차장,평일+토요일+공휴일, 00:00, 23:59, 00:00, 23:59, 00:00, 23:59,유료,60,1000,,1000,,,,현금+카드,,민간,민간직영,대전광역시 유성구청,,36.3584162,127.334948,,2022-10-31
