소재지 주소,용도,연면적,총주차대수,옥내기계식,옥외기계식,옥내자주식,옥외자주식,사용승인일,데이터 기준일자
서울특별시 동대문구 장안동 390-12,공동주택,1610.39,23,0,0,0,23,2017-04-05,2023-03-22
서울특별시 동대문구 장안동 391-1,공동주택,555.84,8,0,0,0,8,2016-07-28,2023-03-22
서울특별시 동대문구 장안동 391-9,공동주택,369.66,6,0,0,2,4,2016-06-10,2023-03-22
서울특별시 동대문구 장안동 391-10,공동주택,659.92,10,0,0,0,10,2020-12-31,2023-03-22
서울특별시 동대문구 장안동 391-12,공동주택,659.82,7,0,0,0,7,2000-08-05,2023-03-22
서울특별시 동대문구 장안동 391-14,공동주택,334.48,4,0,0,0,4,2000-08-17,2023-03-22
서울특별시 동대문구 장안동 391-17,공동주택,599.76,4,0,0,0,4,1991-10-15,2023-03-22
서울특별시 동대문구 장안동 391-21,공동주택,626.02,8,0,0,6,2,2015-12-02,2023-03-22
서울특별시 동대문구 장안동 391-22,공동주택,1708,23,0,0,13,10,2017-02-08,2023-03-22
서울특별시 동대문구 장안동 391-23,공동주택,1318.54,22,0,0,0,22,2016-10-18,2023-03-22
서울특별시 동대문구 장안동 391-25,공동주택,1181.12,19,0,0,0,19,2015-12-24,2023-03-22
서울특별시 동대문구 장안동 391-39,공동주택,437.04,3,0,0,0,3,1991-12-30,2023-03-22
서울특별시 동대문구 장안동 391-41,공동주택,628.14,17,0,0,0,17,2015-12-24,2023-03-22
서울특별시 동대문구 장안동 391-42,공동주택,600.48,8,0,0,7,1,2015-12-02,2023-03-22
서울특별시 동대문구 장안동 392-4,공동주택,745.7,8,0,0,0,8,2014-08-07,2023-03-22
서울특별시 동대문구 장안동 392-5,공동주택,821.2,10,0,0,0,10,2017-01-05,2023-03-22
서울특별시 동대문구 장안동 392-6,공동주택,1319.08,20,0,0,20,0,2019-02-25,2023-03-22
서울특별시 동대문구 장안동 392-7,공동주택,1904.33,24,0,0,13,11,2018-06-20,2023-03-22
서울특별시 동대문구 장안동 392-8,공동주택,1879.85,24,0,0,18,6,2016-08-12,2023-03-22
서울특별시 동대문구 장안동 392-9 외1필지,공동주택,2540.92,37,0,0,26,11,2018-07-27,2023-03-22
서울특별시 동대문구 장안동 393-1,공동주택,2512.49,21,0,0,17,4,1998-10-16,2023-03-22
서울특별시 동대문구 장안동 393-3,공동주택,1055.82,16,0,0,12,4,2016-03-21,2023-03-22
서울특별시 동대문구 장안동 393-4,공동주택,1839.78,29,0,0,29,0,2017-09-06,2023-03-22
서울특별시 동대문구 장안동 394-2,공동주택,2616.78,40,0,0,22,18,2021-06-25,2023-03-22
서울특별시 동대문구 장안동 394-3,공동주택,1256.72,6,0,0,0,6,1981-06-20,2023-03-22
서울특별시 동대문구 장안동 394-7,공동주택,1901.46,24,0,0,0,24,2015-07-31,2023-03-22
서울특별시 동대문구 장안동 394-8,공동주택,1114.46,14,0,0,0,14,2014-12-31,2023-03-22
서울특별시 동대문구 장안동 394-16,공동주택,1114.46,14,0,0,0,14,2014-12-31,2023-03-22
서울특별시 동대문구 장안동 395-5,공동주택,3606.6,24,0,0,14,10,1996-12-24,2023-03-22
서울특별시 동대문구 장안동 396-6,공동주택,468.16,6,0,0,2,4,2014-03-31,2023-03-22
서울특별시 동대문구 장안동 397-2,공동주택,2312.45,30,0,0,21,9,2020-06-22,2023-03-22
서울특별시 동대문구 장안동 397-6,공동주택,659.26,10,0,0,0,10,2014-06-27,2023-03-22
서울특별시 동대문구 장안동 397-7,공동주택,1862.32,21,0,0,15,6,2006-08-23,2023-03-22
서울특별시 동대문구 장안동 397-8,공동주택,1060.48,6,0,0,4,2,1991-09-20,2023-03-22
서울특별시 동대문구 장안동 397-13,공동주택,461.29,6,0,0,3,3,2017-11-14,2023-03-22
서울특별시 동대문구 장안동 399-17,공동주택,427.57,6,0,0,0,6,2018-10-30,2023-03-22
서울특별시 동대문구 장안동 399-18,공동주택,430.52,6,0,0,4,2,2012-12-07,2023-03-22
서울특별시 동대문구 장안동 399-21,공동주택,463.21,6,0,0,6,0,2010-03-25,2023-03-22
서울특별시 동대문구 장안동 399-22,공동주택,402.95,5,0,0,3,2,2010-04-14,2023-03-22
서울특별시 동대문구 장안동 400-1,공동주택,1167.34,15,0,0,9,6,2004-01-13,2023-03-22
서울특별시 동대문구 장안동 400-3,공동주택,5180.36,42,0,0,30,12,2006-10-12,2023-03-22
서울특별시 동대문구 장안동 400-9,공동주택,1179.14,15,0,0,8,7,2004-01-14,2023-03-22
서울특별시 동대문구 장안동 401-1,공동주택,1757.11,16,0,0,12,4,1999-10-20,2023-03-22
서울특별시 동대문구 장안동 401-2,공동주택,409.55,6,0,0,2,4,2018-11-23,2023-03-22
서울특별시 동대문구 장안동 401-3,공동주택,811.4,12,0,0,8,4,2017-11-24,2023-03-22
서울특별시 동대문구 장안동 404-4,공동주택,1270.32,10,0,0,8,2,2000-02-02,2023-03-22
서울특별시 동대문구 장안동 404-6,공동주택,1316.43,6,0,0,0,6,1982-11-23,2023-03-22
서울특별시 동대문구 장안동 404-13,공동주택,1836.02,22,0,0,7,15,2005-11-21,2023-03-22
서울특별시 동대문구 장안동 404-15,공동주택,643.53,7,0,0,0,7,2002-04-17,2023-03-22
서울특별시 동대문구 장안동 404-16,공동주택,640.97,8,0,0,0,8,2013-10-14,2023-03-22
서울특별시 동대문구 장안동 405-2,공동주택,521.28,6,0,0,2,4,2018-07-05,2023-03-22
서울특별시 동대문구 장안동 405-3,공동주택,509.57,6,0,0,2,4,2018-02-08,2023-03-22
서울특별시 동대문구 장안동 405-5,공동주택,538.25,8,0,0,6,2,2017-03-15,2023-03-22
서울특별시 동대문구 장안동 405-11,공동주택,420.49,6,0,0,6,0,2017-02-06,2023-03-22
서울특별시 동대문구 장안동 405-15,공동주택,576.14,8,0,0,4,4,2017-11-08,2023-03-22
서울특별시 동대문구 장안동 406-1,공동주택,618.94,24,0,0,19,5,2014-08-25,2023-03-22
서울특별시 동대문구 장안동 406-2,공동주택,1806.96,24,0,0,24,0,2014-07-29,2023-03-22
서울특별시 동대문구 장안동 406-3,공동주택,1606.74,24,0,0,19,5,2015-03-17,2023-03-22
서울특별시 동대문구 장안동 407-4,공동주택,613.81,6,0,0,0,6,2002-03-07,2023-03-22
서울특별시 동대문구 장안동 407-8,공동주택,914.84,15,0,0,0,15,2014-12-30,2023-03-22
서울특별시 동대문구 장안동 407-10,공동주택,666.06,8,0,0,2,6,2009-12-14,2023-03-22
서울특별시 동대문구 장안동 407-19,공동주택,873.2,14,0,0,0,14,2014-12-30,2023-03-22
서울특별시 동대문구 장안동 408-3,공동주택,507.04,7,0,0,7,0,2009-12-10,2023-03-22
서울특별시 동대문구 장안동 408-5,공동주택,925.45,12,0,0,0,12,2022-09-07,2023-03-22
서울특별시 동대문구 장안동 408-16,공동주택,520.19,8,0,0,6,2,2017-06-02,2023-03-22
서울특별시 동대문구 장안동 408-17,공동주택,621.14,8,0,0,5,3,2019-02-22,2023-03-22
서울특별시 동대문구 장안동 409-1,공동주택,1958.58,29,0,0,14,15,2019-02-21,2023-03-22
서울특별시 동대문구 장안동 409-2,공동주택,545.49,8,0,0,3,5,2014-12-30,2023-03-22
서울특별시 동대문구 장안동 409-7,공동주택,1977.35,36,0,0,26,10,2016-10-27,2023-03-22
서울특별시 동대문구 장안동 409-11,공동주택,544.3,6,0,0,6,0,2002-06-17,2023-03-22
서울특별시 동대문구 장안동 409-12,공동주택,539.41,6,0,0,6,0,2002-06-11,2023-03-22
서울특별시 동대문구 장안동 410-3,공동주택,657.3,8,0,0,7,1,2003-05-29,2023-03-22
서울특별시 동대문구 장안동 410-13,공동주택,1561.15,18,0,0,0,18,2004-01-09,2023-03-22
서울특별시 동대문구 장안동 415-1,공동주택,2676.85,31,23,0,0,8,2016-09-01,2023-03-22
서울특별시 동대문구 장안동 415-14,공동주택,1489,17,14,0,2,1,2016-09-30,2023-03-22
서울특별시 동대문구 장안동 416-1,공동주택,5679.88,82,76,0,0,6,2020-11-27,2023-03-22
서울특별시 동대문구 장안동 417-2,공동주택,1756.74,27,20,0,7,0,2016-08-17,2023-03-22
서울특별시 동대문구 장안동 417-3,공동주택,3630.12,34,0,0,20,14,2004-07-14,2023-03-22
서울특별시 동대문구 장안동 417-10,공동주택,1081.53,12,0,0,12,0,2003-04-07,2023-03-22
서울특별시 동대문구 장안동 417-11,공동주택,2239.03,21,0,0,12,9,2004-07-14,2023-03-22
서울특별시 동대문구 장안동 417-14,공동주택,1143.74,17,16,0,0,1,2015-08-12,2023-03-22
서울특별시 동대문구 장안동 418-3,공동주택,685.48,6,0,0,0,6,2012-12-06,2023-03-22
서울특별시 동대문구 장안동 418-4,공동주택,1465.54,17,0,0,0,17,2002-10-28,2023-03-22
서울특별시 동대문구 장안동 419-1,공동주택,496.04,8,0,0,5,3,2011-10-18,2023-03-22
서울특별시 동대문구 장안동 419-2,공동주택,2175.8,32,0,0,24,8,2015-11-17,2023-03-22
서울특별시 동대문구 장안동 419-7,공동주택,3171.64,13,0,0,0,13,1986-08-23,2023-03-22
서울특별시 동대문구 장안동 419-8,공동주택,659.12,11,0,0,10,11,2016-04-26,2023-03-22
서울특별시 동대문구 장안동 420-3,공동주택,609.28,8,0,0,4,4,2015-12-08,2023-03-22
서울특별시 동대문구 장안동 422-1,공동주택,634.78,7,0,0,3,4,2021-12-07,2023-03-22
서울특별시 동대문구 장안동 422-4,공동주택,535.83,6,0,0,0,6,1993-01-30,2023-03-22
서울특별시 동대문구 장안동 422-11,공동주택,521.03,4,0,0,0,4,1993-02-17,2023-03-22
서울특별시 동대문구 장안동 423-5,공동주택,499.69,6,0,0,0,6,2016-01-06,2023-03-22
서울특별시 동대문구 장안동 423-6,공동주택,478.9,5,0,0,0,5,2011-10-24,2023-03-22
서울특별시 동대문구 장안동 423-7,공동주택,1222.82,15,0,0,15,0,2022-08-05,2023-03-22
서울특별시 동대문구 장안동 423-12,공동주택,641.01,5,0,0,0,5,1993-09-01,2023-03-22
서울특별시 동대문구 장안동 424-1,공동주택,2121.95,21,0,0,19,2,2003-12-16,2023-03-22
서울특별시 동대문구 장안동 424-12,공동주택,382.51,5,0,0,3,2,2014-02-26,2023-03-22
서울특별시 동대문구 장안동 426-3,공동주택,2216.33,29,0,0,0,29,2018-09-21,2023-03-22
서울특별시 동대문구 장안동 426-7,공동주택,1002.86,19,0,0,0,19,1982-11-24,2023-03-22
서울특별시 동대문구 장안동 426-8,공동주택,2281.94,35,0,0,25,10,2018-09-03,2023-03-22
서울특별시 동대문구 장안동 427-6,공동주택,657.31,13,0,0,7,6,2014-09-16,2023-03-22
서울특별시 동대문구 장안동 427-7,공동주택,657.31,13,0,0,7,6,2014-04-23,2023-03-22
서울특별시 동대문구 장안동 427-8,공동주택,616.48,7,0,0,0,7,2001-04-30,2023-03-22
서울특별시 동대문구 장안동 427-9,공동주택,589.26,4,0,0,0,4,1992-05-08,2023-03-22
서울특별시 동대문구 장안동 428-5,공동주택,1194.84,5,0,0,0,5,1982-12-23,2023-03-22
서울특별시 동대문구 장안동 430-13,공동주택,1806.56,28,0,0,16,12,2015-12-15,2023-03-22
서울특별시 동대문구 장안동 432-11,공동주택,2027.85,27,0,26,0,1,2020-07-08,2023-03-22
서울특별시 동대문구 장안동 437-2,공동주택,2313.47,23,0,0,9,14,2005-01-25,2023-03-22
서울특별시 동대문구 장안동 438-5,공동주택,522.73,8,0,0,6,2,2013-10-22,2023-03-22
서울특별시 동대문구 장안동 438-6,공동주택,526.5,8,0,0,0,8,2021-05-25,2023-03-22
서울특별시 동대문구 장안동 438-11,공동주택,624.15,8,0,0,0,8,2008-08-28,2023-03-22
서울특별시 동대문구 장안동 438-13,공동주택,462.24,6,0,0,4,2,2003-11-17,2023-03-22
서울특별시 동대문구 장안동 439-5,공동주택,540.55,8,0,0,5,3,2009-01-16,2023-03-22
서울특별시 동대문구 장안동 439-7,공동주택,563.76,7,0,0,0,7,2021-08-18,2023-03-22
서울특별시 동대문구 장안동 439-8,공동주택,659.84,8,0,0,0,8,2021-09-29,2023-03-22
서울특별시 동대문구 장안동 439-9,공동주택,1737.625,25,0,0,23,2,2018-08-06,2023-03-22
서울특별시 동대문구 장안동 439-11,공동주택,399.03,5,0,0,2,3,2017-09-13,2023-03-22
서울특별시 동대문구 장안동 439-15,공동주택,656.04,5,0,0,0,5,1993-09-02,2023-03-22
서울특별시 동대문구 장안동 439-19,공동주택,570.21,8,0,0,4,4,2014-05-16,2023-03-22
서울특별시 동대문구 장안동 440-1,공동주택,1746.55,21,0,0,0,21,2007-09-11,2023-03-22
서울특별시 동대문구 장안동 440-2,공동주택,890.61,10,0,0,0,10,2008-10-30,2023-03-22
서울특별시 동대문구 장안동 440-3,공동주택,1750.49,20,0,0,0,20,2010-07-28,2023-03-22
서울특별시 동대문구 장안동 440-5,공동주택,1808.73,21,0,0,0,21,2009-02-05,2023-03-22
서울특별시 동대문구 장안동 440-7,공동주택,2168.4,24,0,0,0,24,2010-09-17,2023-03-22
서울특별시 동대문구 장안동 440-12,공동주택,2303.27,27,0,0,0,27,2003-11-10,2023-03-22
서울특별시 동대문구 장안동 440-15,공동주택,693.45,8,0,0,0,8,2019-10-11,2023-03-22
서울특별시 동대문구 장안동 440-28,공동주택,590.46,8,0,0,3,5,2014-11-26,2023-03-22
서울특별시 동대문구 장안동 443-1,공동주택,2340.82,9,0,0,0,9,1981-09-09,2023-03-22
서울특별시 동대문구 장안동 443-2,공동주택,999.05,16,0,0,0,16,2014-09-16,2023-03-22
서울특별시 동대문구 장안동 443-5,공동주택,624,8,0,0,0,8,2012-04-27,2023-03-22
서울특별시 동대문구 장안동 443-6,공동주택,845.58,13,0,0,0,13,2016-09-07,2023-03-22
서울특별시 동대문구 장안동 443-12,공동주택,608.46,8,0,0,0,8,2018-06-18,2023-03-22
서울특별시 동대문구 장안동 443-14,공동주택,598.98,8,0,0,6,2,2016-01-07,2023-03-22
서울특별시 동대문구 장안동 443-16,공동주택,999.05,16,0,0,0,16,2014-09-16,2023-03-22
서울특별시 동대문구 장안동 444-1,공동주택,2673.36,39,0,0,28,11,2016-06-20,2023-03-22
서울특별시 동대문구 장안동 444-2,공동주택,536.28,5,0,0,0,5,2021-03-09,2023-03-22
서울특별시 동대문구 장안동 444-4,공동주택,652.7,12,0,0,6,6,2009-02-25,2023-03-22
서울특별시 동대문구 장안동 444-5,공동주택,659.36,10,0,0,0,10,2015-10-08,2023-03-22
서울특별시 동대문구 장안동 444-6,공동주택,958.11,14,0,0,9,5,2014-01-15,2023-03-22
서울특별시 동대문구 장안동 444-9,공동주택,2138.19,19,0,0,17,2,2004-01-13,2023-03-22
서울특별시 동대문구 장안동 444-10,공동주택,564.91,8,0,0,0,8,2015-02-25,2023-03-22
서울특별시 동대문구 장안동 445-2,공동주택,2756.37,40,0,0,0,40,2015-08-31,2023-03-22
서울특별시 동대문구 장안동 445-3,공동주택,1124.41,16,0,0,8,8,2017-11-21,2023-03-22
서울특별시 동대문구 장안동 445-5,공동주택,569.51,8,0,0,8,0,2017-04-06,2023-03-22
"서울특별시 동대문구 장안동 445-8,9",공동주택,1532.87,22,0,0,4,18,2019-04-29,2023-03-22
서울특별시 동대문구 장안동 445-10,공동주택,717.6,8,0,0,4,4,2008-10-10,2023-03-22
서울특별시 동대문구 장안동 445-13,공동주택,546.2,8,0,0,0,8,2011-05-16,2023-03-22
서울특별시 동대문구 장안동 447-2,공동주택,909.95,6,0,0,0,6,1982-07-14,2023-03-22
서울특별시 동대문구 장안동 447-5,공동주택,581.44,2,0,0,0,2,1984-11-14,2023-03-22
서울특별시 동대문구 장안동 447-15,공동주택,642.54,2,0,0,0,2,1985-08-30,2023-03-22
서울특별시 동대문구 장안동 448-0,공동주택,2548.78,10,0,0,0,10,1981-10-15,2023-03-22
서울특별시 동대문구 장안동 448-1,공동주택,2811,11,0,0,0,11,1981-10-21,2023-03-22
서울특별시 동대문구 장안동 450-1,공동주택,658.19,10,0,0,4,6,2011-03-31,2023-03-22
서울특별시 동대문구 장안동 450-4,공동주택,3062.37,30,0,0,12,18,2005-03-25,2023-03-22
서울특별시 동대문구 장안동 452-4,공동주택,658.45,8,0,0,4,4,2003-02-28,2023-03-22
서울특별시 동대문구 장안동 452-5,공동주택,798.8,8,0,0,0,8,2003-09-04,2023-03-22
서울특별시 동대문구 장안동 452-10,공동주택,466.5,6,0,0,4,2,2002-08-24,2023-03-22
서울특별시 동대문구 장안동 452-14,공동주택,526.44,4,0,0,0,4,1996-10-18,2023-03-22
서울특별시 동대문구 장안동 453-2,공동주택,398.23,7,0,0,5,2,2009-03-18,2023-03-22
서울특별시 동대문구 장안동 453-8,공동주택,1889.84,28,0,0,15,13,2019-04-09,2023-03-22
서울특별시 동대문구 장안동 453-11,공동주택,902,15,0,0,5,10,2017-10-30,2023-03-22
서울특별시 동대문구 장안동 453-13,공동주택,294.03,6,0,0,0,6,2004-09-02,2023-03-22
서울특별시 동대문구 장안동 453-16,공동주택,1261.89,17,0,0,11,6,2013-05-03,2023-03-22
서울특별시 동대문구 장안동 454-1,공동주택,2679.75,17,0,0,17,0,2005-04-11,2023-03-22
서울특별시 동대문구 장안동 454-2,공동주택,2679.75,24,0,0,17,7,2005-04-11,2023-03-22
서울특별시 동대문구 장안동 454-6,공동주택,607.56,7,0,0,2,5,2000-03-06,2023-03-22
서울특별시 동대문구 장안동 454-7,공동주택,911.46,6,0,0,3,3,1991-09-18,2023-03-22
서울특별시 동대문구 장안동 454-8,공동주택,1203.96,4,0,0,0,4,1982-09-29,2023-03-22
서울특별시 동대문구 장안동 454-11,공동주택,430.56,6,0,0,6,0,2013-01-04,2023-03-22
서울특별시 동대문구 장안동 455-1,공동주택,2646.75,25,0,0,19,6,2004-11-29,2023-03-22
서울특별시 동대문구 장안동 455-2,공동주택,330.36,4,0,0,4,0,2008-10-17,2023-03-22
서울특별시 동대문구 장안동 455-4,공동주택,1185.29,14,0,0,4,10,2004-09-23,2023-03-22
서울특별시 동대문구 장안동 455-5,공동주택,2591,30,0,0,15,15,2004-10-06,2023-03-22
서울특별시 동대문구 장안동 455-10,공동주택,1220.76,18,0,0,6,12,2008-11-18,2023-03-22
서울특별시 동대문구 장안동 455-13,공동주택,594.09,8,0,0,2,6,2022-09-20,2023-03-22
서울특별시 동대문구 장안동 456-8,공동주택,2880.11,34,0,0,0,34,2016-02-26,2023-03-22
서울특별시 동대문구 장안동 456-12,공동주택,330,4,0,0,2,2,2013-10-11,2023-03-22
서울특별시 동대문구 장안동 457-3,공동주택,505.78,8,0,0,0,8,2022-11-01,2023-03-22
서울특별시 동대문구 장안동 460-4,공동주택,3960.62,28,0,0,20,8,1996-03-07,2023-03-22
서울특별시 동대문구 장안동 460-6,공동주택,1306.82,17,0,0,0,17,2016-12-23,2023-03-22
서울특별시 동대문구 장안동 460-7,공동주택,1922.34,27,0,0,0,27,2016-10-04,2023-03-22
서울특별시 동대문구 장안동 460-13,공동주택,1177.6,29,0,0,0,29,2015-05-18,2023-03-22
서울특별시 동대문구 장안동 463-10,공동주택,3262.1,27,0,0,17,10,2008-12-23,2023-03-22
서울특별시 동대문구 장안동 466-4,공동주택,3066.43,44,40,0,0,4,2019-08-22,2023-03-22
서울특별시 동대문구 장안동 466-5,공동주택,4684.2869,17,0,0,17,0,2013-11-14,2023-03-22
서울특별시 동대문구 장안동 486-0,공동주택,1447.24,16,16,0,0,0,2003-01-22,2023-03-22
서울특별시 동대문구 장안동 555-1,공동주택,40505.55,289,0,0,200,89,1996-06-11,2023-03-22
서울특별시 동대문구 장안동 556-0,공동주택,6937.54,60,0,0,40,20,2002-08-05,2023-03-22
서울특별시 동대문구 장안동 561-0,공동주택,5975.68,66,0,0,17,49,2005-05-19,2023-03-22
서울특별시 동대문구 장안동 562-0,공동주택,2457.64,83,0,0,71,12,2005-06-04,2023-03-22
서울특별시 동대문구 장안동 563-0,공동주택,15133.69,121,0,0,80,41,2005-07-27,2023-03-22
서울특별시 동대문구 장안동 564-0,공동주택,7613.27,64,0,0,48,16,2005-06-30,2023-03-22
서울특별시 동대문구 장안동 565-0,공동주택,9204.4,77,0,0,60,17,2005-09-12,2023-03-22
서울특별시 동대문구 장안동 566-0,공동주택,11061.78,90,0,0,67,23,2005-10-31,2023-03-22
서울특별시 동대문구 장안동 567-0,공동주택,14184.91,113,0,0,70,43,2005-10-11,2023-03-22
서울특별시 동대문구 장안동 568-0,공동주택,11746.18,79,0,0,79,16,2005-11-18,2023-03-22
서울특별시 동대문구 장안동 569-0,공동주택,29160.95,201,0,0,201,36,2005-12-20,2023-03-22
서울특별시 동대문구 장안동 570-0,공동주택,3591.37,36,0,0,0,36,2006-04-12,2023-03-22
서울특별시 동대문구 장안동 571-0,공동주택,18682.12,140,0,0,140,12,2006-03-17,2023-03-22
서울특별시 동대문구 장안동 572-0,공동주택,10297.2,86,0,0,73,13,2006-11-17,2023-03-22
서울특별시 동대문구 장안동 573-0,공동주택,17584.23,141,0,0,111,30,2006-06-08,2023-03-22
서울특별시 동대문구 장안동 574-0,공동주택,11018.58,90,0,0,67,23,2007-01-24,2023-03-22
서울특별시 동대문구 장안동 575-0,공동주택,17603.75,139,0,0,109,30,2007-05-25,2023-03-22
서울특별시 동대문구 장안동 576-0,공동주택,8673,79,0,0,43,36,2007-06-18,2023-03-22
서울특별시 동대문구 장안동 577-0,공동주택,6381.79,56,0,0,25,31,2008-05-06,2023-03-22
서울특별시 동대문구 장안동 578-0,공동주택,9078.09,74,0,0,63,11,2008-03-20,2023-03-22
서울특별시 동대문구 장안동 579-0,공동주택,8844.71,74,0,0,55,19,2009-02-26,2023-03-22
서울특별시 동대문구 장안동 580-0,공동주택,42649.28,298,0,0,0,298,2011-08-04,2023-03-22
서울특별시 동대문구 장안동 581-0,공동주택,14717.93,121,0,0,115,6,2012-07-26,2023-03-22
서울특별시 동대문구 장안동 582-0,공동주택,3419.14,35,0,0,0,35,2012-02-09,2023-03-22
서울특별시 동대문구 장안동 583-0,공동주택,3446.53,36,0,0,0,36,2013-10-24,2023-03-22
서울특별시 동대문구 장안동 584-0,공동주택,4372.44,47,0,0,0,47,2013-12-31,2023-03-22
서울특별시 동대문구 장안동 585,공동주택,7354.3,82,0,0,46,36,2018-05-31,2023-03-22
서울특별시 동대문구 장안동 586,공동주택,5056.46,49,0,0,28,21,2018-07-27,2023-03-22
서울특별시 동대문구 장안동 587,공동주택,49203.1769,569,0,0,569,0,2019-10-22,2023-03-22
서울특별시 동대문구 전농동 1-72,공동주택,413.56,23,0,0,14,9,2012-05-04,2023-03-22
서울특별시 동대문구 전농동 1-95,공동주택,659.24,9,0,0,0,9,2014-07-30,2023-03-22
서울특별시 동대문구 전농동 1-132 외1필지,공동주택,552.748,8,0,0,8,0,2018-07-10,2023-03-22
서울특별시 동대문구 전농동 1-225,공동주택,587.1,8,0,0,8,0,2012-05-16,2023-03-22
서울특별시 동대문구 전농동 2-4,공동주택,384.63,6,0,0,6,0,2002-08-14,2023-03-22
서울특별시 동대문구 전농동 2-5,공동주택,247.37,2,0,0,0,2,2003-03-31,2023-03-22
서울특별시 동대문구 전농동 2-13,공동주택,509.34,8,0,0,0,8,2008-12-18,2023-03-22
서울특별시 동대문구 전농동 2-29,공동주택,299.75,4,0,0,4,0,2002-07-03,2023-03-22
서울특별시 동대문구 전농동 2-31,공동주택,659.22,7,0,0,0,7,2002-11-12,2023-03-22
서울특별시 동대문구 전농동 2-45,공동주택,264.21,2,0,0,0,2,2002-10-24,2023-03-22
서울특별시 동대문구 전농동 2-47,공동주택,363.3,4,0,0,3,1,2002-11-19,2023-03-22
서울특별시 동대문구 전농동 2-51,공동주택,364.41,4,0,0,3,1,2002-07-08,2023-03-22
서울특별시 동대문구 전농동 2-87,공동주택,258.13,2,0,0,0,2,2002-07-02,2023-03-22
서울특별시 동대문구 전농동 2-102,공동주택,461.99,8,0,0,6,2,2021-03-02,2023-03-22
서울특별시 동대문구 전농동 2-113,공동주택,346.26,5,0,0,2,3,2010-09-06,2023-03-22
서울특별시 동대문구 전농동 3-3,공동주택,658.23,5,0,0,0,5,1992-04-10,2023-03-22
서울특별시 동대문구 전농동 4-148,공동주택,1016.16,14,0,0,0,14,2017-08-16,2023-03-22
서울특별시 동대문구 전농동 4-154 외3필지,공동주택,659.47,10,0,0,0,10,2018-07-19,2023-03-22
서울특별시 동대문구 전농동 4-159 외1필지,공동주택,656.01,10,0,0,6,4,2018-03-27,2023-03-22
서울특별시 동대문구 전농동 6-0,공동주택,139068.22,725,0,0,247,478,1992-03-11,2023-03-22
서울특별시 동대문구 전농동 8-10,공동주택,482.68,7,0,0,7,0,2014-10-30,2023-03-22
서울특별시 동대문구 전농동 9-4,공동주택,1846.46,23,0,0,8,15,2016-12-02,2023-03-22
서울특별시 동대문구 전농동 10,공동주택,254284.49,2084,0,0,1361,723,2000-07-06,2023-03-22
서울특별시 동대문구 전농동 10-1,공동주택,47012.96,322,0,0,222,100,2000-05-29,2023-03-22
서울특별시 동대문구 전농동 20-424,공동주택,828.98,8,0,0,7,1,2014-01-24,2023-03-22
서울특별시 동대문구 전농동 25-6,공동주택,330,2,0,0,0,2,1986-10-16,2023-03-22
서울특별시 동대문구 전농동 25-9,공동주택,330,2,0,0,0,2,1986-09-17,2023-03-22
서울특별시 동대문구 전농동 25-10,공동주택,826.79,8,0,0,5,3,2001-11-22,2023-03-22
서울특별시 동대문구 전농동 32-4,공동주택,20155.498,165,56,0,106,3,2007-12-28,2023-03-22
서울특별시 동대문구 전농동 38-146,공동주택,548.34,8,0,0,3,5,2021-12-21,2023-03-22
서울특별시 동대문구 전농동 42-70,공동주택,450.53,5,0,0,4,1,1999-04-13,2023-03-22
서울특별시 동대문구 전농동 43-1,공동주택,686.23,7,0,0,0,7,2002-04-29,2023-03-22
서울특별시 동대문구 전농동 46-21,공동주택,555.06,8,0,0,4,4,2017-09-20,2023-03-22
서울특별시 동대문구 전농동 55-3,공동주택,624.37,8,0,0,0,8,2018-05-08,2023-03-22
서울특별시 동대문구 전농동 55-7,공동주택,358.92,3,0,0,1,2,1991-09-04,2023-03-22
서울특별시 동대문구 전농동 55-13,공동주택,624.1,8,0,0,8,0,2019-12-09,2023-03-22
서울특별시 동대문구 전농동 55-14,공동주택,586.63,6,0,0,6,0,2002-09-17,2023-03-22
서울특별시 동대문구 전농동 55-15,공동주택,811.99,8,0,0,6,2,2002-07-16,2023-03-22
서울특별시 동대문구 전농동 55-18,공동주택,368.61,5,0,0,5,0,2021-08-17,2023-03-22
서울특별시 동대문구 전농동 55-19,공동주택,498.62,7,0,0,5,2,2021-08-24,2023-03-22
서울특별시 동대문구 전농동 55-21,공동주택,475.65,6,0,0,0,6,2002-08-05,2023-03-22
서울특별시 동대문구 전농동 55-51,공동주택,422.88,7,0,0,6,1,2017-12-06,2023-03-22
서울특별시 동대문구 전농동 55-64,공동주택,122.82,3,0,0,1,2,2010-07-12,2023-03-22
서울특별시 동대문구 전농동 55-125,공동주택,621.82,8,0,0,0,8,2018-05-08,2023-03-22
서울특별시 동대문구 전농동 60-31,공동주택,303.47,5,0,0,3,2,2014-10-27,2023-03-22
서울특별시 동대문구 전농동 60-129,공동주택,187.31,2,0,0,1,1,2013-05-10,2023-03-22
서울특별시 동대문구 전농동 89-11,공동주택,272.7,2,0,0,0,2,1992-09-28,2023-03-22
서울특별시 동대문구 전농동 103-19,공동주택,1733.74,11,0,0,9,2,1995-08-12,2023-03-22
서울특별시 동대문구 전농동 103-20,공동주택,536.42,8,0,0,8,0,2003-08-23,2023-03-22
서울특별시 동대문구 전농동 103-21,공동주택,587.05,6,0,0,6,0,2001-09-22,2023-03-22
