소재지 주소,용도,연면적,총주차대수,옥내기계식,옥외기계식,옥내자주식,옥외자주식,사용승인일,데이터 기준일자
서울특별시 동대문구 용두동 138-50,공동주택,401.73,6,0,0,0,6,2021-11-01,2023-03-22
서울특별시 동대문구 용두동 138-51,공동주택,1193.3,10,0,0,10,0,2002-10-25,2023-03-22
서울특별시 동대문구 용두동 138-52,공동주택,2003.3,18,0,0,18,0,2008-09-08,2023-03-22
서울특별시 동대문구 용두동 138-56,공동주택,433.86,4,0,0,4,0,2006-12-04,2023-03-22
서울특별시 동대문구 용두동 138-59,공동주택,3235.16,20,0,0,17,3,2014-05-19,2023-03-22
서울특별시 동대문구 용두동 138-137,공동주택,866.87,8,0,0,8,0,2004-10-19,2023-03-22
서울특별시 동대문구 용두동 138-142,공동주택,490.09,7,0,0,0,7,2003-12-26,2023-03-22
서울특별시 동대문구 용두동 138-145,공동주택,535.09,6,0,0,0,6,2003-07-18,2023-03-22
서울특별시 동대문구 용두동 138-146,공동주택,548.15,7,0,0,7,0,2003-11-17,2023-03-22
서울특별시 동대문구 용두동 138-151,공동주택,641.56,16,0,0,12,4,2009-08-20,2023-03-22
서울특별시 동대문구 용두동 138-164,공동주택,787.06,8,0,0,8,0,2005-07-06,2023-03-22
서울특별시 동대문구 용두동 138-172,공동주택,450.64,6,0,0,0,6,2021-11-01,2023-03-22
서울특별시 동대문구 용두동 150-1,공동주택,6433.69,39,0,0,25,14,2005-02-23,2023-03-22
서울특별시 동대문구 용두동 193-30,공동주택,378.24,4,0,0,1,3,2002-07-25,2023-03-22
서울특별시 동대문구 용두동 193-53,공동주택,381.63,6,0,0,3,3,2015-02-10,2023-03-22
서울특별시 동대문구 용두동 193-61,공동주택,322.58,2,0,0,2,0,2002-12-26,2023-03-22
서울특별시 동대문구 용두동 193-62,공동주택,252.84,2,0,0,0,2,2002-12-24,2023-03-22
서울특별시 동대문구 용두동 193-63,공동주택,253.2,2,0,0,2,0,2002-05-28,2023-03-22
서울특별시 동대문구 용두동 232-14,공동주택,558.75,8,0,0,8,0,2021-01-13,2023-03-22
서울특별시 동대문구 용두동 232-30,공동주택,335.36,3,0,0,0,3,2000-08-25,2023-03-22
서울특별시 동대문구 용두동 233-23,공동주택,2774.39,33,32,0,0,1,2017-09-22,2023-03-22
서울특별시 동대문구 용두동 235-9,공동주택,364.57,6,0,0,0,6,2013-01-09,2023-03-22
서울특별시 동대문구 용두동 235-30,공동주택,1706.87,235,0,0,0,235,2011-02-09,2023-03-22
서울특별시 동대문구 용두동 236-10,공동주택,610.57,8,0,0,8,0,2021-10-12,2023-03-22
서울특별시 동대문구 용두동 236-17,공동주택,300.01,3,0,0,3,0,2012-02-10,2023-03-22
서울특별시 동대문구 용두동 236-33,공동주택,480.72,5,0,0,5,0,2012-02-22,2023-03-22
서울특별시 동대문구 용두동 237-19,공동주택,972.65,8,0,0,2,6,2006-02-23,2023-03-22
서울특별시 동대문구 용두동 237-21,공동주택,1151.82,8,0,0,8,0,2012-09-25,2023-03-22
서울특별시 동대문구 용두동 237-22,공동주택,928.04,8,0,0,3,5,2003-03-26,2023-03-22
서울특별시 동대문구 용두동 237-24,공동주택,778.57,6,0,0,4,2,2002-12-07,2023-03-22
서울특별시 동대문구 용두동 237-26,공동주택,1081.47,8,0,0,8,0,2004-09-08,2023-03-22
서울특별시 동대문구 용두동 237-28,공동주택,893.99,5,0,0,3,2,2005-10-27,2023-03-22
서울특별시 동대문구 용두동 237-53,공동주택,1235,11,0,0,11,0,2002-05-03,2023-03-22
서울특별시 동대문구 용두동 237-55,공동주택,336.76,3,0,0,3,0,2014-11-28,2023-03-22
서울특별시 동대문구 용두동 237-57,공동주택,746.01,6,0,0,4,2,2004-08-30,2023-03-22
서울특별시 동대문구 용두동 237-58,공동주택,1782.58,11,0,0,11,0,2007-01-31,2023-03-22
서울특별시 동대문구 용두동 237-60,공동주택,1040.92,8,0,0,6,2,2006-02-09,2023-03-22
서울특별시 동대문구 용두동 237-61,공동주택,1301.81,11,0,0,11,0,2004-02-04,2023-03-22
서울특별시 동대문구 용두동 237-63,공동주택,1088,8,0,0,8,0,2003-10-15,2023-03-22
서울특별시 동대문구 용두동 237-64,공동주택,950.67,7,0,0,4,3,2003-08-18,2023-03-22
서울특별시 동대문구 용두동 238-10,공동주택,301.97,3,0,0,1,2,2003-01-04,2023-03-22
서울특별시 동대문구 용두동 252-14,공동주택,307.8,4,0,0,4,0,2011-03-11,2023-03-22
서울특별시 동대문구 용두동 252-152,공동주택,497.6,8,0,0,0,8,2016-11-08,2023-03-22
서울특별시 동대문구 용두동 252-173,공동주택,450.89,7,0,0,7,0,2011-01-07,2023-03-22
서울특별시 동대문구 용두동 252-174,공동주택,553.2,8,0,0,0,8,2016-10-19,2023-03-22
서울특별시 동대문구 용두동 252-175,공동주택,553.2,8,0,0,0,8,2016-10-14,2023-03-22
서울특별시 동대문구 용두동 252-176,공동주택,543.6,8,0,0,0,8,2016-11-08,2023-03-22
서울특별시 동대문구 용두동 255-66,공동주택,25935.1,180,0,0,180,0,2007-06-04,2023-03-22
서울특별시 동대문구 용두동 728-10,공동주택,607.88,8,0,0,6,2,2003-12-16,2023-03-22
서울특별시 동대문구 용두동 736-1,공동주택,1010.83,12,0,0,0,12,2004-01-26,2023-03-22
서울특별시 동대문구 용두동 738-1,공동주택,746.95,6,0,0,4,2,2001-09-10,2023-03-22
서울특별시 동대문구 용두동 738-5,공동주택,580.53,8,0,0,8,0,2003-10-08,2023-03-22
서울특별시 동대문구 용두동 739-3,공동주택,608.36,8,0,0,8,0,2003-10-18,2023-03-22
서울특별시 동대문구 용두동 750-9,공동주택,484.08,4,0,0,0,4,1996-12-09,2023-03-22
서울특별시 동대문구 용두동 767-8,공동주택,2844.58,23,0,0,15,8,2004-09-21,2023-03-22
서울특별시 동대문구 용두동 779,공동주택,75360.77,448,0,0,178,270,1994-10-14,2023-03-22
서울특별시 동대문구 용두동 785-0,공동주택,3299.14,35,0,0,0,35,2005-11-17,2023-03-22
서울특별시 동대문구 용두동 790-0,공동주택,51599.83,479,0,0,466,13,2009-02-05,2023-03-22
서울특별시 동대문구 용두동 791-0,공동주택,60627.55,492,0,0,468,24,2009-06-18,2023-03-22
서울특별시 동대문구 용두동 791-1,공동주택,928.18,7,0,0,0,7,2009-06-18,2023-03-22
서울특별시 동대문구 용두동 792-0,공동주택,148466.27,1208,0,0,1208,0,2011-04-28,2023-03-22
서울특별시 동대문구 용두동 792-1,공동주택,20804.34,215,0,0,215,0,2011-04-28,2023-03-22
서울특별시 동대문구 용두동 792-3,공동주택,1702.37,10,0,0,10,0,2011-04-28,2023-03-22
서울특별시 동대문구 용두동 794-0,공동주택,46108.37,377,0,0,377,0,2015-03-13,2023-03-22
서울특별시 동대문구 이문동 45-0,공동주택,75169.65,617,0,0,469,148,2001-12-20,2023-03-22
서울특별시 동대문구 이문동 54-0,공동주택,78058.05,622,0,0,430,192,2000-05-03,2023-03-22
서울특별시 동대문구 이문동 54-1,공동주택,12862.72,83,0,0,60,23,2000-05-03,2023-03-22
서울특별시 동대문구 이문동 63-10,공동주택,531.55,4,0,0,0,4,1994-01-12,2023-03-22
서울특별시 동대문구 이문동 64,공동주택,178002.91,1529,0,0,1270,259,2000-11-29,2023-03-22
서울특별시 동대문구 이문동 64-1,공동주택,15224.52,101,0,0,97,4,2000-11-29,2023-03-22
서울특별시 동대문구 이문동 73-0,공동주택,46030.95,348,0,0,304,44,1997-12-30,2023-03-22
서울특별시 동대문구 이문동 76-1,공동주택,2841.46,26,0,0,18,8,1998-12-11,2023-03-22
서울특별시 동대문구 이문동 76-3,공동주택,766.44,8,0,0,0,8,2000-12-29,2023-03-22
서울특별시 동대문구 이문동 76-12,공동주택,764.42,8,0,0,0,8,2000-12-29,2023-03-22
서울특별시 동대문구 이문동 77-4,공동주택,487.07,5,0,0,5,0,2019-09-05,2023-03-22
서울특별시 동대문구 이문동 77-18,공동주택,519.19,5,0,0,3,2,2019-07-26,2023-03-22
서울특별시 동대문구 이문동 77-19,공동주택,422.89,5,0,0,4,1,2017-10-12,2023-03-22
서울특별시 동대문구 이문동 77-21,공동주택,539.14,6,0,0,2,4,2017-12-21,2023-03-22
서울특별시 동대문구 이문동 82-21,공동주택,546.27,7,0,0,4,3,2019-03-05,2023-03-22
서울특별시 동대문구 이문동 82-32,공동주택,684.01,8,6,0,0,2,2020-03-06,2023-03-22
서울특별시 동대문구 이문동 84-0,공동주택,45521.64,387,0,0,340,47,2002-05-23,2023-03-22
서울특별시 동대문구 이문동 84-1,공동주택,103.94,30,0,0,30,0,2002-05-23,2023-03-22
서울특별시 동대문구 이문동 86-19,공동주택,162.36,2,0,0,0,2,1994-11-11,2023-03-22
서울특별시 동대문구 이문동 86-112,공동주택,245.47,2,0,0,0,2,1996-12-17,2023-03-22
서울특별시 동대문구 이문동 86-116,공동주택,231.17,2,0,0,0,2,1993-11-08,2023-03-22
서울특별시 동대문구 이문동 86-135,공동주택,193.93,2,0,0,0,2,1994-09-30,2023-03-22
서울특별시 동대문구 이문동 86-177,공동주택,212.96,2,0,0,0,2,1995-06-09,2023-03-22
서울특별시 동대문구 이문동 86-203,공동주택,220.95,2,0,0,0,2,1997-10-18,2023-03-22
서울특별시 동대문구 이문동 87-6,공동주택,252.46,2,0,0,0,2,1993-12-07,2023-03-22
서울특별시 동대문구 이문동 87-11,공동주택,325.07,2,0,0,2,0,1995-09-15,2023-03-22
서울특별시 동대문구 이문동 87-20,공동주택,326.46,2,0,0,0,2,1997-04-17,2023-03-22
서울특별시 동대문구 이문동 87-34,공동주택,261.57,2,0,0,0,2,2000-06-10,2023-03-22
서울특별시 동대문구 이문동 87-113,공동주택,371.15,4,0,0,2,2,2001-12-04,2023-03-22
서울특별시 동대문구 이문동 87-119,공동주택,173.87,1,0,0,0,1,1994-01-20,2023-03-22
서울특별시 동대문구 이문동 89-28,공동주택,298.79,2,0,0,0,2,1998-09-09,2023-03-22
서울특별시 동대문구 이문동 104-24,공동주택,179.82,1,0,0,0,1,1994-11-23,2023-03-22
서울특별시 동대문구 이문동 109-29,공동주택,175.19,1,0,0,0,1,1994-10-17,2023-03-22
서울특별시 동대문구 이문동 109-112,공동주택,143.81,1,0,0,0,1,1996-11-13,2023-03-22
서울특별시 동대문구 이문동 111-2,공동주택,172.44,1,0,0,0,1,1996-07-02,2023-03-22
서울특별시 동대문구 이문동 111-34,공동주택,246.7,2,0,0,0,2,1995-06-13,2023-03-22
서울특별시 동대문구 이문동 112-2,공동주택,596.22,5,0,0,0,5,1996-07-05,2023-03-22
서울특별시 동대문구 이문동 112-33,공동주택,163.56,1,0,0,0,1,1996-02-16,2023-03-22
서울특별시 동대문구 이문동 114-19,공동주택,315.96,2,0,0,1,1,1994-09-06,2023-03-22
서울특별시 동대문구 이문동 114-47,공동주택,253.16,2,0,0,0,2,1997-03-18,2023-03-22
서울특별시 동대문구 이문동 115-37,공동주택,179.84,1,0,0,0,1,1995-11-11,2023-03-22
서울특별시 동대문구 이문동 115-68,공동주택,157.53,1,0,0,0,1,1995-01-09,2023-03-22
서울특별시 동대문구 이문동 126-38,공동주택,262.32,3,0,0,1,2,2003-04-08,2023-03-22
서울특별시 동대문구 이문동 170-83,공동주택,439.88,7,0,0,0,7,2016-12-12,2023-03-22
서울특별시 동대문구 이문동 170-130,공동주택,208.98,2,0,0,0,2,2001-11-02,2023-03-22
서울특별시 동대문구 이문동 172-6,공동주택,199.62,1,0,0,0,1,1993-08-28,2023-03-22
서울특별시 동대문구 이문동 172-7,공동주택,198.74,1,0,0,0,1,1992-01-31,2023-03-22
서울특별시 동대문구 이문동 172-9,공동주택,228.68,2,0,0,0,2,1993-09-13,2023-03-22
서울특별시 동대문구 이문동 172-10,공동주택,179.82,1,0,0,0,1,1994-07-05,2023-03-22
서울특별시 동대문구 이문동 173-21,공동주택,144.81,1,0,0,1,0,1993-11-16,2023-03-22
서울특별시 동대문구 이문동 209-13,공동주택,659.6,9,0,0,0,9,2015-05-07,2023-03-22
서울특별시 동대문구 이문동 209-19,공동주택,659.56,9,0,0,0,9,2015-05-15,2023-03-22
서울특별시 동대문구 이문동 209-20,공동주택,1172.78,16,0,0,0,16,2015-05-07,2023-03-22
서울특별시 동대문구 이문동 209-21,공동주택,599.68,10,0,0,0,10,2015-05-27,2023-03-22
서울특별시 동대문구 이문동 210-1 외 1필지,공동주택,2419.49,33,0,0,26,7,2020-06-15,2023-03-22
서울특별시 동대문구 이문동 220-295,공동주택,142.08,1,0,0,0,1,1995-06-09,2023-03-22
서울특별시 동대문구 이문동 225-0,공동주택,204146.63,1616,0,0,1457,159,2003-07-09,2023-03-22
서울특별시 동대문구 이문동 225-1,공동주택,13980.19,130,0,0,114,16,2003-07-09,2023-03-22
서울특별시 동대문구 이문동 234-17,공동주택,139.37,1,0,0,0,1,1996-03-30,2023-03-22
서울특별시 동대문구 이문동 235-0,공동주택,1444.83,19,0,0,0,19,2017-10-18,2023-03-22
서울특별시 동대문구 이문동 237-149,공동주택,445.86,2,0,0,0,2,1991-09-30,2023-03-22
서울특별시 동대문구 이문동 237-158,공동주택,445.86,2,0,0,0,2,1991-08-14,2023-03-22
서울특별시 동대문구 이문동 252-3,공동주택,510.36,5,0,0,5,0,2002-06-07,2023-03-22
서울특별시 동대문구 이문동 254-1,공동주택,659.14,12,0,0,5,7,2015-03-17,2023-03-22
서울특별시 동대문구 이문동 254-40,공동주택,2023.439,18,17,0,1,0,2013-10-18,2023-03-22
서울특별시 동대문구 이문동 255-235,공동주택,464.24,7,0,0,4,3,2016-02-29,2023-03-22
서울특별시 동대문구 이문동 255-238 외1필지,공동주택,490.25,8,0,0,5,3,2018-12-26,2023-03-22
서울특별시 동대문구 이문동 255-261,공동주택,2990.2,58,56,0,2,0,2016-12-27,2023-03-22
서울특별시 동대문구 이문동 256-151,공동주택,386.63,5,0,0,0,5,2019-07-09,2023-03-22
서울특별시 동대문구 이문동 256-153,공동주택,563.29,6,0,0,6,0,2003-03-28,2023-03-22
서울특별시 동대문구 이문동 256-154,공동주택,319.7,3,0,0,2,1,2003-04-08,2023-03-22
서울특별시 동대문구 이문동 256-185,공동주택,499.62,6,0,0,0,6,2015-10-14,2023-03-22
서울특별시 동대문구 이문동 256-214,공동주택,268.32,2,0,0,0,2,2000-12-11,2023-03-22
서울특별시 동대문구 이문동 256-222,공동주택,514.57,8,0,0,6,2,2015-11-18,2023-03-22
서울특별시 동대문구 이문동 256-276,공동주택,473.76,7,0,0,4,3,2016-02-29,2023-03-22
서울특별시 동대문구 이문동 256-366,공동주택,461.34,6,0,0,0,6,2011-10-26,2023-03-22
서울특별시 동대문구 이문동 264-2,공동주택,348.23,8,0,0,0,8,2015-06-29,2023-03-22
서울특별시 동대문구 이문동 264-36,공동주택,403.16,3,0,0,0,3,1991-06-28,2023-03-22
서울특별시 동대문구 이문동 264-46,공동주택,658.74,4,0,0,4,0,1994-10-21,2023-03-22
서울특별시 동대문구 이문동 264-47,공동주택,615.86,7,0,0,5,2,2016-01-21,2023-03-22
서울특별시 동대문구 이문동 264-48,공동주택,582.54,6,0,0,6,0,2002-08-06,2023-03-22
서울특별시 동대문구 이문동 264-52,공동주택,998.62,9,0,0,6,3,1992-05-06,2023-03-22
서울특별시 동대문구 이문동 264-53,공동주택,1667.43,6,0,0,0,6,1984-12-07,2023-03-22
서울특별시 동대문구 이문동 264-225,공동주택,445.23,5,0,0,0,5,2002-09-11,2023-03-22
서울특별시 동대문구 이문동 264-227,공동주택,440.66,8,0,0,6,2,2019-01-03,2023-03-22
서울특별시 동대문구 이문동 264-232,공동주택,739.56,6,0,0,4,2,1996-08-07,2023-03-22
서울특별시 동대문구 이문동 264-248,공동주택,649.11,5,0,0,0,5,1996-09-07,2023-03-22
서울특별시 동대문구 이문동 264-249,공동주택,626.27,5,0,0,4,1,2004-01-15,2023-03-22
서울특별시 동대문구 이문동 264-272,공동주택,422.02,6,0,0,6,0,2005-10-12,2023-03-22
서울특별시 동대문구 이문동 264-290,공동주택,559.52,5,0,0,1,4,2002-04-19,2023-03-22
서울특별시 동대문구 이문동 264-296,공동주택,498.33,5,0,0,1,4,2002-10-10,2023-03-22
서울특별시 동대문구 이문동 264-333,공동주택,418.04,4,0,0,0,4,2002-07-25,2023-03-22
서울특별시 동대문구 이문동 264-355,공동주택,430.06,5,0,0,4,1,2004-02-06,2023-03-22
서울특별시 동대문구 이문동 264-356,공동주택,487.85,5,0,0,3,2,2004-01-15,2023-03-22
서울특별시 동대문구 이문동 264-368,공동주택,4417.32,39,0,0,38,1,2004-08-05,2023-03-22
서울특별시 동대문구 이문동 264-371,공동주택,462.8,6,0,0,4,2,2003-04-24,2023-03-22
서울특별시 동대문구 이문동 264-374,공동주택,497.14,7,0,0,3,4,2002-12-05,2023-03-22
서울특별시 동대문구 이문동 264-432,공동주택,489.31,6,0,0,4,2,2018-12-13,2023-03-22
서울특별시 동대문구 이문동 264-459,공동주택,440.54,7,0,0,7,0,2014-09-19,2023-03-22
서울특별시 동대문구 이문동 264-465,공동주택,429.52,6,0,0,4,2,2020-01-14,2023-03-22
서울특별시 동대문구 이문동 280-0,공동주택,3951.9,0,0,0,0,0,1980-07-31,2023-03-22
서울특별시 동대문구 이문동 288-7,공동주택,3244.38,0,0,0,0,0,2019-10-31,2023-03-22
서울특별시 동대문구 이문동 288-10,공동주택,5994.53,5,0,0,0,5,2019-03-19,2023-03-22
서울특별시 동대문구 이문동 288-89,공동주택,398.07,3,0,0,0,3,2014-05-23,2023-03-22
서울특별시 동대문구 이문동 292-10,공동주택,32441.528,256,0,0,254,2,2008-09-01,2023-03-22
서울특별시 동대문구 이문동 309-20,공동주택,1109.64,16,15,0,0,1,2019-03-26,2023-03-22
서울특별시 동대문구 이문동 309-22,공동주택,193.46,3,0,0,1,2,2021-05-26,2023-03-22
서울특별시 동대문구 이문동 311,공동주택,92337.46,774,0,0,660,114,2004-04-13,2023-03-22
서울특별시 동대문구 이문동 317-14,공동주택,471.19,2,0,0,0,2,2016-07-11,2023-03-22
서울특별시 동대문구 이문동 320-2,공동주택,397.86,5,0,0,0,5,2016-12-29,2023-03-22
서울특별시 동대문구 이문동 327-1,공동주택,2938.98,32,27,0,5,0,2022-03-28,2023-03-22
서울특별시 동대문구 이문동 327-4,공동주택,3544.45,36,0,34,2,0,2018-11-21,2023-03-22
서울특별시 동대문구 이문동 327-7 외6필지,공동주택,4010.39,79,40,36(인근),2,1,2020-01-17,2023-03-22
서울특별시 동대문구 이문동 329-1,공동주택,3661.3,33,0,32,0,1,2016-12-27,2023-03-22
서울특별시 동대문구 이문동 329-24,공동주택,518.68,4,0,0,0,4,1994-10-28,2023-03-22
서울특별시 동대문구 이문동 331-5,공동주택,1352.52,6,0,0,0,6,1983-09-26,2023-03-22
서울특별시 동대문구 이문동 333-1,공동주택,486.42,6,0,0,4,2,2007-02-14,2023-03-22
"서울특별시 동대문구 이문동 333-2,4",공동주택,426.49,5,0,0,2,3,2019-04-16,2023-03-22
서울특별시 동대문구 이문동 334-17,공동주택,252.14,3,0,0,3,0,2004-08-30,2023-03-22
서울특별시 동대문구 이문동 334-22,공동주택,325.28,4,0,0,2,2,2004-07-02,2023-03-22
서울특별시 동대문구 이문동 341-41,공동주택,3867.95,38,36,0,0,2,2017-03-28,2023-03-22
서울특별시 동대문구 이문동 341-46,공동주택,651.54,4,0,0,3,1,1992-05-20,2023-03-22
서울특별시 동대문구 이문동 341-83,공동주택,634.91,6,0,0,4,2,2001-02-27,2023-03-22
서울특별시 동대문구 이문동 346-37,공동주택,380.75,6,0,0,6,0,2013-05-10,2023-03-22
서울특별시 동대문구 이문동 346-55,공동주택,246.67,4,0,0,2,2,2015-06-25,2023-03-22
서울특별시 동대문구 이문동 346-56,공동주택,265.45,4,0,0,2,2,2013-06-20,2023-03-22
서울특별시 동대문구 이문동 346-61,공동주택,256.4,4,0,0,4,0,2011-12-14,2023-03-22
서울특별시 동대문구 이문동 346-64,공동주택,413.87,5,0,0,5,0,2013-09-04,2023-03-22
서울특별시 동대문구 이문동 348-1,공동주택,1653.48,6,0,0,0,6,1984-12-19,2023-03-22
서울특별시 동대문구 이문동 348-13,공동주택,2586.44,10,0,0,0,10,1984-12-29,2023-03-22
서울특별시 동대문구 이문동 349-9,공동주택,897.22,7,0,0,0,7,1995-05-12,2023-03-22
서울특별시 동대문구 이문동 349-18,공동주택,412.32,3,0,0,0,3,1993-04-23,2023-03-22
서울특별시 동대문구 이문동 349-20,공동주택,303.51,4,0,0,2,2,2013-09-16,2023-03-22
서울특별시 동대문구 이문동 349-24,공동주택,494.3,6,0,0,4,2,2002-08-10,2023-03-22
서울특별시 동대문구 이문동 425-0,공동주택,66666.84,608,0,0,440,168,2001-11-07,2023-03-22
서울특별시 동대문구 이문동 427-0,공동주택,5116.98,111,0,0,104,7,2007-06-20,2023-03-22
서울특별시 동대문구 이문동 428-0,공동주택,23553.12,186,0,0,143,43,2008-10-10,2023-03-22
서울특별시 동대문구 이문동 429-0,공동주택,13763.53,101,0,0,90,11,2012-02-20,2023-03-22
서울특별시 동대문구 이문동 430-0,공동주택,4897.19,40,0,0,26,14,2015-03-26,2023-03-22
서울특별시 동대문구 장안동 92-32,공동주택,413.7,5,0,0,0,5,2020-01-22,2023-03-22
서울특별시 동대문구 장안동 92-38,공동주택,1319.68,20,0,0,5,15,2018-09-07,2023-03-22
서울특별시 동대문구 장안동 92-61,공동주택,631.8,5,0,0,0,5,1993-08-03,2023-03-22
서울특별시 동대문구 장안동 92-62,공동주택,495.2,6,0,0,6,0,2002-07-05,2023-03-22
서울특별시 동대문구 장안동 92-66,공동주택,645.59,11,0,0,0,11,2012-01-06,2023-03-22
서울특별시 동대문구 장안동 92-68,공동주택,656.69,11,0,0,0,11,2012-01-06,2023-03-22
서울특별시 동대문구 장안동 92-69,공동주택,427.3,6,0,0,0,6,2010-09-01,2023-03-22
서울특별시 동대문구 장안동 92-70,공동주택,438.38,7,0,0,5,2,2012-01-02,2023-03-22
서울특별시 동대문구 장안동 92-72,공동주택,659.77,10,0,0,5,5,2021-02-25,2023-03-22
서울특별시 동대문구 장안동 93-30,공동주택,675.88,24,0,0,10,14,2014-01-14,2023-03-22
서울특별시 동대문구 장안동 93-33,공동주택,445.36,6,0,0,4,2,2019-05-09,2023-03-22
서울특별시 동대문구 장안동 93-43,공동주택,1212.85,8,0,0,5,3,2002-05-21,2023-03-22
서울특별시 동대문구 장안동 93-45,공동주택,897.65,6,0,0,0,6,1993-05-25,2023-03-22
서울특별시 동대문구 장안동 93-59,공동주택,1317.08,16,0,0,0,16,2021-04-22,2023-03-22
서울특별시 동대문구 장안동 93-65,공동주택,155.54,2,0,0,1,1,2003-12-12,2023-03-22
서울특별시 동대문구 장안동 93-88,공동주택,659.78,8,0,0,0,8,2008-09-16,2023-03-22
서울특별시 동대문구 장안동 93-98,공동주택,331.74,4,0,0,4,0,2020-06-26,2023-03-22
서울특별시 동대문구 장안동 93-111,공동주택,466.79,8,0,0,6,2,2008-04-24,2023-03-22
서울특별시 동대문구 장안동 93-114,공동주택,474.18,5,0,0,3,2,2002-11-19,2023-03-22
서울특별시 동대문구 장안동 93-115,공동주택,434.52,6,0,0,0,6,2010-01-15,2023-03-22
서울특별시 동대문구 장안동 93-116,공동주택,635.25,5,0,0,0,5,1997-03-25,2023-03-22
서울특별시 동대문구 장안동 93-125,공동주택,467.99,4,0,0,0,4,1986-08-29,2023-03-22
서울특별시 동대문구 장안동 93-127,공동주택,707.72,11,0,0,0,11,2009-01-09,2023-03-22
서울특별시 동대문구 장안동 93-128,공동주택,1435.72,18,0,0,10,8,2011-08-18,2023-03-22
서울특별시 동대문구 장안동 94-11,공동주택,2320.91,29,0,0,8,21,2014-01-15,2023-03-22
서울특별시 동대문구 장안동 94-27,공동주택,13953.92,109,0,0,96,13,2003-07-02,2023-03-22
서울특별시 동대문구 장안동 95-1,공동주택,49414.28,280,0,0,0,280,1984-06-30,2023-03-22
서울특별시 동대문구 장안동 96-7,공동주택,653.68,10,0,0,5,5,2015-11-04,2023-03-22
서울특별시 동대문구 장안동 98-28,공동주택,3268.89,40,0,0,26,14,2017-02-23,2023-03-22
서울특별시 동대문구 장안동 102-10,공동주택,495.07,7,0,0,0,7,2016-10-06,2023-03-22
서울특별시 동대문구 장안동 103-8,공동주택,233.34,3,0,0,1,2,2003-12-26,2023-03-22
서울특별시 동대문구 장안동 104-5,공동주택,367.86,4,0,0,2,2,2009-06-29,2023-03-22
서울특별시 동대문구 장안동 105-13,공동주택,595.93,8,0,0,4,4,2009-08-31,2023-03-22
서울특별시 동대문구 장안동 105-14,공동주택,208.17,4,0,0,2,2,2008-11-03,2023-03-22
서울특별시 동대문구 장안동 108-12,공동주택,1057.2,4,0,0,0,4,1984-05-25,2023-03-22
서울특별시 동대문구 장안동 109-3,공동주택,558.55,8,0,0,8,0,2017-02-23,2023-03-22
서울특별시 동대문구 장안동 113-2,공동주택,5518.28,56,0,0,25,31,2022-02-21,2023-03-22
서울특별시 동대문구 장안동 120-7,공동주택,336.47,4,0,0,2,2,2003-01-20,2023-03-22
서울특별시 동대문구 장안동 120-8,공동주택,362.92,4,0,0,2,2,2003-01-13,2023-03-22
서울특별시 동대문구 장안동 121-9,공동주택,659.95,8,0,0,8,0,2002-09-14,2023-03-22
서울특별시 동대문구 장안동 122-23,공동주택,386.61,5,0,0,5,0,2019-08-28,2023-03-22
서울특별시 동대문구 장안동 123-21,공동주택,659.8,11,0,0,5,6,2019-11-20,2023-03-22
서울특별시 동대문구 장안동 128-1,공동주택,423.57,6,0,0,2,4,2019-08-20,2023-03-22
서울특별시 동대문구 장안동 128-27,공동주택,329.44,2,0,0,0,2,1990-12-06,2023-03-22
서울특별시 동대문구 장안동 128-30,공동주택,606.44,3,0,0,0,3,1990-12-03,2023-03-22
서울특별시 동대문구 장안동 128-32,공동주택,329.44,2,0,0,0,2,1990-12-03,2023-03-22
서울특별시 동대문구 장안동 128-33,공동주택,329.44,2,0,0,0,2,1990-11-22,2023-03-22
서울특별시 동대문구 장안동 128-34,공동주택,329.44,2,0,0,0,2,1990-12-10,2023-03-22
서울특별시 동대문구 장안동 129-22,공동주택,553.91,8,0,0,0,8,2015-01-27,2023-03-22
서울특별시 동대문구 장안동 130-5 외1필지,공동주택,511.94,8,0,0,6,2,2018-06-28,2023-03-22
서울특별시 동대문구 장안동 130-18,공동주택,323.55,6,0,0,4,2,2009-12-10,2023-03-22
서울특별시 동대문구 장안동 131-1,공동주택,2416.04,28,0,0,0,28,2004-07-23,2023-03-22
서울특별시 동대문구 장안동 132-15,공동주택,302.91,4,0,0,4,0,2012-11-26,2023-03-22
서울특별시 동대문구 장안동 132-17,공동주택,658.75,11,0,0,8,3,2016-07-28,2023-03-22
서울특별시 동대문구 장안동 134-3 외1필지,공동주택,489.23,8,0,0,0,8,2018-06-21,2023-03-22
서울특별시 동대문구 장안동 135-6 외3필지,공동주택,968.4,13,0,0,0,13,2018-11-13,2023-03-22
서울특별시 동대문구 장안동 137-16,공동주택,604.98,8,0,0,4,4,2018-12-20,2023-03-22
서울특별시 동대문구 장안동 138-40,공동주택,1359.48,17,0,0,0,17,2018-12-14,2023-03-22
서울특별시 동대문구 장안동 138-61,공동주택,1355.03,17,0,0,0,17,2018-12-14,2023-03-22
서울특별시 동대문구 장안동 138-62,공동주택,1343.08,16,0,0,0,16,2018-12-14,2023-03-22
서울특별시 동대문구 장안동 138-63,공동주택,1345.93,17,0,0,0,17,2018-12-14,2023-03-22
서울특별시 동대문구 장안동 140-3,공동주택,420.42,5,0,0,0,5,2002-07-08,2023-03-22
