주차일시,주차장구분,주차장명,소재지 도로명 주소,주차구획수,운영요일,입차대수,출차대수,정기주차 이용대수,일일주차 이용대수
2023-05-16,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,155,165,81,232
2023-05-16,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,206,213,128,336
2023-05-16,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,449,459,269,719
2023-05-16,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,336,335,194,523
2023-05-16,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,462,454,44,535
2023-05-16,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,496,487,92,572
2023-05-17,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,169,172,89,243
2023-05-17,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,222,220,143,359
2023-05-17,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,489,491,265,739
2023-05-17,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,275,286,185,449
2023-05-17,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,479,467,52,548
2023-05-17,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,476,449,79,520
2023-05-18,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,171,177,80,238
2023-05-18,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,212,210,137,341
2023-05-18,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,431,442,259,694
2023-05-18,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,283,276,180,451
2023-05-18,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,481,475,50,553
2023-05-18,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,464,460,75,528
2023-05-19,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,209,176,82,237
2023-05-19,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,321,298,148,442
2023-05-19,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,553,506,262,762
2023-05-19,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,363,321,185,501
2023-05-19,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,580,546,50,634
2023-05-19,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,532,478,80,566
2023-05-20,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,248,322,68,214
2023-05-20,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,277,358,39,267
2023-05-20,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,433,499,44,432
2023-05-20,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,340,377,50,357
2023-05-20,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,604,674,23,588
2023-05-20,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,436,408,46,412
2023-05-21,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,237,335,36,248
2023-05-21,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,209,295,28,263
2023-05-21,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,222,347,19,292
2023-05-21,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,264,361,25,315
2023-05-21,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,432,501,4,416
2023-05-21,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,252,292,13,272
2023-05-22,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,161,183,79,222
2023-05-22,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,207,213,163,371
2023-05-22,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,422,425,281,698
2023-05-22,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,314,320,205,516
2023-05-22,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,569,567,49,665
2023-05-22,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,522,497,78,573
2023-05-23,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,188,183,78,242
2023-05-23,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,224,214,152,362
2023-05-23,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,470,468,301,758
2023-05-23,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,340,348,181,521
2023-05-23,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,536,520,52,589
2023-05-23,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,524,486,85,562
2023-05-24,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,186,192,79,246
2023-05-24,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,265,272,150,412
2023-05-24,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,496,496,277,745
2023-05-24,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,345,335,193,520
2023-05-24,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,595,569,48,648
2023-05-24,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,502,475,90,559
2023-05-25,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,233,241,90,304
2023-05-25,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,242,248,158,400
2023-05-25,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,513,544,285,777
2023-05-25,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,331,339,174,506
2023-05-25,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,556,525,49,638
2023-05-25,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,567,535,81,610
2023-05-26,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,197,169,82,235
2023-05-26,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,251,234,160,386
2023-05-26,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,562,555,255,678
2023-05-26,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,354,325,172,486
2023-05-26,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,611,580,49,697
2023-05-26,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,597,552,80,615
2023-05-27,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,279,325,59,220
2023-05-27,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,248,273,35,241
2023-05-27,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,395,445,42,393
2023-05-27,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,317,348,30,311
2023-05-27,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,389,422,10,344
2023-05-27,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,255,244,22,237
2023-05-28,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,234,310,41,239
2023-05-28,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,186,263,34,240
2023-05-28,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,210,304,14,259
2023-05-28,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,280,347,23,305
2023-05-28,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,346,404,8,346
2023-05-28,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,214,252,14,236
2023-05-29,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,203,268,52,225
2023-05-29,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,175,220,32,216
2023-05-29,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,178,247,48,250
2023-05-29,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,262,320,47,316
2023-05-29,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,428,484,24,431
2023-05-29,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,399,432,30,440
2023-05-30,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,163,185,78,231
2023-05-30,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,231,234,171,392
2023-05-30,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,470,442,296,722
2023-05-30,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,331,319,197,506
2023-05-30,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,480,449,52,531
2023-05-30,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,565,530,75,599
2023-05-31,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,194,188,92,262
2023-05-31,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,263,260,140,391
2023-05-31,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,485,494,294,766
2023-05-31,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,322,332,187,507
2023-05-31,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,492,455,51,542
2023-05-31,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,482,463,76,532
2023-06-01,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,178,185,84,235
2023-06-01,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,240,250,142,386
2023-06-01,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,524,522,289,793
2023-06-01,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,318,309,202,498
2023-06-01,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,483,471,54,565
2023-06-01,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,536,533,84,608
2023-06-02,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,217,198,80,255
2023-06-02,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,270,245,154,392
2023-06-02,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,551,528,269,781
2023-06-02,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,406,380,195,569
2023-06-02,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,556,534,53,629
2023-06-02,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,485,459,79,535
2023-06-03,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,264,324,63,204
2023-06-03,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,277,346,35,283
2023-06-03,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,413,480,57,421
2023-06-03,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,357,375,56,358
2023-06-03,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,635,665,28,581
2023-06-03,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,508,502,47,501
2023-06-04,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,195,291,42,220
2023-06-04,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,193,255,27,241
2023-06-04,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,236,292,28,232
2023-06-04,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,218,303,16,263
2023-06-04,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,346,413,8,328
2023-06-04,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,233,279,19,275
2023-06-05,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,204,216,71,248
2023-06-05,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,234,223,137,352
2023-06-05,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,522,490,250,725
2023-06-05,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,429,394,170,557
2023-06-05,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,638,579,47,673
2023-06-05,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,553,529,66,589
2023-06-06,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,225,286,56,195
2023-06-06,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,212,249,32,214
2023-06-06,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,268,379,46,336
2023-06-06,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,191,255,34,216
2023-06-06,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,303,384,8,288
2023-06-06,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,205,229,15,208
2023-06-07,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,187,191,83,249
2023-06-07,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,217,231,167,387
2023-06-07,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,519,501,285,774
2023-06-07,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,329,309,188,488
2023-06-07,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,518,527,53,614
2023-06-07,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,587,560,64,615
2023-06-08,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,211,219,86,274
2023-06-08,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,219,221,153,367
2023-06-08,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,470,484,269,732
2023-06-08,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,323,325,181,497
2023-06-08,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,506,476,56,568
2023-06-08,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,511,505,73,565
2023-06-09,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,222,220,82,265
2023-06-09,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,242,219,156,370
2023-06-09,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,560,544,279,810
2023-06-09,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,360,325,190,504
2023-06-09,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,539,509,55,597
2023-06-09,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,520,483,79,549
2023-06-10,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,301,356,70,251
2023-06-10,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,351,400,40,348
2023-06-10,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,474,512,47,442
2023-06-10,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,437,458,48,444
2023-06-10,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,638,680,30,586
2023-06-10,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,511,499,33,500
2023-06-11,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,207,300,39,228
2023-06-11,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,185,252,33,227
2023-06-11,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,232,374,24,329
2023-06-11,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,239,323,15,291
2023-06-11,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,338,439,10,355
2023-06-11,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,251,294,16,289
2023-06-12,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,177,198,80,226
2023-06-12,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,214,221,164,371
2023-06-12,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,506,502,283,772
2023-06-12,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,305,295,198,480
2023-06-12,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,574,555,48,654
2023-06-12,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,559,551,76,604
2023-06-13,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,176,196,89,257
2023-06-13,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,246,261,159,408
2023-06-13,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,582,584,272,839
2023-06-13,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,288,285,192,469
2023-06-13,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,519,471,54,576
2023-06-13,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,498,493,77,558
2023-06-14,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,224,226,72,276
2023-06-14,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,300,299,155,449
2023-06-14,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,677,637,269,890
2023-06-14,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,373,349,202,542
2023-06-14,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,533,491,55,587
2023-06-14,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,477,477,82,555
2023-06-15,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,211,221,86,274
2023-06-15,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,263,255,161,408
2023-06-15,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,569,564,269,822
2023-06-15,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,321,321,193,504
2023-06-15,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,538,501,64,613
2023-06-15,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,468,465,74,529
2023-06-16,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,190,166,92,239
2023-06-16,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,313,298,152,436
2023-06-16,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,586,579,255,820
2023-06-16,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,362,351,175,510
2023-06-16,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,568,493,54,579
2023-06-16,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,518,482,82,560
2023-06-17,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,280,346,59,220
2023-06-17,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,274,332,40,290
2023-06-17,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,577,637,48,554
2023-06-17,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,461,439,42,433
2023-06-17,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,613,677,22,571
2023-06-17,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,440,422,44,416
2023-06-18,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,225,303,37,224
2023-06-18,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,210,300,39,266
2023-06-18,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,178,302,17,257
2023-06-18,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,203,316,14,265
2023-06-18,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,105,462,9,103
2023-06-18,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,285,307,14,306
2023-06-19,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,162,198,88,249
2023-06-19,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,249,246,166,407
2023-06-19,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,522,505,276,759
2023-06-19,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,343,342,184,513
2023-06-19,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,508,536,58,574
2023-06-19,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,514,494,77,566
2023-06-20,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,186,188,84,250
2023-06-20,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,258,263,143,394
2023-06-20,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,523,518,267,769
2023-06-20,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,305,291,180,466
2023-06-20,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,476,489,56,595
2023-06-20,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,483,453,87,534
2023-06-21,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,188,184,82,245
2023-06-21,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,260,264,154,413
2023-06-21,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,609,590,251,830
2023-06-21,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,362,356,179,533
2023-06-21,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,558,522,51,643
2023-06-21,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,474,424,72,491
2023-06-22,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,194,200,77,254
2023-06-22,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,255,254,144,391
2023-06-22,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,543,534,280,811
2023-06-22,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,288,276,179,453
2023-06-22,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,503,488,51,581
2023-06-22,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,468,454,84,531
2023-06-23,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,226,212,83,269
2023-06-23,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,360,320,141,457
2023-06-23,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,651,592,265,848
2023-06-23,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,444,415,187,592
2023-06-23,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,611,576,47,691
2023-06-23,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,503,447,81,523
2023-06-24,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,314,372,71,253
2023-06-24,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,279,390,53,312
2023-06-24,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,488,565,57,513
2023-06-24,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,457,464,36,424
2023-06-24,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,683,709,17,608
2023-06-24,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,461,462,43,451
2023-06-25,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,242,336,40,256
2023-06-25,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,207,271,33,255
2023-06-25,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,253,388,25,343
2023-06-25,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,246,343,22,315
2023-06-25,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,358,445,7,368
2023-06-25,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,260,314,20,309
2023-06-26,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,191,207,83,244
2023-06-26,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,208,206,141,340
2023-06-26,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,465,454,266,714
2023-06-26,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,334,336,187,517
2023-06-26,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,523,507,55,597
2023-06-26,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,486,443,68,506
2023-06-27,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,188,196,93,264
2023-06-27,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,300,301,154,444
2023-06-27,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,568,572,265,817
2023-06-27,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,353,333,193,519
2023-06-27,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,545,490,58,594
2023-06-27,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,452,405,74,481
2023-06-28,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,211,200,75,248
2023-06-28,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,244,242,155,390
2023-06-28,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,606,584,274,843
2023-06-28,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,359,351,189,536
2023-06-28,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,494,484,52,580
2023-06-28,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,461,453,77,530
2023-06-29,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,195,209,74,257
2023-06-29,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,240,234,140,371
2023-06-29,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,585,562,279,833
2023-06-29,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,382,364,161,522
2023-06-29,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,546,483,49,576
2023-06-29,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,458,428,82,508
2023-06-30,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,209,211,82,272
2023-06-30,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,280,259,144,396
2023-06-30,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,653,606,272,867
2023-06-30,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,390,357,191,531
2023-06-30,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,535,500,52,593
2023-06-30,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,544,476,80,558
2023-07-01,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,302,364,52,235
2023-07-01,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,271,312,35,258
2023-07-01,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,475,566,32,473
2023-07-01,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,465,474,50,430
2023-07-01,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,606,637,26,542
2023-07-01,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,490,488,45,486
2023-07-02,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,265,338,34,254
2023-07-02,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,205,289,31,267
2023-07-02,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,183,315,17,258
2023-07-02,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,245,350,22,315
2023-07-02,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,370,483,4,389
2023-07-02,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,277,307,14,299
2023-07-03,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,201,224,75,254
2023-07-03,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,275,282,168,442
2023-07-03,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,656,591,265,820
2023-07-03,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,428,424,208,612
2023-07-03,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,565,520,48,620
2023-07-03,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,562,539,75,608
2023-07-04,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,172,187,82,243
2023-07-04,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,229,229,147,373
2023-07-04,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,521,516,258,763
2023-07-04,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,304,285,200,474
2023-07-04,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,541,521,53,625
2023-07-04,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,458,431,77,503
2023-07-05,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,214,231,88,281
2023-07-05,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,284,281,141,416
2023-07-05,노외주차장,광평천3주차장,구미시 송정동 505,261,월~금,608,586,241,813
2023-07-05,노외주차장,광평천4주차장,구미시 송정동 505,166,월~금,423,403,190,583
2023-07-05,노외주차장,광평천5주차장,구미시 송정동 505,136,월~금,521,508,59,607
2023-07-05,노외주차장,광평천6주차장,구미시 형곡동 226,124,월~금,489,476,80,551
2023-07-06,노외주차장,광평천1주차장,구미시 송정동 505,186,월~금,192,210,78,262
2023-07-06,노외주차장,광평천2주차장,구미시 송정동 505,171,월~금,260,257,154,407
