구분,공영화물주차장 정기주차 이용대수,공영화물주차장 정기주차 일반요금,공영화물주차장 일일주차 이용대수,공영화물주차장 일일주차 일반요금,공영노외주차장 정기주차 이용대수,공영노외주차장 정기주차 일반요금,공영노외주차장 일일주차 이용대수,공영노외주차장 일일주차 일반요금,공영노외주차장 정기주차 감면이용대수,공영노외주차장 정기주차 감면요금
8월,344,"28,895,000",224,"2,725,808",146,"6,740,000","4,047","5,096,850",45,"900,000"
