주차장일련번호,주차장명,주차장전화번호,주차장주소,주차장위도,주차장경도,주차장공간,주차장일반공간,주차장장애인공간,주차장전기차공간,주차장구분,주차장유형,주차장요금제유형,주차장급지,주차장기본시간,주차장기본요금,주차장추가시간,주차장추가요금,주차장최대시간,주차장1일최대요금,주차장유료운영시간,주차장무료운영시간,비고,실시간관제여부,파일명,파일원본명,등록수,등록일시,등록아이피,등록아이디,수정일시,수정아이피,수정아이디,삭제일시,삭제아이피,삭제아이디,폐쇄회로그룹
70,두암3동행정복지센터 주차장,,광주광역시 북구 두암동 249,35.162973,126.9347902,14,12,1,1,일반공영,근린,무료,,0,0,0,0,0,0,,매일 00:00~00:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,,,,,,,두암3동행정복지센터 주차장
71,풍향동행정복지센터 주차장,,광주광역시 북구 풍향동 597-8 ,35.1644829,126.9231088,9,7,1,1,일반공영,근린,무료,,0,0,0,0,0,0,,매일 00:00~00:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,,,,,,,풍향동행정복지센터 주차장
72,문화동행정복지센터 주차장,,광주광역시 북구 각화동 224-12,35.1813999,126.936867,14,12,1,1,일반공영,근린,무료,,0,0,0,0,0,0,,매일 00:00~00:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-12-15,211.253.121.34,b***********,,,,문화동행정복지센터 주차장
73,석곡동행정복지센터 주차장,,광주광역시 북구 망월동 668-3,35.2149593,126.9499621,15,13,1,1,일반공영,근린,무료,,0,0,0,0,0,0,,매일 00:00~00:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,,,,,,,석곡동행정복지센터 주차장
74,삼각동행정복지센터 주차장,,광주광역시 북구 삼각동 791-2,35.1992556,126.8994782,18,15,2,1,일반공영,근린,무료,,0,0,0,0,0,0,,매일 00:00~00:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,,,,,,,삼각동행정복지센터 주차장
75,일곡동행정복지센터 주차장,,광주광역시 북구 일곡동 849-4,35.2061706,126.8973451,9,8,1,0,일반공영,근린,무료,,0,0,0,0,0,0,,매일 00:00~00:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,,,,,,,일곡동행정복지센터 주차장
76,일곡동행정복지센터 주차장,,광주광역시 북구 일곡동 849-5,35.2060228,126.8973426,9,7,1,1,일반공영,근린,무료,,0,0,0,0,0,0,,매일 00:00~00:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,,,,,,,일곡동행정복지센터 주차장
77,매곡동행정복지센터 주차장,,광주광역시 북구 매곡동 80,35.189587,126.892089,7,5,1,1,일반공영,근린,무료,,0,0,0,0,0,0,,매일 00:00~00:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,,,,,,,매곡동행정복지센터 주차장
78,용봉동행정복지센터 주차장,,광주광역시 북구 용봉동 1228-7,35.1804029,126.9011797,21,19,1,1,일반공영,근린,무료,,0,0,0,0,0,0,,매일 00:00~00:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,,,,,,,용봉동행정복지센터 주차장
79,운암1동행정복지센터 주차장,,광주광역시 북구 운암동 841-10,35.1749106,126.8744706,12,10,2,0,일반공영,근린,무료,,0,0,0,0,0,0,,매일 00:00~00:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,,,,,,,운암1동행정복지센터 주차장
80,운암2동행정복지센터 주차장,,광주광역시 북구 운암동 392-1,35.1725319,126.8850413,8,6,1,1,일반공영,근린,무료,,0,0,0,0,0,0,,매일 00:00~00:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-07-08,211.253.121.34,b***********,,,,운암2동행정복지센터 주차장
81,운암3동행정복지센터 주차장,,광주광역시 북구 운암동 1054-10,35.1827763,126.8742692,8,6,1,1,일반공영,근린,무료,,0,0,0,0,0,0,,매일 00:00~00:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,,,,,,,운암3동행정복지센터 주차장
82,동림동행정복지센터 주차장,,광주광역시 북구 동림동 1156-3,35.1869913,126.8667456,7,5,1,1,일반공영,근린,무료,,0,0,0,0,0,0,,매일 00:00~00:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,,,,,,,동림동행정복지센터 주차장
83,건국동행정복지센터 주차장,,광주광역시 북구 본촌동 378-1,35.2228511,126.8815443,21,18,2,1,일반공영,근린,무료,,0,0,0,0,0,0,,매일 00:00~00:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,,,,,,,건국동행정복지센터 주차장
84,양산동행정복지센터 주차장,,광주광역시 북구 양산동 1019,35.2091727,126.8796613,15,13,1,1,일반공영,근린,무료,,0,0,0,0,0,0,,매일 00:00~00:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,,,,,,,양산동행정복지센터 주차장
85,거주자우선주차구역,,광주광역시 북구 중흥동 일대,0,0,0,0,0,0,테스트,임시,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,,,,,,,거주자우선주차구역
86,건국초등학교,,광주광역시 북구 신용동 742,35.2104931,126.8658282,26,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 18:00~익일 07:30,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-17,211.253.121.34,b***********,,,,
87,광주경신중학교,,광주광역시 북구 용봉동 718-1,35.1753175,126.8915437,60,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 18:00~익일 07:30,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-17,211.253.121.34,b***********,,,,
88,광주학생독립운동기념역사관,,광주광역시 북구 누문동 144,35.1532555,126.9072396,50,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 19:00~익일 07:00 / 주말,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-20,211.253.121.34,b***********,,,,
89,삼흥푸드,,광주광역시 북구 동림동 922-24,35.1777292,126.8540495,20,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 19:00~익일 07:00 / 주말,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
90,동림푸른마을3단지아파트,,광주광역시 북구 동림동 1147-1,35.1890905,126.8652334,50,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 09:00~18:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
91,무등파크맨션3차,,광주광역시 북구 두암동 117,35.1710694,126.9385552,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 09:00~17:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
92,주말씀교회,,광주광역시 북구 두암동 323,35.1664403,126.9308527,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 00:00~00:00 / 예배일(수요일 일요일) 및 교회 행사 시 개방 제한,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
93,두암동성당,,광주광역시 북구 두암동 873-12,35.1700846,126.9296446,20,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 00:00~00:00 / 성당 행사 시 개방 제한,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-17,211.253.121.34,b***********,,,,
94,대화아파트,,광주광역시 북구 매곡동 214-1,35.1920683,126.8928975,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,매일 10:00~17:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
95,부림아파트,,광주광역시 북구 매곡동 57,35.1894715,126.8913394,20,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 09:00~18:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
96,광주성암교회,,광주광역시 북구 매곡동 82-6,35.1898648,126.8920961,21,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 09:00~24:00 / 토요일 09:00~18:00 / 일요일 17:00~24:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
97,속편한내과의원,,광주광역시 북구 매곡동 214-14,35.1901432,126.8941848,25,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 19:00~익일 07:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
98,열린교회,,광주광역시 북구 매곡동 45-16,35.188139,126.8922773,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 00:00~00:00 / 토요일 08:00~14:00 / 예배일(수요일 일요일) 및 교회 행사 시 개방 제한,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
99,호반맨션1차,,광주광역시 북구 매곡동 214-12,35.1905256,126.8942316,24,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 토요일 09:00~17:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
100,문흥상록아파트,,광주광역시 북구 문흥동 1011-5,35.1828561,126.9224116,50,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 09:00~17:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,2025-08-28,211.***.***.***,b***********,
101,삼각혁신타운,,광주광역시 북구 삼각동 171,35.1982872,126.9031697,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 08:00~18:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
102,주원교회,,광주광역시 북구 삼각동 815-3,35.2000637,126.9027749,20,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 10:00~17:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
103,호반맨션아파트,,광주광역시 북구 삼각동 755-22,35.1932073,126.8993526,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 09:00~17:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-08-03,211.253.121.34,b***********,,,,
104,서림초등학교,,광주광역시 북구 임동 8-2,35.1627303,126.8994213,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 19:00~익일 07:30 / 주말,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-20,211.253.121.34,b***********,,,,
105,유진약품,,광주광역시 북구 신안동 256-10,35.1665882,126.8981489,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 19:30~익일 07:00 / 주말,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
106,중도다이아빌,,광주광역시 북구 신안동 491-1,35.1686349,126.8974745,20,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 토요일 09:00~17:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
107,새은혜교회,,광주광역시 북구 연제동 36,35.1986633,126.8699724,31,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 08:00~18:00 / 예배일(수요일 주말) 및 교회 행사 시 개방 제한,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
108,소망교회,,광주광역시 북구 양산동 209-165,35.2117546,126.8764868,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 00:00~00:00 / 예배일(수요일 주말) 및 교회 행사 시 개방 제한,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
109,예수사랑교회,,광주광역시 북구 연제동 478-184,35.2047547,126.8702377,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 00:00~00:00 / 토요일 06:00~18:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
110,호반아파트,,광주광역시 북구 양산동 288-15,35.2042811,126.8714953,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 09:00~17:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
111,늘기쁜교회,,광주광역시 북구 오치동 956-4,35.1875895,126.9070086,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 00:00~00:00(수요일 금요일 00:00~18:00) / 토요일 18:00~일요일 20:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
112,새날교회,,광주광역시 북구 오치동 975-30,35.1856252,126.9044797,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 00:00~00:00 / 예배일(수요일 주말) 및 교회 행사 시 개방 제한,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
113,광주동암교회,,광주광역시 북구 운암동 865,35.1752052,126.8739534,15,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 22:00~익일 17:00 / 토요일 08:00~17:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
114,광주동양교회,,광주광역시 북구 운암동 117,35.1761822,126.8894115,20,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 08:00~익일 08:00(수요일 08:00~14:00) / 토요일 08:00~12:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
115,블루시안1차,,광주광역시 북구 운암동 782-3,35.1733919,126.8717352,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 08:00~18:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
116,광주성도교회,,광주광역시 북구 운암동 415-4,35.1715853,126.8861623,43,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 18:00~익일 11:00(수요일 개방 제한) / 토요일 18:00~익일 07:00 / 일요일 21:00~익일 11:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
117,운암교회,,광주광역시 북구 운암동 305-1,35.1796813,126.8758059,36,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 09:00~17:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
118,유명회관,,광주광역시 북구 북동 261-1,35.1552308,126.9096554,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,매일 22:00~익일 07:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-17,211.253.121.34,b***********,,,,
119,광주새순교회,,광주광역시 북구 일곡동 46-25,35.2165062,126.8974096,40,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 00:00~00:00 / 토요일 08:00~18:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
120,일곡대림1차아파트,,광주광역시 북구 일곡동 848-2,35.2035787,126.8954619,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 09:00~18:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
121,일곡청솔1차아파트,,광주광역시 북구 일곡동 849-2,35.2070617,126.8966815,30,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 10:00~18:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
122,일곡청솔4차아파트,,광주광역시 북구 일곡동 819-3,35.206954,126.9000373,14,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 토요일 09:00~17:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
123,일곡현대2차아파트,,광주광역시 북구 일곡동 848-1,35.2046017,126.8952391,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 09:00~18:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
124,광림장로교회,,광주광역시 북구 임동 193-8,35.164097,126.9005896,20,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 09:00~17:00,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
125,광주한빛교회,,광주광역시 북구 중흥동 703-4,35.1625888,126.9088927,40,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 10:00~17:00 / 예배일(수요일 주말) 및 교회 행사 시 개방 제한,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
126,동우아스트로아파트,,광주광역시 북구 중흥동 822,35.1718126,126.9163787,10,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 08:30~18:30,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-21,211.253.121.34,b***********,,,,
127,한국폴리텍대학 광주캠퍼스,,광주광역시 북구 운암동 250-17,35.1829436,126.8789383,50,0,0,0,공동주택등,근린,무료,,0,0,0,0,0,0,,평일 19:00~익일 08:00 / 주말,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-06-09,192.***.***.***,j*******,2022-06-20,211.253.121.34,b***********,,,,
128,광주역,,광주광역시 북구 중흥동 611-2,35.1668459,126.9085484,95,75,20,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
129,한국철도공사 광주지사,,광주광역시 북구 중흥동 611-8,35.1652118,126.9094856,23,19,4,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
130,슈나 헤어,,광주광역시 북구 중흥동 641-37,35.1630957,126.9165402,2,2,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
131,위생기타일할인매장,,광주광역시 북구 중흥동 642-12,35.1628026,126.9156175,2,2,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
132,위생기타일할인매장,,광주광역시 북구 중흥동 642-13,35.1628591,126.9162851,2,2,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
133,창고,,광주광역시 북구 중흥동 642-18,35.1628805,126.9161401,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
134,쓰리에스 파마,,광주광역시 북구 중흥동 643-15,35.1616229,126.9159334,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
