지형지물부호,관리번호,행정읍면동,법정읍면동,도엽번호,관리기관,도로구간번호,설치일자,주차장위치구분,주차요금구분,요금,주차면수,장애자주차면수,전체면적,운영시간(개장시간),운영시간(폐장시간),주차방향,데이터기준일자
AE230,107,4717014300,4717011800,368072065D,MNG001,82,2017-01-01,PST001,CHR002,,3,0,0,8:00,20:00,PKN001,2023-08-31
AE230,5019,4717012200,4717012200,368072063D,MNG001,7136,2017-01-01,PST001,CHR001,무료,3,0,46.25,0:00,0:00,PKN001,2023-08-31
AE230,39,4717014400,4717010200,368072067C,MNG001,66026,2017-01-01,PST001,CHR002,30분당500원,1,0,11.68,8:00,20:00,PKN003,2023-08-31
AE230,33,4717014400,4717010200,368072066D,MNG001,66020,2017-01-01,PST001,CHR002,30분당500원,2,0,22.28,8:00,20:00,PKN003,2023-08-31
AE230,66,4717014400,4717011200,368072077B,MNG001,77056,2017-01-01,PST001,CHR002,30분당500원,2,0,16.49,8:00,20:00,PKN003,2023-08-31
AE230,8026,4717055500,4717013000,368081666D,MNG001,8021,2010-01-01,PST002,CHR001,무료,11,0,109.37,0:00,0:00,PKN003,2023-08-31
AE230,78,4717014400,4717011200,368072067D,MNG001,67087,2017-01-01,PST001,CHR001,,13,0,113.37,,,PKN003,2023-08-31
AE230,142,4717014400,4717011600,368072066C,MNG001,60,2017-01-01,PST001,CHR002,,1,0,0,8:00,20:00,PKN001,2023-08-31
AE230,60,4717014400,4717010300,368072067C,MNG001,67117,2017-01-01,PST001,CHR001,,13,0,163.03,,,PKN003,2023-08-31
AE230,43,4717014400,4717011500,368072077A,MNG001,77027,2017-01-01,PST001,CHR002,30분당500원,3,0,32.37,8:00,20:00,PKN003,2023-08-31
AE230,36,4717014400,4717010200,368072066D,MNG001,66023,2017-01-01,PST001,CHR002,30분당500원,3,0,35.94,8:00,20:00,PKN003,2023-08-31
AE230,208,4717011000,4717011000,368081681D,MNG001,865,2017-01-01,PST001,CHR001,,2,0,21.44,,,PKN001,2023-08-31
AE230,100007,4717014300,4717012500,368072065B,MNG001,140259,2010-01-01,PST002,CHR001,무료,1,0,13.45,0:00,0:00,PKN003,2023-08-31
AE230,30,4717014300,4717012000,368072065C,MNG001,65021,2017-01-01,PST001,CHR002,30분당500원,1,0,11.95,8:00,20:00,PKN003,2023-08-31
AE230,61,4717014400,4717011300,368072077A,MNG001,77030,2017-01-01,PST001,CHR002,30분당500원,1,0,10.66,8:00,20:00,PKN003,2023-08-31
AE230,124,4717014400,4717011600,368072066C,MNG001,281,2017-01-01,PST001,CHR002,,2,0,0,,,PKN001,2023-08-31
AE230,92,4717014400,4717010800,368072068C,MNG001,68058,2017-01-01,PST001,CHR001,,6,3,125.8,,,PKN002,2023-08-31
AE230,5017,4717012700,4717012700,368072063B,MNG001,6559,2017-01-01,PST001,CHR001,무료,1,0,9.72,0:00,0:00,PKN001,2023-08-31
AE230,89,4717014400,4717011100,368072068C,MNG001,68014,2017-01-01,PST001,CHR001,,4,0,39.09,,,PKN003,2023-08-31
AE230,226,4717011000,4717011000,368081691B,MNG001,990,2017-01-01,PST001,CHR001,,8,0,70.82,,,PKN001,2023-08-31
AE230,209,4717011000,4717011000,368081681D,MNG001,865,2017-01-01,PST001,CHR001,,1,0,9.46,,,PKN001,2023-08-31
AE230,253,4717014500,4717014000,368072506A,MNG001,2000,2017-01-01,PST001,CHR001,,12,0,222.59,,,PKN001,2023-08-31
AE230,102,4717014300,4717011800,368072066C,MNG001,144,2017-01-01,PST001,CHR002,,4,0,0,,,PKN001,2023-08-31
AE230,105,4717014400,4717012400,368072066D,MNG001,298,2017-01-01,PST001,CHR001,,2,0,0,,,PKN001,2023-08-31
AE230,8025,4717055500,4717013000,368081666D,MNG001,8021,2010-01-01,PST002,CHR001,무료,11,0,110.73,0:00,0:00,PKN003,2023-08-31
AE230,127,4717014400,4717011600,368072066D,MNG001,281,2017-01-01,PST001,CHR002,,4,0,0,8:00,20:00,PKN001,2023-08-31
AE230,3,4717012800,4717012800,368072044A,MNG001,44042,2017-01-01,PST001,CHR001,,2,0,23.79,,,PKN003,2023-08-31
AE230,5000,4717012200,4717012200,368072083B,MNG001,6141,2017-01-01,PST001,CHR001,무료,10,0,114.9,0:00,0:00,PKN001,2023-08-31
AE230,98,4717014400,4717010900,368072079B,MNG001,79036,2017-01-01,PST001,CHR001,,3,0,31.83,,,PKN003,2023-08-31
AE230,8019,4717055500,4717013000,368081666D,MNG001,8021,2010-01-01,PST002,CHR001,무료,11,0,107.96,0:00,0:00,PKN003,2023-08-31
AE230,8032,4717055500,4717013000,368081667A,MNG001,8045,2010-01-01,PST002,CHR001,무료,18,0,208.74,0:00,0:00,PKN003,2023-08-31
AE230,100010,4717014300,4717012500,368072066A,MNG001,140259,2010-01-01,PST002,CHR001,무료,4,0,46.47,0:00,0:00,PKN003,2023-08-31
AE230,228,4717011000,4717011000,368081692A,MNG001,993,2017-01-01,PST001,CHR001,,12,0,109.23,,,PKN001,2023-08-31
AE230,225,4717011000,4717011000,368081691B,MNG001,990,2017-01-01,PST001,CHR001,,4,0,37.11,,,PKN001,2023-08-31
AE230,100013,4717011000,4717013700,368081698C,MNG001,140362,1990-01-01,PST002,CHR001,무료,14,0,206.6,0:00,0:00,PKN003,2023-08-31
AE230,140,4717014400,4717011400,368072076A,MNG001,58,2017-01-01,PST001,CHR002,,11,0,0,8:00,20:00,PKN002,2023-08-31
AE230,100001,4717014600,4717013600,368071959D,MNG001,140200,1990-01-01,PST002,CHR001,무료,26,0,336.15,0:00,0:00,PKN003,2023-08-31
AE230,253,4717014500,4717014000,368072506A,MNG001,2000,2017-01-01,PST001,CHR001,,12,0,147.04,,,PKN001,2023-08-31
AE230,5023,4717012200,4717012200,368072083A,MNG001,6144,2017-01-01,PST001,CHR001,무료,11,0,226.36,0:00,0:00,PKN001,2023-08-31
AE230,5024,4717012200,4717012200,368072083A,MNG001,6142,2017-01-01,PST001,CHR001,무료,5,0,54.52,0:00,0:00,PKN001,2023-08-31
AE230,71,4717014400,4717011200,368072077B,MNG001,67053,2017-01-01,PST001,CHR002,30분당500원,2,0,27.23,8:00,20:00,PKN003,2023-08-31
AE230,38,4717014400,4717010200,368072066D,MNG001,66026,2017-01-01,PST001,CHR002,30분당500원,6,0,67.4,8:00,20:00,PKN003,2023-08-31
AE230,5011,4717012200,4717012200,368072063A,MNG001,6802,2017-01-01,PST001,CHR001,무료,7,0,62.57,0:00,0:00,PKN001,2023-08-31
AE230,214,4717011000,4717011000,368081681D,MNG001,943,2017-01-01,PST001,CHR001,,2,0,24.23,,,PKN001,2023-08-31
AE230,8029,4717055500,4717013000,368081666D,MNG001,8021,2010-01-01,PST002,CHR001,무료,4,0,41.61,0:00,0:00,PKN003,2023-08-31
AE230,76,4717014400,4717011200,368072077B,MNG001,67053,2017-01-01,PST001,CHR002,30분당500원,1,0,13.1,8:00,20:00,PKN003,2023-08-31
AE230,5003,4717012700,4717012900,368072053D,MNG001,6443,2017-01-01,PST001,CHR001,무료,6,0,64.08,0:00,0:00,PKN002,2023-08-31
AE230,100004,4717014300,4717012500,368072065B,MNG001,140247,2010-01-01,PST002,CHR001,무료,8,0,134.24,0:00,0:00,PKN003,2023-08-31
AE230,119,4717014300,4717011700,368072065D,MNG001,69,2017-01-01,PST001,CHR002,,1,0,0,,,PKN001,2023-08-31
AE230,136,4717014300,4717011700,368072075B,MNG001,76,2017-01-01,PST001,CHR000,,2,0,0,,,PKN001,2023-08-31
AE230,5015,4717012700,4717012900,368072053C,MNG001,5783,2017-01-01,PST001,CHR001,무료,7,0,76.31,0:00,0:00,PKN001,2023-08-31
AE230,245,4717014500,4717014000,368072505B,MNG001,1994,2017-01-01,PST001,CHR001,,16,0,197.08,,,PKN001,2023-08-31
AE230,5030,4717012200,4717012200,368072074A,MNG001,5550,2017-01-01,PST001,CHR001,무료,4,0,18.23,0:00,0:00,PKN001,2023-08-31
AE230,100002,4717014300,4717012500,368072065B,MNG001,140247,2010-01-01,PST002,CHR001,무료,1,0,13.26,0:00,0:00,PKN003,2023-08-31
AE230,112,4717014300,4717011700,368072075B,MNG001,76,2017-01-01,PST001,CHR002,,2,1,0,,,PKN001,2023-08-31
AE230,139,4717014400,4717011600,368072076B,MNG001,301,2017-01-01,PST001,CHR002,,12,0,0,,,PKN001,2023-08-31
AE230,5033,4717012200,4717012200,368072074A,MNG001,5374,2017-01-01,PST001,CHR001,무료,4,0,34.6,0:00,0:00,PKN001,2023-08-31
AE230,103,4717014400,4717012400,368072066C,MNG001,298,2017-01-01,PST001,CHR001,,1,0,0,,,PKN001,2023-08-31
AE230,5031,4717012200,4717012200,368072074A,MNG001,5550,2017-01-01,PST001,CHR001,무료,2,0,23.79,0:00,0:00,PKN001,2023-08-31
AE230,5032,4717014300,4717012100,368072074C,MNG001,5376,2017-01-01,PST001,CHR001,무료,5,0,58.07,0:00,0:00,PKN001,2023-08-31
AE230,85,4717014400,4717011100,368072078A,MNG001,78029,2017-01-01,PST001,CHR002,30분당500원,1,0,12.02,8:00,20:00,PKN003,2023-08-31
AE230,29,4717014300,4717012000,368072065C,MNG001,65021,2017-01-01,PST001,CHR002,30분당500원,2,0,20.65,8:00,20:00,PKN003,2023-08-31
AE230,45,4717014400,4717010100,368072067C,MNG001,67066,2017-01-01,PST001,CHR001,,2,0,20.57,,,PKN003,2023-08-31
AE230,138,4717014300,4717011700,368072075B,MNG001,78,2017-01-01,PST001,CHR000,,1,0,0,,,PKN001,2023-08-31
AE230,23,4717014300,4717012600,368072065A,MNG001,65038,2017-01-01,PST001,CHR001,,11,0,126.13,,,PKN003,2023-08-31
AE230,231,4717014300,4717011900,368072085B,MNG001,1564,2017-01-01,PST001,CHR001,,26,0,251.17,,,PKN001,2023-08-31
AE230,5028,4717012200,4717012200,368072074A,MNG001,5383,2017-01-01,PST001,CHR001,무료,7,0,91.98,0:00,0:00,PKN001,2023-08-31
AE230,7,4717012700,4717012700,368072064B,MNG001,64113,2017-01-01,PST001,CHR001,,1,0,10.32,,,PKN003,2023-08-31
AE230,120,4717014300,4717011700,368072075B,MNG001,80,2017-01-01,PST001,CHR002,,7,0,0,8:00,20:00,PKN001,2023-08-31
AE230,248,4717014500,4717014000,368072505B,MNG001,1997,2017-01-01,PST001,CHR001,,4,0,58.06,,,PKN001,2023-08-31
AE230,251,4717014500,4717014000,368072505B,MNG001,1995,2017-01-01,PST001,CHR001,,7,0,91.29,,,PKN001,2023-08-31
AE230,64,4717014400,4717011300,368072077B,MNG001,77036,2017-01-01,PST001,CHR002,30분당500원,1,1,10.02,8:00,20:00,PKN003,2023-08-31
AE230,100006,4717014300,4717012500,368072065B,MNG001,140250,2010-01-01,PST002,CHR001,무료,3,0,39.07,0:00,0:00,PKN003,2023-08-31
AE230,49,4717014400,4717010100,368072067C,MNG001,67032,2017-01-01,PST001,CHR002,30분당500원,1,0,9.34,7:00,20:00,PKN003,2023-08-31
AE230,244,4717014500,4717014000,368072505B,MNG001,1994,2017-01-01,PST001,CHR001,,16,0,201.12,,,PKN001,2023-08-31
AE230,100005,4717014300,4717012500,368072065B,MNG001,140247,2010-01-01,PST002,CHR001,무료,7,0,77.11,0:00,0:00,PKN003,2023-08-31
AE230,247,4717014500,4717014000,368072505B,MNG001,1997,2017-01-01,PST001,CHR001,,5,0,62.02,,,PKN001,2023-08-31
AE230,70,4717014400,4717011200,368072077B,MNG001,77056,2017-01-01,PST001,CHR002,30분당500원,5,0,53.28,8:00,20:00,PKN003,2023-08-31
AE230,35,4717014400,4717010200,368072066D,MNG001,66023,2017-01-01,PST001,CHR002,30분당500원,7,0,81.99,8:00,20:00,PKN003,2023-08-31
AE230,2,4717012800,4717012800,368072054C,MNG001,54058,2017-01-01,PST001,CHR001,,3,0,26.25,,,PKN003,2023-08-31
AE230,235,4717014500,4717014000,368072096C,MNG001,1982,2017-01-01,PST001,CHR001,,17,0,211.93,,,PKN001,2023-08-31
AE230,88,4717014400,4717011100,368072078A,MNG001,78029,2017-01-01,PST001,CHR002,30분당500원,1,0,11.81,8:00,20:00,PKN003,2023-08-31
AE230,8010,4717055500,4717013000,368081666A,MNG001,8023,2010-01-01,PST002,CHR001,무료,10,0,420.44,0:00,0:00,PKN003,2023-08-31
AE230,8030,4717055500,4717013000,368081666A,MNG001,8023,2010-01-01,PST002,CHR001,무료,10,0,98.94,0:00,0:00,PKN003,2023-08-31
AE230,95,4717014400,4717010900,368072079A,MNG001,79024,2017-01-01,PST001,CHR001,,9,0,284.85,,,PKN001,2023-08-31
AE230,94,4717014400,4717010900,368072078B,MNG001,78017,2017-01-01,PST001,CHR001,,8,0,86.95,,,PKN003,2023-08-31
AE230,203,4717011000,4717011000,368081682C,MNG001,514,2017-01-01,PST001,CHR001,,2,0,22.3,,,PKN001,2023-08-31
AE230,8001,4717055500,4717013000,368081655D,MNG001,8005,2010-01-01,PST002,CHR001,무료,2,2,22.18,0:00,0:00,PKN003,2023-08-31
AE230,218,4717011000,4717011000,368072089B,MNG001,1446,2017-01-01,PST001,CHR001,,7,0,82.21,,,PKN002,2023-08-31
