주차장관리번호,"주차혼잡상태",총주차구획수,총잔여주차구획수,주차예약가능단위구획수
44923-29299-00670-00-1,,231,0,
45006-19299-00670-00-1,,179,0,
45001-19299-00670-00-1,,131,0,
44623-29299-00671-00-1,,248,0,
44713-29299-00670-00-1,,155,0,
44686-29299-00670-00-1,,98,0,
44601-19299-00669-00-1,,145,0,
44701-29299-00669-00-1,,211,0,
44703-19299-00669-00-1,,105,0,
44052-29299-00669-00-1,,83,0,
44019-29299-00669-00-1,,73,0,
44026-19299-00669-00-1,,100,0,
44659-29299-02673-00-1,,0,0,
44659-29299-02674-00-1,,0,0,
44659-29299-02675-00-1,,0,0,
44659-29299-02676-00-1,,0,0,
44707-29299-00017-00-1,,447,0,
44638-29299-00017-00-1,,123,0,
44241-19299-00017-00-1,,126,0,
44660-29299-00049-00-1,,519,0,
44702-29299-00017-00-1,,530,0,
44660-29299-00050-00-1,,333,0,
44660-29299-00051-00-1,,1316,0,
44719-19299-00017-00-1,,103,0,
44923-29299-00017-00-1,,231,0,
45006-19299-00017-00-1,,179,0,
45001-19299-00017-00-1,,131,0,
44623-29299-00018-00-1,,248,0,
44713-29299-00017-00-1,,155,0,
44686-29299-00017-00-1,,98,0,
44601-19299-00017-00-1,,145,0,
44701-29299-00017-00-1,,211,0,
44703-19299-00017-00-1,,105,0,
44052-29299-00017-00-1,,83,0,
44019-29299-00017-00-1,,73,0,
44026-19299-00017-00-1,,156,0,
44659-29299-00065-00-1,,775,0,
44659-29299-00066-00-1,,388,0,
44659-29299-00067-00-1,,77,0,
44659-29299-00068-00-1,,257,0,
44707-29299-00018-00-1,,447,0,
44638-29299-00018-00-1,,123,0,
44241-19299-00018-00-1,,126,0,
44660-29299-00052-00-1,,519,0,
44702-29299-00018-00-1,,530,0,
44660-29299-00053-00-1,,333,0,
44660-29299-00054-00-1,,1316,0,
44719-19299-00018-00-1,,103,0,
44923-29299-00018-00-1,,231,0,
45006-19299-00018-00-1,,179,0,
45001-19299-00018-00-1,,131,0,
44623-29299-00019-00-1,,248,0,
44713-29299-00018-00-1,,155,0,
44686-29299-00018-00-1,,98,0,
44601-19299-00018-00-1,,145,0,
44701-29299-00018-00-1,,211,0,
44703-19299-00018-00-1,,105,0,
44052-29299-00018-00-1,,83,0,
44019-29299-00018-00-1,,73,0,
44026-19299-00018-00-1,,156,0,
44659-29299-00069-00-1,,775,0,
44659-29299-00070-00-1,,388,0,
44659-29299-00071-00-1,,77,0,
44659-29299-00072-00-1,,257,0,
44707-29299-00019-00-1,,447,0,
44638-29299-00019-00-1,,123,0,
44241-19299-00019-00-1,,126,0,
44660-29299-00055-00-1,,519,0,
44702-29299-00019-00-1,,530,0,
44660-29299-00056-00-1,,333,0,
44660-29299-00057-00-1,,1316,0,
44719-19299-00019-00-1,,103,0,
44923-29299-00019-00-1,,231,0,
45006-19299-00019-00-1,,179,0,
45001-19299-00019-00-1,,131,0,
44623-29299-00020-00-1,,248,0,
44713-29299-00019-00-1,,155,0,
44686-29299-00019-00-1,,98,0,
44601-19299-00019-00-1,,145,0,
44701-29299-00019-00-1,,211,0,
44703-19299-00019-00-1,,105,0,
44052-29299-00019-00-1,,83,0,
44019-29299-00019-00-1,,73,0,
44026-19299-00019-00-1,,156,0,
44659-29299-00073-00-1,,775,0,
44659-29299-00074-00-1,,388,0,
44659-29299-00075-00-1,,77,0,
44659-29299-00076-00-1,,257,0,
44707-29299-00020-00-1,,447,0,
44638-29299-00020-00-1,,123,0,
44241-19299-00020-00-1,,126,0,
44660-29299-00058-00-1,,519,0,
44702-29299-00020-00-1,,530,0,
44660-29299-00059-00-1,,333,0,
44660-29299-00060-00-1,,1316,0,
44719-19299-00020-00-1,,103,0,
44923-29299-00020-00-1,,231,0,
45006-19299-00020-00-1,,179,0,
45001-19299-00020-00-1,,131,0,
44623-29299-00021-00-1,,248,0,
44713-29299-00020-00-1,,155,0,
44686-29299-00020-00-1,,98,0,
44601-19299-00020-00-1,,145,0,
44701-29299-00020-00-1,,211,0,
44703-19299-00020-00-1,,105,0,
44052-29299-00020-00-1,,83,0,
44019-29299-00020-00-1,,73,0,
44026-19299-00020-00-1,,156,0,
44659-29299-00077-00-1,,775,0,
44659-29299-00078-00-1,,388,0,
44659-29299-00079-00-1,,77,0,
44659-29299-00080-00-1,,257,0,
44707-29299-00671-00-1,,447,0,
44638-29299-00671-00-1,,125,0,
44241-19299-00671-00-1,,126,0,
44660-29299-02011-00-1,,600,0,
44702-29299-00671-00-1,,532,0,
44660-29299-02012-00-1,,2000,0,
44660-29299-02013-00-1,,0,0,
44719-19299-00671-00-1,,90,0,
44923-29299-00671-00-1,,231,0,
45006-19299-00671-00-1,,179,0,
45001-19299-00671-00-1,,131,0,
44623-29299-00672-00-1,,248,0,
44713-29299-00671-00-1,,155,0,
44686-29299-00671-00-1,,98,0,
44601-19299-00670-00-1,,145,0,
44701-29299-00670-00-1,,211,0,
44703-19299-00670-00-1,,105,0,
44052-29299-00670-00-1,,83,0,
44019-29299-00670-00-1,,73,0,
44026-19299-00670-00-1,,100,0,
44659-29299-02677-00-1,,0,0,
44659-29299-02678-00-1,,0,0,
44659-29299-02679-00-1,,0,0,
44659-29299-02680-00-1,,0,0,
44707-29299-00021-00-1,,447,0,
44638-29299-00021-00-1,,123,0,
44241-19299-00021-00-1,,126,0,
44660-29299-00061-00-1,,519,0,
44702-29299-00021-00-1,,530,0,
44660-29299-00062-00-1,,333,0,
44660-29299-00063-00-1,,1316,0,
44719-19299-00021-00-1,,103,0,
44923-29299-00021-00-1,,231,0,
45006-19299-00021-00-1,,179,0,
45001-19299-00021-00-1,,131,0,
44623-29299-00022-00-1,,248,0,
44713-29299-00021-00-1,,155,0,
44686-29299-00021-00-1,,98,0,
44601-19299-00021-00-1,,145,0,
44701-29299-00021-00-1,,211,0,
44703-19299-00021-00-1,,105,0,
44052-29299-00021-00-1,,83,0,
44019-29299-00021-00-1,,73,0,
44026-19299-00021-00-1,,156,0,
44659-29299-00081-00-1,,775,0,
44659-29299-00082-00-1,,388,0,
44659-29299-00083-00-1,,77,0,
44659-29299-00084-00-1,,257,0,
44707-29299-00022-00-1,,447,0,
44638-29299-00022-00-1,,123,0,
44241-19299-00022-00-1,,126,0,
44660-29299-00064-00-1,,519,0,
44702-29299-00022-00-1,,530,0,
44660-29299-00065-00-1,,333,0,
44660-29299-00066-00-1,,1316,0,
44719-19299-00022-00-1,,103,0,
44923-29299-00022-00-1,,231,0,
45006-19299-00022-00-1,,179,0,
45001-19299-00022-00-1,,131,0,
44623-29299-00023-00-1,,248,0,
44713-29299-00022-00-1,,155,0,
44686-29299-00022-00-1,,98,0,
44601-19299-00022-00-1,,145,0,
44701-29299-00022-00-1,,211,0,
44703-19299-00022-00-1,,105,0,
44052-29299-00022-00-1,,83,0,
44019-29299-00022-00-1,,73,0,
44026-19299-00022-00-1,,156,0,
44659-29299-00085-00-1,,775,0,
44659-29299-00086-00-1,,388,0,
44659-29299-00087-00-1,,77,0,
44659-29299-00088-00-1,,257,0,
44707-29299-00023-00-1,,447,0,
44638-29299-00023-00-1,,123,0,
44241-19299-00023-00-1,,126,0,
44660-29299-00067-00-1,,519,0,
44702-29299-00023-00-1,,530,0,
44660-29299-00068-00-1,,333,0,
44660-29299-00069-00-1,,1316,0,
44719-19299-00023-00-1,,103,0,
44923-29299-00023-00-1,,231,0,
45006-19299-00023-00-1,,179,0,
45001-19299-00023-00-1,,131,0,
44623-29299-00024-00-1,,248,0,
44713-29299-00023-00-1,,155,0,
44686-29299-00023-00-1,,98,0,
44601-19299-00023-00-1,,145,0,
44701-29299-00023-00-1,,211,0,
44703-19299-00023-00-1,,105,0,
44052-29299-00023-00-1,,83,0,
44019-29299-00023-00-1,,73,0,
44026-19299-00023-00-1,,156,0,
44659-29299-00089-00-1,,775,0,
44659-29299-00090-00-1,,388,0,
44659-29299-00091-00-1,,77,0,
44659-29299-00092-00-1,,257,0,
44707-29299-00024-00-1,,447,0,
44638-29299-00024-00-1,,123,0,
44241-19299-00024-00-1,,126,0,
44660-29299-00070-00-1,,519,0,
44702-29299-00024-00-1,,530,0,
44660-29299-00071-00-1,,333,0,
44660-29299-00072-00-1,,1316,0,
44719-19299-00024-00-1,,103,0,
44923-29299-00024-00-1,,231,0,
45006-19299-00024-00-1,,179,0,
45001-19299-00024-00-1,,131,0,
44623-29299-00025-00-1,,248,0,
44713-29299-00024-00-1,,155,0,
44686-29299-00024-00-1,,98,0,
44601-19299-00024-00-1,,145,0,
44701-29299-00024-00-1,,211,0,
44703-19299-00024-00-1,,105,0,
44052-29299-00024-00-1,,83,0,
44019-29299-00024-00-1,,73,0,
44026-19299-00024-00-1,,156,0,
44659-29299-00093-00-1,,775,0,
44659-29299-00094-00-1,,388,0,
44659-29299-00095-00-1,,77,0,
44659-29299-00096-00-1,,257,0,
44707-29299-00025-00-1,,447,0,
44638-29299-00025-00-1,,123,0,
44241-19299-00025-00-1,,126,0,
44660-29299-00073-00-1,,519,0,
44702-29299-00025-00-1,,530,0,
44660-29299-00074-00-1,,333,0,
44660-29299-00075-00-1,,1316,0,
44719-19299-00025-00-1,,103,0,
44923-29299-00025-00-1,,231,0,
45006-19299-00025-00-1,,179,0,
45001-19299-00025-00-1,,131,0,
44623-29299-00026-00-1,,248,0,
44713-29299-00025-00-1,,155,0,
44686-29299-00025-00-1,,98,0,
44601-19299-00025-00-1,,145,0,
44701-29299-00025-00-1,,211,0,
44703-19299-00025-00-1,,105,0,
44052-29299-00025-00-1,,83,0,
44019-29299-00025-00-1,,73,0,
44026-19299-00025-00-1,,156,0,
44659-29299-00097-00-1,,775,0,
44659-29299-00098-00-1,,388,0,
44659-29299-00099-00-1,,77,0,
44659-29299-00100-00-1,,257,0,
44707-29299-00026-00-1,,447,0,
44638-29299-00026-00-1,,123,0,
44241-19299-00026-00-1,,126,0,
44660-29299-00076-00-1,,519,0,
44702-29299-00026-00-1,,530,0,
44660-29299-00077-00-1,,333,0,
44660-29299-00078-00-1,,1316,0,
44719-19299-00026-00-1,,103,0,
44923-29299-00026-00-1,,231,0,
45006-19299-00026-00-1,,179,0,
45001-19299-00026-00-1,,131,0,
44623-29299-00027-00-1,,248,0,
44713-29299-00026-00-1,,155,0,
44686-29299-00026-00-1,,98,0,
44601-19299-00026-00-1,,145,0,
44701-29299-00026-00-1,,211,0,
44703-19299-00026-00-1,,105,0,
44052-29299-00026-00-1,,83,0,
44019-29299-00026-00-1,,73,0,
44026-19299-00026-00-1,,156,0,
44659-29299-00101-00-1,,775,0,
44659-29299-00102-00-1,,388,0,
44659-29299-00103-00-1,,77,0,
44659-29299-00104-00-1,,257,0,
44707-29299-00672-00-1,,447,0,
44638-29299-00672-00-1,,125,0,
44241-19299-00672-00-1,,126,0,
44660-29299-02014-00-1,,600,0,
44702-29299-00672-00-1,,532,0,
44660-29299-02015-00-1,,2000,0,
44660-29299-02016-00-1,,0,0,
44719-19299-00672-00-1,,90,0,
44923-29299-00672-00-1,,231,0,
45006-19299-00672-00-1,,179,0,
45001-19299-00672-00-1,,131,0,
44623-29299-00673-00-1,,248,0,
44713-29299-00672-00-1,,155,0,
44686-29299-00672-00-1,,98,0,
44601-19299-00671-00-1,,145,0,
44701-29299-00671-00-1,,211,0,
44703-19299-00671-00-1,,105,0,
44052-29299-00671-00-1,,83,0,
44019-29299-00671-00-1,,73,0,
44026-19299-00671-00-1,,100,0,
44659-29299-02681-00-1,,0,0,
44659-29299-02682-00-1,,0,0,
44659-29299-02683-00-1,,0,0,
44659-29299-02684-00-1,,0,0,
44707-29299-00027-00-1,,447,0,
44638-29299-00027-00-1,,123,0,
44241-19299-00027-00-1,,126,0,
44660-29299-00079-00-1,,519,0,
44702-29299-00027-00-1,,530,0,
44660-29299-00080-00-1,,333,0,
44660-29299-00081-00-1,,1316,0,
44719-19299-00027-00-1,,103,0,
44923-29299-00027-00-1,,231,0,
45006-19299-00027-00-1,,179,0,
45001-19299-00027-00-1,,131,0,
44623-29299-00028-00-1,,248,0,
44713-29299-00027-00-1,,155,0,
44686-29299-00027-00-1,,98,0,
44601-19299-00027-00-1,,145,0,
44701-29299-00027-00-1,,211,0,
44703-19299-00027-00-1,,105,0,
44052-29299-00027-00-1,,83,0,
44019-29299-00027-00-1,,73,0,
44026-19299-00027-00-1,,156,0,
44659-29299-00105-00-1,,775,0,
44659-29299-00106-00-1,,388,0,
44659-29299-00107-00-1,,77,0,
44659-29299-00108-00-1,,257,0,
44707-29299-00028-00-1,,447,0,
44638-29299-00028-00-1,,123,0,
44241-19299-00028-00-1,,126,0,
44660-29299-00082-00-1,,519,0,
44702-29299-00028-00-1,,530,0,
44660-29299-00083-00-1,,333,0,
44660-29299-00084-00-1,,1316,0,
44719-19299-00028-00-1,,103,0,
44923-29299-00028-00-1,,231,0,
45006-19299-00028-00-1,,179,0,
45001-19299-00028-00-1,,131,0,
44623-29299-00029-00-1,,248,0,
44713-29299-00028-00-1,,155,0,
44686-29299-00028-00-1,,98,0,
44601-19299-00028-00-1,,145,0,
44701-29299-00028-00-1,,211,0,
44703-19299-00028-00-1,,105,0,
44052-29299-00028-00-1,,83,0,
44019-29299-00028-00-1,,73,0,
44026-19299-00028-00-1,,156,0,
44659-29299-00109-00-1,,775,0,
44659-29299-00110-00-1,,388,0,
44659-29299-00111-00-1,,77,0,
44659-29299-00112-00-1,,257,0,
44707-29299-00029-00-1,,447,0,
44638-29299-00029-00-1,,123,0,
44241-19299-00029-00-1,,126,0,
44660-29299-00085-00-1,,519,0,
44702-29299-00029-00-1,,530,0,
44660-29299-00086-00-1,,333,0,
44660-29299-00087-00-1,,1316,0,
44719-19299-00029-00-1,,103,0,
44923-29299-00029-00-1,,231,0,
45006-19299-00029-00-1,,179,0,
45001-19299-00029-00-1,,131,0,
44623-29299-00030-00-1,,248,0,
44713-29299-00029-00-1,,155,0,
44686-29299-00029-00-1,,98,0,
44601-19299-00029-00-1,,145,0,
44701-29299-00029-00-1,,211,0,
44703-19299-00029-00-1,,105,0,
44052-29299-00029-00-1,,83,0,
44019-29299-00029-00-1,,73,0,
44026-19299-00029-00-1,,156,0,
44659-29299-00113-00-1,,775,0,
44659-29299-00114-00-1,,388,0,
44659-29299-00115-00-1,,77,0,
44659-29299-00116-00-1,,257,0,
44707-29299-00030-00-1,,447,0,
44638-29299-00030-00-1,,123,0,
44241-19299-00030-00-1,,126,0,
44660-29299-00088-00-1,,519,0,
44702-29299-00030-00-1,,530,0,
44660-29299-00089-00-1,,333,0,
44660-29299-00090-00-1,,1316,0,
44719-19299-00030-00-1,,103,0,
44923-29299-00030-00-1,,231,0,
45006-19299-00030-00-1,,179,0,
45001-19299-00030-00-1,,131,0,
44623-29299-00031-00-1,,248,0,
44713-29299-00030-00-1,,155,0,
44686-29299-00030-00-1,,98,0,
44601-19299-00030-00-1,,145,0,
44701-29299-00030-00-1,,211,0,
44703-19299-00030-00-1,,105,0,
44052-29299-00030-00-1,,83,0,
44019-29299-00030-00-1,,73,0,
44026-19299-00030-00-1,,156,0,
44659-29299-00117-00-1,,775,0,
44659-29299-00118-00-1,,388,0,
44659-29299-00119-00-1,,77,0,
44659-29299-00120-00-1,,257,0,
44707-29299-00031-00-1,,447,0,
44638-29299-00031-00-1,,123,0,
44241-19299-00031-00-1,,126,0,
44660-29299-00091-00-1,,519,0,
44702-29299-00031-00-1,,530,0,
44660-29299-00092-00-1,,333,0,
44660-29299-00093-00-1,,1316,0,
44719-19299-00031-00-1,,103,0,
44923-29299-00031-00-1,,231,0,
45006-19299-00031-00-1,,179,0,
45001-19299-00031-00-1,,131,0,
44623-29299-00032-00-1,,248,0,
44713-29299-00031-00-1,,155,0,
44686-29299-00031-00-1,,98,0,
44601-19299-00031-00-1,,145,0,
44701-29299-00031-00-1,,211,0,
44703-19299-00031-00-1,,105,0,
44052-29299-00031-00-1,,83,0,
44019-29299-00031-00-1,,73,0,
44026-19299-00031-00-1,,156,0,
44659-29299-00121-00-1,,775,0,
44659-29299-00122-00-1,,388,0,
44659-29299-00123-00-1,,77,0,
44659-29299-00124-00-1,,257,0,
44707-29299-00032-00-1,,447,0,
44638-29299-00032-00-1,,123,0,
44241-19299-00032-00-1,,126,0,
44660-29299-00094-00-1,,519,0,
44702-29299-00032-00-1,,530,0,
44660-29299-00095-00-1,,333,0,
44660-29299-00096-00-1,,1316,0,
44719-19299-00032-00-1,,103,0,
44923-29299-00032-00-1,,231,0,
45006-19299-00032-00-1,,179,0,
45001-19299-00032-00-1,,131,0,
44623-29299-00033-00-1,,248,0,
44713-29299-00032-00-1,,155,0,
44686-29299-00032-00-1,,98,0,
44601-19299-00032-00-1,,145,0,
44701-29299-00032-00-1,,211,0,
44703-19299-00032-00-1,,105,0,
44052-29299-00032-00-1,,83,0,
44019-29299-00032-00-1,,73,0,
44026-19299-00032-00-1,,156,0,
44659-29299-00125-00-1,,775,0,
44659-29299-00126-00-1,,388,0,
44659-29299-00127-00-1,,77,0,
44659-29299-00128-00-1,,257,0,
44707-29299-00673-00-1,,447,0,
44638-29299-00673-00-1,,125,0,
44241-19299-00673-00-1,,126,0,
44660-29299-02017-00-1,,600,0,
44702-29299-00673-00-1,,532,0,
44660-29299-02018-00-1,,2000,0,
44660-29299-02019-00-1,,0,0,
44719-19299-00673-00-1,,90,0,
44923-29299-00673-00-1,,231,0,
45006-19299-00673-00-1,,179,0,
45001-19299-00673-00-1,,131,0,
44623-29299-00674-00-1,,248,0,
44713-29299-00673-00-1,,155,0,
44686-29299-00673-00-1,,98,0,
44601-19299-00672-00-1,,145,0,
44701-29299-00672-00-1,,211,0,
44703-19299-00672-00-1,,105,0,
44707-29299-00033-00-1,,447,0,
44638-29299-00033-00-1,,123,0,
44241-19299-00033-00-1,,126,0,
44660-29299-00097-00-1,,519,0,
44702-29299-00033-00-1,,530,0,
44660-29299-00098-00-1,,333,0,
44660-29299-00099-00-1,,1316,0,
44719-19299-00033-00-1,,103,0,
44923-29299-00033-00-1,,231,0,
45006-19299-00033-00-1,,179,0,
45001-19299-00033-00-1,,131,0,
44623-29299-00034-00-1,,248,0,
44713-29299-00033-00-1,,155,0,
44686-29299-00033-00-1,,98,0,
44601-19299-00033-00-1,,145,0,
44701-29299-00033-00-1,,211,0,
44703-19299-00033-00-1,,105,0,
44052-29299-00033-00-1,,83,0,
44019-29299-00033-00-1,,73,0,
44026-19299-00033-00-1,,156,0,
44659-29299-00129-00-1,,775,0,
44659-29299-00130-00-1,,388,0,
44659-29299-00131-00-1,,77,0,
44052-29299-00672-00-1,,83,0,
44019-29299-00672-00-1,,73,0,
44026-19299-00672-00-1,,100,0,
44659-29299-02685-00-1,,0,0,
44659-29299-00132-00-1,,257,0,
44659-29299-02686-00-1,,0,0,
44659-29299-02687-00-1,,0,0,
44659-29299-02688-00-1,,0,0,
44707-29299-00034-00-1,,447,0,
44638-29299-00034-00-1,,123,0,
44241-19299-00034-00-1,,126,0,
44660-29299-00100-00-1,,519,0,
44702-29299-00034-00-1,,530,0,
44660-29299-00101-00-1,,333,0,
44660-29299-00102-00-1,,1316,0,
44719-19299-00034-00-1,,103,0,
44923-29299-00034-00-1,,231,0,
45006-19299-00034-00-1,,179,0,
45001-19299-00034-00-1,,131,0,
44623-29299-00035-00-1,,248,0,
44713-29299-00034-00-1,,155,0,
44686-29299-00034-00-1,,98,0,
44601-19299-00034-00-1,,145,0,
44701-29299-00034-00-1,,211,0,
44703-19299-00034-00-1,,105,0,
44052-29299-00034-00-1,,83,0,
44019-29299-00034-00-1,,73,0,
44026-19299-00034-00-1,,156,0,
44659-29299-00133-00-1,,775,0,
44659-29299-00134-00-1,,388,0,
44659-29299-00135-00-1,,77,0,
44659-29299-00136-00-1,,257,0,
44707-29299-00035-00-1,,447,0,
44638-29299-00035-00-1,,123,0,
44241-19299-00035-00-1,,126,0,
44660-29299-00103-00-1,,519,0,
44702-29299-00035-00-1,,530,0,
44660-29299-00104-00-1,,333,0,
44660-29299-00105-00-1,,1316,0,
44719-19299-00035-00-1,,103,0,
44923-29299-00035-00-1,,231,0,
45006-19299-00035-00-1,,179,0,
45001-19299-00035-00-1,,131,0,
44623-29299-00036-00-1,,248,0,
44713-29299-00035-00-1,,155,0,
44686-29299-00035-00-1,,98,0,
44601-19299-00035-00-1,,145,0,
44701-29299-00035-00-1,,211,0,
44703-19299-00035-00-1,,105,0,
44052-29299-00035-00-1,,83,0,
44019-29299-00035-00-1,,73,0,
44026-19299-00035-00-1,,156,0,
44659-29299-00137-00-1,,775,0,
44659-29299-00138-00-1,,388,0,
44659-29299-00139-00-1,,77,0,
44659-29299-00140-00-1,,257,0,
44707-29299-00036-00-1,,447,0,
44638-29299-00036-00-1,,123,0,
44241-19299-00036-00-1,,126,0,
44660-29299-00106-00-1,,519,0,
44702-29299-00036-00-1,,530,0,
44660-29299-00107-00-1,,333,0,
44660-29299-00108-00-1,,1316,0,
44719-19299-00036-00-1,,103,0,
44923-29299-00036-00-1,,231,0,
45006-19299-00036-00-1,,179,0,
45001-19299-00036-00-1,,131,0,
44623-29299-00037-00-1,,248,0,
44713-29299-00036-00-1,,155,0,
44686-29299-00036-00-1,,98,0,
44601-19299-00036-00-1,,145,0,
44701-29299-00036-00-1,,211,0,
44703-19299-00036-00-1,,105,0,
44052-29299-00036-00-1,,83,0,
44019-29299-00036-00-1,,73,0,
44026-19299-00036-00-1,,156,0,
44659-29299-00141-00-1,,775,0,
44659-29299-00142-00-1,,388,0,
44659-29299-00143-00-1,,77,0,
44659-29299-00144-00-1,,257,0,
44707-29299-00037-00-1,,447,0,
44638-29299-00037-00-1,,123,0,
44241-19299-00037-00-1,,126,0,
44660-29299-00109-00-1,,519,0,
44702-29299-00037-00-1,,530,0,
44660-29299-00110-00-1,,333,0,
44660-29299-00111-00-1,,1316,0,
44719-19299-00037-00-1,,103,0,
44923-29299-00037-00-1,,231,0,
45006-19299-00037-00-1,,179,0,
45001-19299-00037-00-1,,131,0,
44623-29299-00038-00-1,,248,0,
44713-29299-00037-00-1,,155,0,
44686-29299-00037-00-1,,98,0,
44601-19299-00037-00-1,,145,0,
44701-29299-00037-00-1,,211,0,
44703-19299-00037-00-1,,105,0,
44052-29299-00037-00-1,,83,0,
44019-29299-00037-00-1,,73,0,
44026-19299-00037-00-1,,156,0,
44659-29299-00145-00-1,,775,0,
44659-29299-00146-00-1,,388,0,
44659-29299-00147-00-1,,77,0,
44659-29299-00148-00-1,,257,0,
44707-29299-00038-00-1,,447,0,
44638-29299-00038-00-1,,123,0,
44241-19299-00038-00-1,,126,0,
44660-29299-00112-00-1,,519,0,
44702-29299-00038-00-1,,530,0,
44660-29299-00113-00-1,,333,0,
44660-29299-00114-00-1,,1316,0,
44719-19299-00038-00-1,,103,0,
44923-29299-00038-00-1,,231,0,
45006-19299-00038-00-1,,179,0,
45001-19299-00038-00-1,,131,0,
44623-29299-00039-00-1,,248,0,
44713-29299-00038-00-1,,155,0,
44686-29299-00038-00-1,,98,0,
44601-19299-00038-00-1,,145,0,
44701-29299-00038-00-1,,211,0,
44703-19299-00038-00-1,,105,0,
44052-29299-00038-00-1,,83,0,
44019-29299-00038-00-1,,73,0,
44026-19299-00038-00-1,,156,0,
44659-29299-00149-00-1,,775,0,
44659-29299-00150-00-1,,388,0,
44659-29299-00151-00-1,,77,0,
44659-29299-00152-00-1,,257,0,
44707-29299-00674-00-1,,447,0,
44638-29299-00674-00-1,,125,0,
44241-19299-00674-00-1,,126,0,
44660-29299-02020-00-1,,600,0,
44702-29299-00674-00-1,,532,0,
44660-29299-02021-00-1,,2000,0,
44660-29299-02022-00-1,,0,0,
44719-19299-00674-00-1,,90,0,
44923-29299-00674-00-1,,231,0,
45006-19299-00674-00-1,,179,0,
45001-19299-00674-00-1,,131,0,
44623-29299-00675-00-1,,248,0,
44713-29299-00674-00-1,,155,0,
44686-29299-00674-00-1,,98,0,
44601-19299-00673-00-1,,145,0,
44701-29299-00673-00-1,,211,0,
44703-19299-00673-00-1,,105,0,
44052-29299-00673-00-1,,83,0,
44019-29299-00673-00-1,,73,0,
44026-19299-00673-00-1,,100,0,
44659-29299-02689-00-1,,0,0,
44659-29299-02690-00-1,,0,0,
44659-29299-02691-00-1,,0,0,
44659-29299-02692-00-1,,0,0,
44707-29299-00039-00-1,,447,0,
44638-29299-00039-00-1,,123,0,
44241-19299-00039-00-1,,126,0,
44660-29299-00115-00-1,,519,0,
44702-29299-00039-00-1,,530,0,
44660-29299-00116-00-1,,333,0,
44660-29299-00117-00-1,,1316,0,
44719-19299-00039-00-1,,103,0,
44923-29299-00039-00-1,,231,0,
45006-19299-00039-00-1,,179,0,
45001-19299-00039-00-1,,131,0,
44623-29299-00040-00-1,,248,0,
44713-29299-00039-00-1,,155,0,
44686-29299-00039-00-1,,98,0,
44601-19299-00039-00-1,,145,0,
44701-29299-00039-00-1,,211,0,
44703-19299-00039-00-1,,105,0,
44052-29299-00039-00-1,,83,0,
44019-29299-00039-00-1,,73,0,
44026-19299-00039-00-1,,156,0,
44659-29299-00153-00-1,,775,0,
44659-29299-00154-00-1,,388,0,
44659-29299-00155-00-1,,77,0,
44659-29299-00156-00-1,,257,0,
44707-29299-00040-00-1,,447,0,
44638-29299-00040-00-1,,123,0,
44241-19299-00040-00-1,,126,0,
44660-29299-00118-00-1,,519,0,
44702-29299-00040-00-1,,530,0,
44660-29299-00119-00-1,,333,0,
44660-29299-00120-00-1,,1316,0,
44719-19299-00040-00-1,,103,0,
44923-29299-00040-00-1,,231,0,
45006-19299-00040-00-1,,179,0,
45001-19299-00040-00-1,,131,0,
44623-29299-00041-00-1,,248,0,
44713-29299-00040-00-1,,155,0,
44686-29299-00040-00-1,,98,0,
44601-19299-00040-00-1,,145,0,
44701-29299-00040-00-1,,211,0,
44703-19299-00040-00-1,,105,0,
44052-29299-00040-00-1,,83,0,
44019-29299-00040-00-1,,73,0,
44026-19299-00040-00-1,,156,0,
44659-29299-00157-00-1,,775,0,
44659-29299-00158-00-1,,388,0,
44659-29299-00159-00-1,,77,0,
44659-29299-00160-00-1,,257,0,
44707-29299-00041-00-1,,447,0,
44638-29299-00041-00-1,,123,0,
44241-19299-00041-00-1,,126,0,
44660-29299-00121-00-1,,519,0,
44702-29299-00041-00-1,,530,0,
44660-29299-00122-00-1,,333,0,
44660-29299-00123-00-1,,1316,0,
44719-19299-00041-00-1,,103,0,
44923-29299-00041-00-1,,231,0,
45006-19299-00041-00-1,,179,0,
45001-19299-00041-00-1,,131,0,
44623-29299-00042-00-1,,248,0,
44713-29299-00041-00-1,,155,0,
44686-29299-00041-00-1,,98,0,
44601-19299-00041-00-1,,145,0,
44701-29299-00041-00-1,,211,0,
44703-19299-00041-00-1,,105,0,
44052-29299-00041-00-1,,83,0,
44019-29299-00041-00-1,,73,0,
44026-19299-00041-00-1,,156,0,
44659-29299-00161-00-1,,775,0,
44659-29299-00162-00-1,,388,0,
44659-29299-00163-00-1,,77,0,
44659-29299-00164-00-1,,257,0,
44707-29299-00042-00-1,,447,0,
44638-29299-00042-00-1,,123,0,
44241-19299-00042-00-1,,126,0,
44660-29299-00124-00-1,,519,0,
44702-29299-00042-00-1,,530,0,
44660-29299-00125-00-1,,333,0,
44660-29299-00126-00-1,,1316,0,
44719-19299-00042-00-1,,103,0,
44923-29299-00042-00-1,,231,0,
45006-19299-00042-00-1,,179,0,
45001-19299-00042-00-1,,131,0,
44623-29299-00043-00-1,,248,0,
44713-29299-00042-00-1,,155,0,
44686-29299-00042-00-1,,98,0,
44601-19299-00042-00-1,,145,0,
44701-29299-00042-00-1,,211,0,
44703-19299-00042-00-1,,105,0,
44052-29299-00042-00-1,,83,0,
44019-29299-00042-00-1,,73,0,
44026-19299-00042-00-1,,156,0,
