건물명,도로명주소,지번주소,종류,대수,최종검사일자,검사결과,관리인배치여부,기타
와이위드미,서울특별시 광진구 능동로39길 5 (중곡동 648-19),서울특별시 광진구 중곡동 648-19,평면왕복식,16,2019-09-07,적,무,
와이즈메디타워,경상남도 양산시 동면 석산리 1452-1,경상남도 양산시 동면 석산리 1452-1,승강기식,20,2020-04-09,적,있음,
와이즈플레이스,서울특별시 금천구 시흥대로 236 (시흥동),서울특별시 금천구 시흥동 882-61,평면왕복식,48,2019-07-24,적,있음,
와이즈플레이스,서울특별시 금천구 시흥대로 236 (시흥동),서울특별시 금천구 시흥동 882-61,평면왕복식,50,2019-07-24,적,있음,
와이타운,서울특별시 은평구 통일로 855-8 (갈현동),서울특별시 은평구 갈현동 396-12,승강기식,44,2021-01-07,적,있음,
와이플러스빌딩,서울특별시 강남구 압구정로8길 26 (신사동),서울특별시 강남구 신사동 533-3,승강기식,16,2020-07-21,적,무,
와플타운,경상남도 김해시 번화1로76번길 24 (대청동 71-7),경상남도 김해시 대청동 71-7,다층순환식,16,2016-04-26,적,무,
완진빌딩,서울특별시 중랑구 면목로55길 25 (면목동),서울특별시 중랑구 면목동 566-4,다층순환식,4,2019-10-01,적,무,
왈도강서캠퍼스,서울특별시 강서구 양천로 660 (염창동 265-3),서울특별시 강서구 염창동 265-3,승강기식,36,2019-11-25,적,있음,
왕가,서울특별시 서초구 서래로5길 33 (반포동 107-65),서울특별시 서초구 반포동 107-65,다층순환식,10,2020-08-20,적,무,
왕림빌딩,서울특별시 성북구 개운사길 15 (안암동5가),서울특별시 성북구 안암동5가 101-16,다층순환식,10,2020-07-15,적,무,
왕생빌딩,울산광역시 남구 삼산중로 71 (달동),울산광역시 남구 달동 1367-3,2단식,10,2020-10-08,적,무,
왕십리모노퍼스,서울특별시 성동구 청계천로 474 (하왕십리동 286-2),서울특별시 성동구 하왕십리동 286-2,평면왕복식,66,2020-10-26,적,있음,
왕인빌딩,서울특별시 서대문구 신촌로 19 (창천동 503-12),서울특별시 서대문구 신촌동 503-12,2단식,2,2019-03-07,적,무,
왕자빌딩,부산광역시 북구 시랑로94번길 63 (구포동),부산광역시 북구 구포동 1258-1,2단식,2,2019-11-04,적,무,
왕자아파트상가,서울특별시 양천구 목동중앙남로 38 (목동),서울특별시 양천구 목동 736-3,다층순환식,14,2019-09-27,적,무,
외도메디컬빌당,제주특별자치도 제주시 우평로 338,제주특별자치도 제주시 외도일동 644-3외 1필지,승강기식,30,2019-09-10,적,있음,
외산빌딩,전라북도 군산시 죽성로 9-6 (장미동),전라북도 군산시 장미동 2-58,수직순환식,38,2012-06-15,적,무,
요경빌딩,서울특별시 강남구 논현로 406,서울특별시 강남구 역삼동 734-3,다층순환식,23,2021-07-27,적,있음,
요셉빌딩,서울특별시 서초구 서초중앙로24길 11 (서초동),서울특별시 서초구 서초동 1695-13,다층순환식,8,2020-10-27,적,무,
요아킴빌딩,대구광역시 수성구 달구벌대로 2393 (범어동),대구광역시 수성구 범어동 42-9,2단식,24,2020-06-03,적,있음,
요양병원,서울특별시 동대문구 천호대로 259-1 (답십리동),서울특별시 동대문구 답십리동 497-66,수직순환식,16,2020-07-08,적,무,
요진타워,경기도 용인시 수지구 풍덕천로 135 (풍덕천동),경기도 용인시 수지구 풍덕천동 713-6,2단식,5,2019-10-28,적,무,
요진타워,경기도 용인시 수지구 풍덕천로 135 (풍덕천동),경기도 용인시 수지구 풍덕천동 713-6,다층순환식,11,2019-10-28,적,무,
요진타워,경기도 고양시 덕양구 화신로260번길 57 (화정동),경기도 고양시 덕양구 화정동 973,다층순환식,30,2019-08-30,적,있음,
요진타워,강원도 원주시 시청로 21 (무실동),강원도 원주시 무실동 1721-9,평면왕복식,40,2021-01-15,적,있음,
요한빌딩,서울특별시 강남구 압구정로 314 (신사동),서울특별시 강남구 신사동 639,수직순환식,8,2021-08-02,적,무,
요한서울교회,서울특별시 광진구 자양동 628-24 외 1필지,서울특별시 광진구 자양동 628-24 외 1필지,다층순환식,20,2019-11-13,적,있음,
요현빌딩,서울특별시 강남구 선릉로 667 (논현동),서울특별시 강남구 논현동 242-29,승강기식,26,2020-02-05,적,있음,
욜로3,부산광역시 중구 초량상로5번길 14-7 (영주동 62-5),부산광역시 중구 영주동 62-5,다단식,11,2020-06-24,적,무,
용구빌딩,서울특별시 금천구 시흥대로 368 (독산동 1031),서울특별시 금천구 독산동 1031,승강기식,34,2020-10-13,적,있음,
용담새마을금고,제주특별자치도 제주시 용담로 128 (용담일동),제주특별자치도 제주시 용담동 231-9,다단식,5,2021-04-22,적,무,
용담새마을금고,제주특별자치도 제주시 용담로 128 (용담일동),제주특별자치도 제주시 용담동 231-9,다단식,5,2021-04-22,적,무,
용담새마을금고,제주특별자치도 제주시 용담로 128 (용담일동),제주특별자치도 제주시 용담동 231-9,다단식,5,2021-04-22,적,무,
용답동빌딩,서울특별시 성동구 자동차시장3길 39 (용답동 230-11) ,서울특별시 성동구 용답동 230-11,승강기식,20,2020-11-26,적,있음,
용답동힐데스하임,서울특별시 성동구 천호대로 416 (용답동 233-1),서울특별시 성동구 용답동 233-1,평면왕복식,50,2020-02-08,적,있음,
용덕빌딩,서울특별시 강남구 논현로 707 (논현동),서울특별시 강남구 논현동 37-19,평면왕복식,10,2020-12-15,적,무,
용두빌딩,대전광역시 중구 중앙로 11 (용두동),대전광역시 중구 용두동 14-9,2단식,6,2014-10-30,적,무,
용두청소년독서실,서울특별시 동대문구 한빛로 62 (용두동),서울특별시 동대문구 용두동 231-4,수직순환식,8,2020-06-13,적,무,
용마그린빌,경상남도 함안군 함안산단로 71-11 (군북면 2014-7),경상남도 함안군 군북면 월촌리 2014-7,승강기식,22,2020-05-29,적,있음,
용마루아파트,인천광역시 미추홀구 인주대로94번길 2,인천광역시 미추홀구 용현동 475-1,승강기식,32,2020-05-15,적,있음,
용마빌딩,경기도 성남시 중원구 희망로326번길 3-12 (상대원동),경기도 성남시 중원구 상대원동 2985-2,2단식,4,2020-01-22,적,무,
용마빌딩,서울특별시 노원구 공릉로43길 11 (공릉동),서울특별시 노원구 공릉동 408-138,다층순환식,9,2020-02-12,적,무,
용마산타워,서울특별시 중랑구 용마산로 194 (면목동),서울특별시 중랑구 면목동 1342-8,수직순환식,8,2019-11-04,적,무,
용마산타워 C동,서울특별시 중랑구 면목로94길 11 (상봉동 102-45),서울특별시 중랑구 상봉동 102-45 외 3필지,수직순환식,12,2018-09-01,적,무,
용마산타워B동,서울특별시 중랑구 면목로94길 11 (상봉동 102-42),서울특별시 중랑구 상봉동 102-42 외2필지,수직순환식,12,2018-09-01,적,무,
용문동 행복복지센터,대전광역시 서구 계룡로 626-1 (용문동 589-7),대전광역시 서구 용문동 589-7,승강기식,19,2021-06-08,적,무,
용문빌딩,서울특별시 용산구 효창원로 111 (용문동),서울특별시 용산구 용문동 6-9,다단식,5,2020-08-28,적,무,
용문빌딩,대전광역시 유성구 유성대로 782 (장대동),대전광역시 유성구 장대동 352-2,다단식,8,2020-02-12,적,무,
용문빌딩,서울특별시 종로구 율곡로 154 (원남동),서울특별시 종로구 원남동 150-2,다층순환식,22,2020-04-29,적,있음,
용문아파트,부산광역시 서구 구덕로 275-3 (서대신동1가),부산광역시 서구 서대신동1가 40,다층순환식,35,2021-03-04,적,있음,
용민스윗타워,강원도 홍천군 홍천읍 희망리 329-1,강원도 홍천군 홍천읍 희망리 329-1,승강기식,16,2021-07-21,적,무,
용봉빌딩,광주광역시 북구 우치로 80 (용봉동),광주광역시 북구 용봉동 161-48,승강기식,18,2021-08-02,적,무,
용비빌딩,서울특별시 서초구 바우뫼로 192 (양재동),서울특별시 서초구 양재동 82-4,수평순환식,10,2020-04-10,적,무,
용빈빌딩,충청남도 천안시 서북구 미라8길 17 (쌍용동),충청남도 천안시 서북구 쌍용동 1097,다단식,8,2021-06-23,적,무,
용빌딩,울산광역시 남구 신복로21번길 7,울산광역시 남구 무거동 849-9,2단식,8,2020-05-12,적,무,
용빌딩,인천광역시 부평구 동수북로 156 (부평동 728-9),인천광역시 부평구 부평동 728-9,다층순환식,12,2020-11-02,적,무,
용빌딩,서울특별시 강남구 테헤란로34길 5 (역삼동),서울특별시 강남구 역삼동 719-8,수직순환식,14,2019-09-02,적,무,
용산다올노블리움,서울특별시 용산구 청파동3가 80-6,서울특별시 용산구 청파동3가 80-6,승강기식,16,2019-12-04,적,있음,
용산다올노블리움,서울특별시 용산구 청파동3가 80-6,서울특별시 용산구 청파동3가 80-6,승강기식,76,2019-12-04,적,있음,
용산루이스타,대구광역시 달서구 장산로 55 (용산동 612-1),대구광역시 달서구 용산동 612-1,승강기식,54,2021-05-14,적,있음,
용산리브오피스텔,서울특별시 용산구 청파로 199 (문배동 10-3),서울특별시 용산구 문배동 10-3,평면왕복식,50,2019-12-26,적,있음,
용산빌딩,경상남도 창원시 마산합포구 수산2길 210 (남성동),경상남도 창원시 마산합포구 남성동 250-3,수직순환식,16,2021-08-19,부,무,
용산전자랜드,서울특별시 용산구 청파로 74 (한강로3가),서울특별시 용산구 한강로3가 16-9,승강기식,50,2020-10-28,적,있음,
용산전자랜드,서울특별시 용산구 청파로 74 (한강로3가),서울특별시 용산구 한강로3가 16-9,승강기식,50,2020-10-28,적,있음,
용산큐브,서울특별시 용산구 백범로90길 12 (문배동),서울특별시 용산구 문배동 24-4 외7필지,평면왕복식,40,2020-01-15,적,있음,
용산큐브,서울특별시 용산구 백범로90길 12 (문배동),서울특별시 용산구 문배동 24-4 외7필지,승강기식,78,2020-01-15,적,있음,
용산파크뷰,서울특별시 용산구 원효로 251 (원효로1가 46-3) 농협원효로지점,서울특별시 용산구 원효로1가 46-3,승강기식,26,2021-05-18,적,있음,
용산파크뷰,서울특별시 용산구 원효로 251 (원효로1가 46-3) 농협원효로지점,서울특별시 용산구 원효로1가 46-3,평면왕복식,27,2021-05-18,적,있음,
용산파크뷰2,서울특별시 용산구 원효로3가 130-1,서울특별시 용산구 원효로3가 130-1,승강기식,54,2020-10-28,적,있음,
용산파크자이,서울특별시 용산구 한강대로 205 (한강로1가),서울특별시 용산구 한강로1가 50-1 외16필지,다층순환식,47,2021-04-07,적,있음,
용산파크자이,서울특별시 용산구 한강대로 205 (한강로1가),서울특별시 용산구 한강로1가 50-1 외16필지,다층순환식,47,2021-05-10,적,있음,
용산휴먼타운,서울특별시 용산구 백범로90라길 38 (원효로1가 120-22 외 2필지),서울특별시 용산구 원효로1가 120-22 외2필지,평면왕복식,26,2018-12-06,적,있음,
용석빌딩,경기도 성남시 수정구 수정북로 98 (태평동),경기도 성남시 수정구 태평동 7288-26,다층순환식,8,2020-12-28,적,무,
용선빌딩,서울특별시 마포구 토정로 128 (상수동),서울특별시 마포구 상수동 356-6,다층순환식,12,2021-06-16,적,무,
용성비즈텔,서울특별시 용산구 한강대로 109 (한강로2가),서울특별시 용산구 한강로2가 314-1,평면왕복식,69,2020-06-25,적,있음,
용성비즈텔,서울특별시 용산구 한강대로 109 (한강로2가),서울특별시 용산구 한강로2가 314-1,평면왕복식,69,2020-06-25,적,있음,
용성빌딩,서울특별시 성동구 자동차시장1길 93 (용답동),서울특별시 성동구 용답동 236-9,다단식,6,2020-03-20,적,무,
용성빌딩,경기도 광명시 오리로366번길 3 (소하동),경기도 광명시 소하동 1242-8,수직순환식,7,2020-12-03,적,무,
용성빌딩,광주광역시 북구 첨단연신로107번길 45-19 (신용동) ,광주광역시 북구 신용동 703,수직순환식,8,2021-03-16,적,무,
용성빌딩,서울특별시 관악구 신림로26길 5 (신림동),서울특별시 관악구 서림동 112-48,수직순환식,8,2021-07-13,적,무,
용성빌딩,서울특별시 동작구 사당로 188 (사당동),서울특별시 동작구 사당동 223-1,다층순환식,10,2013-07-12,적,무,
용성빌딩,서울특별시 서대문구 연세로4길 12,서울특별시 서대문구 창천동 29-111,승강기식,26,2021-07-07,적,무,
용성빌딩,서울특별시 강동구 진황도로 190 (둔촌동 75-6),서울특별시 강동구 둔촌동 75-6,평면왕복식,32,2019-05-15,적,있음,
용신빌딩,서울특별시 강북구 도봉로 323 (수유동),서울특별시 강북구 수유동 230-10,승강기식,24,2021-01-19,적,있음,
용신양말,서울특별시 도봉구 도봉로110라길 70-30 (창동),서울특별시 도봉구 창동 630-25,2단식,2,2020-02-03,부,무,
용신코아,경기도 고양시 일산동구 강송로 119 (백석동),경기도 고양시 일산동구 백석동 1224,다층순환식,24,2020-04-21,적,있음,
용신프라자,경기도 고양시 일산서구 일산로 542 (일산동),경기도 고양시 일산서구 일산동 1079-1,다층순환식,13,2019-10-23,적,무,
용암근린상가,충청북도 청주시 상당구 월평로184번길 45 (용암동),충청북도 청주시 상당구 용암동 1628,2단식,6,2021-07-30,부,무,
용암오피스텔,충청북도 청주시 상당구 중흥로 24(용암동),충청북도 청주시 상당구 용암동 1612,승강기식,37,2019-12-13,적,있음,
용연빌딩,서울특별시 서초구 남부순환로350길 8 (양재동),서울특별시 서초구 양재동 12-4,수평순환식,14,2020-11-11,적,무,
용운빌딩,서울특별시 동대문구 왕산로 68 (용두동),서울특별시 동대문구 용두동 119-1,2단식,2,2020-06-12,적,있음,
용운빌딩,서울특별시 동대문구 왕산로 68 (용두동),서울특별시 동대문구 용두동 119-1,2단식,24,2020-06-12,적,있음,
용운선원요양병원,부산광역시 사상구 모라동 599-1외5필지,부산광역시 사상구 모라동 599-1외5필지,다층순환식,14,2021-07-29,부,무,
용운장학재단 익산빌딩,전라북도 익산시 인북로 108 (갈산동),전라북도 익산시 갈산동 200,2단식,32,2020-10-23,적,있음,
용원그랜드쇼핑,경상남도 창원시 진해구 안골로 348 (용원동),경상남도 창원시 진해구 용원동 1211-1,2단식,5,2020-05-04,적,무,
용원빌딩,경상남도 창원시 진해구 용원로7번길 7 (용원동),경상남도 창원시 진해구 용원동 1211-6,2단식,6,2017-04-14,적,무,
용원빌딩,경상남도 창원시 진해구 용원로7번길 7 (용원동),경상남도 창원시 진해구 용원동 1211-6,2단식,8,2017-04-14,적,무,
용원활어회센타,경상남도 창원시 진해구 용원동로 238-8 (용원동 1138-9),경상남도 창원시 진해구 용원동 1138-9,승강기식,18,2020-09-17,적,있음,
용원활어회센타,경상남도 창원시 진해구 용원동로 238-8 (용원동 1138-9),경상남도 창원시 진해구 용원동 1138-9,승강기식,18,2020-09-17,적,있음,
용원회센터,경상남도 창원시 진해구 용원동로 223 (용원동 1055) 용원신항회센타,경상남도 창원시 진해구 용원동 1055,승강기식,18,2016-12-06,적,무,
용은빌딩,경상북도 구미시 송원동로 7 (송정동),경상북도 구미시 송정동 58,승강기식,24,2017-11-28,적,있음,
용인라마다호텔,경기도 용인시 처인구 포곡읍 전대리 356-6 외 7필지,경기도 용인시 처인구 포곡읍 전대리 356-6 외 7필지,평면왕복식,72,2020-07-01,적,있음,
용인빌딩,경기도 용인시 처인구 금령로71번길 6-4 (김량장동),경기도 용인시 처인구 김량장동 254-72,승강기식,40,2020-04-10,적,있음,
용인제일산부인과,경기도 용인시 처인구 중부대로 1347 (김량장동 292-6),경기도 용인시 처인구 김량장동 292-6,수직순환식,8,2019-10-31,적,무,
용인타워,경기도 용인시 처인구 금령로 116 (김량장동),경기도 용인시 처인구 김량장동 60-1,다층순환식,18,2020-06-01,적,있음,
용인타워,경기도 용인시 처인구 금령로 116 (김량장동),경기도 용인시 처인구 김량장동 60-1,다층순환식,26,2020-08-28,적,있음,
용일빌딩,경기도 성남시 수정구 수정로 290 (신흥동),경기도 성남시 수정구 신흥동 923-1,승강기식,14,2020-07-13,적,무,
용전빌딩,대전광역시 동구 계족로 442 (용전동 134-1),대전광역시 동구 용전동 134-1,2단식,10,2003-03-14,적,무,
용전프라자,충청남도 아산시 배방읍 모산로 127,충청남도 아산시 배방읍 공수리 1645,2단식,6,2020-09-07,적,무,
용정빌딩,서울특별시 강남구 강남대로94길 21 (역삼동),서울특별시 강남구 역삼동 818-8,수직순환식,8,2021-03-31,적,무,
용정빌딩,광주광역시 광산구 첨단중앙로106번길 66 (월계동),광주광역시 광산구 월계동 892-3,수직순환식,8,2021-06-14,적,무,
용지빌딩,강원도 강릉시 경강로 2192 (포남동),강원도 강릉시 포남동 1138-7,다층순환식,6,2019-05-16,적,무,
용진마이스터,부산광역시 금정구 식물원로39번길 15 (장전동 613-14),부산광역시 금정구 장전동 613-14,다층순환식,29,2021-03-18,적,있음,
용진빌딩,서울특별시 송파구 양재대로 1160 (오금동),서울특별시 송파구 오금동 1-5,2단식,4,2021-01-08,적,무,
용진빌딩,서울특별시 성북구 종암로21길 3 (종암동),서울특별시 성북구 종암동 70-1 외5필지,다단식,11,2021-02-04,적,무,
용진빌딩,서울특별시 서초구 양재천로19길 48 (양재동),서울특별시 서초구 양재동 109-1,다층순환식,14,2021-05-13,적,무,
용진빌딩,울산광역시 남구 수암로 165 (야음동),울산광역시 남구 야음동 692-6,2단식,15,2020-07-29,적,무,
용진빌딩,인천광역시 남동구 인주대로 617 (구월동),인천광역시 남동구 구월동 1146-9,평면왕복식,84,2020-09-07,적,있음,
용진스타티스,"부산광역시 동래구 금강로 148 (온천동, 용진 스타티스)",부산광역시 동래구 온천동 94-20,다층순환식,38,2020-09-17,적,있음,
용진스타티스,"부산광역시 동래구 금강로 148 (온천동, 용진 스타티스)",부산광역시 동래구 온천동 94-20,승강기식,56,2020-09-17,적,있음,
용진스타티스7차,부산광역시 동래구 온천장로107번길 38-7,부산광역시 동래구 온천동 138-24,승강기식,78,2019-09-19,적,있음,
용진시티텔,부산광역시 금정구 중앙대로1841번길 39 (구서동),부산광역시 금정구 구서동 252-12,다단식,10,2020-08-05,적,무,
용진프라자,대전광역시 유성구 지족로 373 (지족동),대전광역시 유성구 지족동 984-5,2단식,4,2019-10-24,적,있음,
용진프라자,대전광역시 유성구 지족로 373 (지족동),대전광역시 유성구 지족동 984-5,2단식,18,2019-10-24,적,있음,
용천빌딩,경기도 이천시 장호원읍 장감로 85,경기도 이천시 장호원읍 장호원리 40-1,수직순환식,8,2019-11-14,적,무,
용천타워,광주광역시 북구 첨단연신로107번길 15 (신용동),광주광역시 북구 신용동 719,수직순환식,12,2020-03-25,적,무,
용평빌딩,서울특별시 구로구 가마산로 215 (구로동),서울특별시 구로구 구로동 426-142,2단식,5,2021-06-17,적,무,
용해사우나,경상남도 김해시 가야로30번길 7-11 (삼계동),경상남도 김해시 삼계동 1416-4,2단식,4,2019-07-08,적,무,
용헌빌딩,경기도 평택시 관광특구로 41 (서정동),경기도 평택시 서정동 814-4,2단식,16,2019-10-07,적,무,
용헌빌딩,서울특별시 동대문구 천호대로 393 (장안동),서울특별시 동대문구 장안동 415-7,승강기식,44,2019-11-25,적,있음,
용헌회관,서울특별시 강남구 도산대로16길 15 (논현동 10-12),서울특별시 강남구 논현동 10-12,다층순환식,16,2020-01-07,적,무,
용현빌딩,서울특별시 중랑구 겸재로 194 (면목동),서울특별시 중랑구 면목동 105-7,수직순환식,7,2020-07-30,적,무,
용현빌딩,서울특별시 마포구 삼개로 24 (도화동),서울특별시 마포구 도화동 288-5,수직순환식,8,2020-02-04,적,무,
용현빌딩,서울특별시 영등포구 도신로4길 17 (대림동),서울특별시 영등포구 대림동 783-13,다층순환식,8,2021-03-02,적,무,
용현빌딩,경기도 오산시 오산로 247 (오산동 874-5),경기도 오산시 오산동 874-5,수직순환식,24,2019-12-05,적,있음,
용현아이디엠주식회사건물,부산광역시 남구 용소로14번길 11 (대연동 62-24),부산광역시 남구 대연동 62-24,승강기식,24,2021-06-30,적,무,
용호빌딩,인천광역시 연수구 앵고개로254번길 23 (동춘동),인천광역시 연수구 동춘동 934-8,다층순환식,10,2021-05-03,적,무,
용호빌딩,충청남도 천안시 서북구 월봉로 86 (쌍용동),충청남도 천안시 서북구 쌍용동 1492,다단식,12,2021-06-22,부,무,
용호빌딩,경상남도 창원시 의창구 용지로169번길 11-19 (용호동),경상남도 창원시 의창구 용호동 73-20,수평순환식,32,2014-06-24,적,있음,
용호엘리움아파트,부산광역시 남구 동명로146번길 56 (용호동 494-57),부산광역시 남구 용호동 494-57,승강기식,20,2020-06-01,적,있음,
용화빌딩,충청남도 아산시 용화로 86 (용화동),충청남도 아산시 용화동 1652,다층순환식,18,2020-01-17,적,무,
용화빌딩,부산광역시 금정구 중앙대로1841번길 19 (구서동),부산광역시 금정구 구서동 86-2,다층순환식,20,2019-06-26,적,있음,
용흥동 622-4 외 1필지 의료시설,경상북도 포항시 북구 새천년대로 580 (용흥동 622-4),경상북도 포항시 북구 용흥동 622-4,승강기식,36,2020-04-13,적,있음,
우건빌딩,경기도 구리시 장자대로 82 (수택동),경기도 구리시 수택동 874-4,수직순환식,8,2020-04-20,적,무,
우건빌딩,서울특별시 강북구 덕릉로 114 (미아동),서울특별시 강북구 미아동 158-7,수직순환식,8,2020-09-03,적,무,
우경메디프라자,경기도 남양주시 진접읍 장현천로 28,경기도 남양주시 진접읍 장현리 350-1,승강기식,46,2019-10-15,적,있음,
우경빌딩,서울특별시 은평구 연서로27길 25-1 (갈현동),서울특별시 은평구 갈현동 110-12,승강기식,8,2017-12-29,적,무,
우경빌딩,서울특별시 강남구 압구정로 466 (청담동),서울특별시 강남구 청담동 98-13,다층순환식,12,2021-03-10,적,무,
우경빌딩,서울특별시 강서구 강서로56가길 31 (등촌동),서울특별시 강서구 등촌동 678-6,수평순환식,13,2018-03-12,적,무,
우경오피스타운,경기도 시흥시 연성로 100-1 (하상동),경기도 시흥시 하상동 378-2,다층순환식,17,2019-10-11,적,무,
우경프라자,경상남도 창원시 의창구 원이대로261번길 6-30 (봉곡동),경상남도 창원시 의창구 봉곡동 36-6,다층순환식,14,2020-06-16,적,무,
우곡빌딩,경기도 부천시 원미구 석천로178번길 7 (중동),경기도 부천시 원미구 중동 1158-13,다층순환식,8,2018-03-22,적,무,
우곡프라자,경기도 시흥시 비둘기공원1길 25 (대야동),경기도 시흥시 대야동 541-15,다층순환식,10,2020-06-09,적,무,
우남네오폴리스,서울특별시 관악구 관악로 144 (봉천동),서울특별시 관악구 봉천동 1597-1,승강기식,30,2021-08-23,적,있음,
우남리치빌오피스텔,경기도 안양시 만안구 병목안로 14 (안양동),경기도 안양시 만안구 안양동 782-11,평면왕복식,55,2021-09-09,부,있음,
우남빌딩,경상남도 창원시 성산구 마디미로56번길 10 (상남동),경상남도 창원시 성산구 상남동 34-9,다단식,7,2019-09-18,적,무,
우남빌딩,서울특별시 강남구 봉은사로25길 12 (논현동),서울특별시 강남구 논현동 192-2,수직순환식,8,2020-03-02,적,무,
우남빌딩,서울특별시 광진구 자양로 163 (구의동),서울특별시 광진구 구의동 254-36,다층순환식,9,2019-06-27,적,무,
우남빌딩,서울특별시 금천구 시흥대로153길 95 (가산동),서울특별시 금천구 가산동 150-1,수직순환식,9,2021-03-18,적,무,
우남빌딩,서울특별시 관악구 승방길 6 (남현동),서울특별시 관악구 남현동 602-10,평면왕복식,11,2018-06-26,적,무,
우남빌딩,서울특별시 서초구 방배중앙로 95 (방배동 858-36),서울특별시 서초구 방배동 858-36,다층순환식,12,2020-08-25,적,무,
우남빌딩,서울특별시 강남구 봉은사로114길 32 (삼성동),서울특별시 강남구 삼성동 166-2,다층순환식,18,2021-04-08,적,무,
우남빌딩,서울특별시 송파구 백제고분로 114 (잠실동),서울특별시 송파구 잠실본동 294,다층순환식,20,2020-01-17,적,있음,
우남센스빌,부산광역시 금정구 구서온천천로 57 (구서동),부산광역시 금정구 구서동 466-17,다층순환식,14,2020-11-02,적,무,
우남이채롬,부산광역시 금정구 금단로 113-5 (남산동),부산광역시 금정구 남산동 8-6,승강기식,54,2021-08-20,적,무,
우남카사벨라,부산광역시 금정구 중앙대로 2085 (남산동),부산광역시 금정구 남산동 48-3,다층순환식,30,2021-01-14,적,있음,
우남타워,경기도 부천시 소사구 경인로 509 (괴안동),경기도 부천시 소사구 괴안동 113-6,평면왕복식,40,2021-04-01,적,있음,
우남하우징오피스텔,서울특별시 관악구 남부순환로218길 32 (봉천동),서울특별시 관악구 봉천동 877-4,다층순환식,8,2019-08-29,적,무,
우노빌,부산광역시 남구 고동골로18번길 7-11 (문현동),부산광역시 남구 문현동 202-71,수직순환식,10,2020-10-19,적,무,
우노빌딩,서울특별시 강남구 선릉로131길 16 (논현동 112-19),서울특별시 강남구 논현동 112-19,승강기식,22,2019-11-12,적,있음,
우노빌딩(주),서울특별시 강남구 도곡로 219 (역삼동),서울특별시 강남구 역삼동 787-13,다층순환식,22,2019-09-20,적,있음,
우담빌딩,서울특별시 서초구 효령로74길 4 (서초동),서울특별시 서초구 서초동 1343-4,다층순환식,6,2021-05-03,적,무,
우대빌딩,서울특별시 마포구 만리재로 27 (신공덕동),서울특별시 마포구 신공덕동 15-19,평면왕복식,10,2021-08-10,적,무,
우덕기업(주)용산빌딩,서울특별시 용산구 한강대로 273 (갈월동),서울특별시 용산구 갈월동 92,2단식,20,2020-11-11,적,있음,
우덕빌딩,서울특별시 중구 다산로38길 69 (신당동),서울특별시 중구 신당동 62-12,수직순환식,7,2021-05-24,적,무,
우덕빌딩,경기도 광명시 범안로 1047 (하안동),경기도 광명시 하안동 34-7,다층순환식,10,2019-10-11,적,무,
우덕빌딩,서울특별시 도봉구 도봉로 508 (창동),서울특별시 도봉구 창동 661-2,승강기식,18,2020-11-13,적,무,
우덕빌딩,서울특별시 강남구 강남대로 330 (역삼동),서울특별시 강남구 역삼동 832-2,승강기식,40,2019-09-23,적,있음,
우덕빌딩,서울특별시 강남구 강남대로 330 (역삼동),서울특별시 강남구 역삼동 832-2,승강기식,40,2019-10-02,적,있음,
우도빌딩,서울특별시 강남구 논현로12길 19-6 (개포동),서울특별시 강남구 개포동 1198-7,수직순환식,7,2020-10-07,적,무,
우도빌딩,서울특별시 중랑구 망우로 214 (상봉동 129-3),서울특별시 중랑구 상봉동 129-3,승강기식,38,2021-06-24,적,있음,
우람빌딩,경상남도 진주시 충무공동 38-3,경상남도 진주시 충무공동 38-3,다층순환식,42,2020-02-25,적,있음,
우리가오피스텔,경기도 평택시 현신6길 31,경기도 평택시 용이동 491-8,승강기식,21,2018-04-24,적,있음,
우리건설산업주식회사,경기도 광주시 역동로 35 (역동 48-8),경기도 광주시 역동 48-8,다층순환식,24,2018-08-16,적,있음,
우리기술사옥,서울특별시 마포구 월드컵북로56길 9 (상암동),서울특별시 마포구 상암동 1593,평면왕복식,62,2020-05-23,적,있음,
우리드란,인천광역시 부평구 충선로8번길 31 (부평동 482-2) ,인천광역시 부평구 부평동 482-2,승강기식,72,2021-07-20,적,있음,
우리들메디빌딩,서울특별시 도봉구 도봉로 677 (방학동),서울특별시 도봉구 방학동 703-17,승강기식,34,2019-04-11,적,있음,
우리들병원,부산광역시 동래구 충렬대로 286 (낙민동),부산광역시 동래구 낙민동 205-10,다층순환식,8,2019-10-29,적,무,
우리들병원,서울특별시 강남구 학동로 445 (청담동),서울특별시 강남구 청담동 47-4,승강기식,20,2020-12-01,적,있음,
우리들병원,서울특별시 강남구 학동로 445 (청담동),서울특별시 강남구 청담동 47-4,승강기식,30,2020-12-01,적,있음,
우리들병원,광주광역시 서구 상무대로 811 (치평동 275-5),광주광역시 서구 치평동 275-5,승강기식,38,2021-07-23,적,있음,
우리들병원,서울특별시 강남구 학동로 445 (청담동),서울특별시 강남구 청담동 47-4,승강기식,50,2020-12-01,적,있음,
우리들빌딩,울산광역시 남구 번영로124번길 21 (달동),울산광역시 남구 달동 1250-10,다단식,8,2021-04-26,적,무,
우리들빌딩,울산광역시 남구 번영로124번길 21 (달동),울산광역시 남구 달동 1250-10,다단식,8,2021-04-26,적,무,
우리들빌딩,경기도 파주시 문산읍 문향로 52-1,경기도 파주시 문산읍 문산리 10-47,승강기식,46,2020-09-10,적,있음,
