건물명,도로명주소,지번주소,종류,대수,최종검사일자,검사결과,관리인배치여부,기타
그랜드힐오피스텔,서울특별시 중구 마장로9길 49-15,서울특별시 중구 황학동 19,평면왕복식,40,2020-04-08,적,있음,
그랜빌캐슬,서울특별시 송파구 새말로 97-1 (문정동),서울특별시 송파구 문정동 70-16,2단식,5,2021-04-20,적,무,
그랜트아파트,인천광역시 미추홀구 제일로27번길 21-8,인천광역시 미추홀구 도화동 427-2,다층순환식,12,2020-07-03,적,무,
그레이빌,서울특별시 관악구 청룡3길 9 (봉천동 895-9) ,서울특별시 관악구 봉천동 895-9,다층순환식,14,2020-03-26,적,무,
그레이스 합정 오피스텔,서울특별시 마포구 양화진길 12 (합정동),서울특별시 마포구 합정동 381-31,수직순환식,32,2019-10-22,적,있음,
그레이스빌,서울특별시 관악구 쑥고개로 59-4(봉천동),서울특별시 관악구 봉천동 1563-10,2단식,2,2018-01-29,적,무,
그레이스빌딩,서울특별시 금천구 탑골로 5 (시흥동),서울특별시 금천구 시흥동 830-22,수직순환식,9,2021-02-03,적,무,
그레이스오피스텔(1동),인천광역시 미추홀구 주안서로53번길 16 (주안동),인천광역시 미추홀구 주안동 267-8,승강기식,30,2020-11-23,적,있음,
그레이스오피스텔(2동),인천광역시 미추홀구 주안서로53번길 12 (주안동),인천광역시 미추홀구 주안동 267-10,승강기식,30,2020-08-26,적,있음,
그레이스옥사우나,서울특별시 서대문구 북아현로4길 9-7 (북아현동),서울특별시 서대문구 북아현동 129-75,다층순환식,14,2020-04-09,적,무,
그레이스타워,대구광역시 달서구 두류공원로 242 (두류동),대구광역시 달서구 두류동 147-7,승강기식,22,2021-07-12,적,있음,
그레이스타워아파트,인천광역시 미추홀구 주안중로16번길 7 (주안동 86-27),인천광역시 미추홀구 주안동 86-27,승강기식,62,2019-01-11,적,있음,
그레이스타워아파트,인천광역시 미추홀구 주안중로16번길 7 (주안동 86-27),인천광역시 미추홀구 주안동 86-27,승강기식,62,2019-01-11,적,있음,
그레이스탑,서울특별시 종로구 종로65길 12-10 (숭인동),서울특별시 종로구 숭인동 178-94,다단식,22,2020-02-05,적,있음,
그레이스텔,서울특별시 강남구 밤고개로1길 24 (수서동),서울특별시 강남구 수서동 714-2,2단식,5,2021-08-09,적,무,
그레이스힐,서울특별시 은평구 은평로 156 (응암동 98-1),서울특별시 은평구 응암동 98-1,승강기식,20,2018-12-10,적,있음,
그레이톤호텔,대전광역시 서구 둔산중로 70 (둔산동),대전광역시 서구 둔산동 1403,승강기식,56,2020-11-20,적,있음,
그루메디컬,대구광역시 달서구 조암로 4 (월성동 1811),대구광역시 달서구 월성동 1811,승강기식,40,2020-07-07,적,있음,
그루시티,대구광역시 달서구 조암로 41 (월성동 1838),대구광역시 달서구 월성동 1838,승강기식,32,2019-08-29,적,있음,
그루조암타워,대구광역시 달서구 월암동 1136 외 4필지,대구광역시 달서구 월암동 1136 외 4필지,다층순환식,20,2019-01-28,적,있음,
그루조암타워,대구광역시 달서구 월암동 1136 외 4필지,대구광역시 달서구 월암동 1136 외 4필지,다층순환식,24,2019-01-28,적,있음,
그룹메가타워,서울특별시 서초구 서초대로48길 101 (서초동),서울특별시 서초구 서초동 1564-1,2단식,8,2020-09-23,적,무,
그린나래,서울특별시 영등포구 국회대로54길 65-3 (영등포동2가),서울특별시 영등포구 영등포동2가 28-118,승강기식,16,2021-08-31,적,무,
그린메디빌딩,제주특별자치도 제주시 연북로 22 (노형동),제주특별자치도 제주시 노형동 719-1,다층순환식,12,2020-01-19,적,무,
그린메디칼빌딩,서울특별시 강남구 역삼로 527 (대치동),서울특별시 강남구 대치동 953-17,수직순환식,7,2021-05-26,적,무,
그린밀레니엄빌라,경상남도 창원시 진해구 태평로8번길 11-1 (숭인동),경상남도 창원시 진해구 숭인동 13,다단식,8,2019-07-25,적,무,
그린밀레니엄빌라,경상남도 창원시 진해구 태평로8번길 11-1 (숭인동),경상남도 창원시 진해구 숭인동 13,다단식,8,2019-07-25,적,무,
그린빌,충청남도 천안시 서북구 두정상가1길 32-10 (두정동),충청남도 천안시 서북구 두정동 1306,2단식,2,2020-09-07,적,무,
그린빌,충청남도 천안시 서북구 두정상가1길 32-10 (두정동),충청남도 천안시 서북구 두정동 1306,다단식,3,2020-09-07,적,무,
그린빌,부산광역시 수영구 연수로252번길 28 (망미동),부산광역시 수영구 망미동 970,2단식,6,2019-08-05,적,무,
그린빌,광주광역시 북구 천변우로257번길 26 (누문동),광주광역시 북구 누문동 174-8,2단식,8,2016-01-18,적,무,
그린빌,부산광역시 수영구 연수로252번길 28 (망미동),부산광역시 수영구 망미동 970,2단식,8,2019-08-05,적,무,
그린빌,부산광역시 중구 보수북길 5 (보수동1가),부산광역시 중구 보수동1가 24-2,다층순환식,17,2020-12-10,적,무,
그린빌,서울특별시 강남구 밤고개로1길 38 (수서동 717-1),서울특별시 강남구 수서동 717-1,다층순환식,22,2020-03-20,적,있음,
그린빌,부산광역시 부산진구 가야대로 708 (범천동 1067-39),부산광역시 부산진구 범천동 1067-39,평면왕복식,36,2021-01-20,적,있음,
그린빌딩,서울특별시 마포구 동교로 98 (서교동),서울특별시 마포구 서교동 480-14,2단식,2,2020-02-24,적,무,
그린빌딩,서울특별시 중랑구 사가정로42길 91 (면목동),서울특별시 중랑구 면목동 339-35,2단식,2,2020-04-07,적,무,
그린빌딩,울산광역시 남구 문수로 320 (옥동),울산광역시 남구 옥동 252-3,2단식,4,2021-08-12,부,무,
그린빌딩,서울특별시 은평구 연서로27길 29 (갈현동),서울특별시 은평구 갈현동 501-3,다단식,5,2017-09-30,적,무,
그린빌딩,인천광역시 미추홀구 미추홀대로 715 (주안동),인천광역시 미추홀구 주안동 210-4,다층순환식,8,2021-06-09,적,무,
그린빌딩,대전광역시 서구 둔산중로40번길 20 (둔산동),대전광역시 서구 둔산동 1439,수직순환식,11,2008-08-26,적,무,
그린빌딩,경기도 부천시 원미구 상일로122번길 16 (상동),경기도 부천시 원미구 상동 452,다층순환식,11,2019-11-20,적,무,
그린빌딩,서울특별시 강남구 선릉로64길 18 (대치동),서울특별시 강남구 대치동 936-15,다층순환식,12,2021-08-17,부,무,
그린빌딩,서울특별시 관악구 청림3길 9 (봉천동 1729-1) 그린빌딩,서울특별시 관악구 봉천동 1729-1,다층순환식,14,2019-12-26,적,무,
그린빌딩,경기도 성남시 분당구 새마을로 10 (서현동),경기도 성남시 분당구 서현동 99-3,승강기식,18,2019-10-15,적,무,
그린빌딩,경상북도 구미시 송정대로6길 6 (송정동),경상북도 구미시 송정동 460-8,수직순환식,18,2019-12-26,적,무,
그린빌딩,대전광역시 서구 둔산중로46번길 30 (둔산동),대전광역시 서구 둔산동 1449,다단식,5,2005-05-11,적,있음,
그린빌딩,대전광역시 서구 둔산중로46번길 30 (둔산동),대전광역시 서구 둔산동 1449,2단식,6,2005-05-11,적,있음,
그린빌딩,대전광역시 서구 둔산중로46번길 30 (둔산동),대전광역시 서구 둔산동 1449,2단식,9,2005-05-11,적,있음,
그린빌딩,대전광역시 서구 둔산중로46번길 30 (둔산동),대전광역시 서구 둔산동 1449,2단식,11,2005-05-11,적,있음,
그린빌딩,대전광역시 서구 둔산중로46번길 30 (둔산동),대전광역시 서구 둔산동 1449,2단식,16,2005-05-11,적,있음,
그린빌딩,서울특별시 강동구 천호대로176길 32 (성내동),서울특별시 강동구 성내동 381-24,승강기식,20,2021-04-15,적,있음,
그린빌딩,강원도 동해시 한섬로 114 (천곡동),강원도 동해시 천곡동 880,다층순환식,22,2020-12-23,적,있음,
그린빌딩,서울특별시 은평구 갈현로 81 (역촌동),서울특별시 은평구 역촌동 54-8,승강기식,24,2020-08-21,적,있음,
그린빌딩(오즈모텔),경상남도 창원시 의창구 원이대로279번길 15 (봉곡동),경상남도 창원시 의창구 봉곡동 33-6,2단식,5,2020-11-21,적,무,
그린빌딩A동,인천광역시 연수구 앵고개로246번길 39-23 (동춘동),인천광역시 연수구 동춘동 934-2,다층순환식,9,2016-07-23,적,무,
그린빌라,대전광역시 서구 신갈마로 160-3 (갈마동),대전광역시 서구 갈마동 363-9,2단식,4,2009-09-08,적,무,
그린빌라트,서울특별시 서초구 명달로8길 11 (서초동 1488-5),서울특별시 서초구 서초동 1488-5,다층순환식,8,2020-12-30,적,무,
그린빌리지,서울특별시 중구 중구 난계로13길 10-6 (황학동),서울특별시 중구 황학동 1079,다층순환식,29,2019-12-18,적,있음,
그린빌아파트,부산광역시 금정구 금정로 227 (구서동),부산광역시 금정구 구서동 445-20,다층순환식,16,2019-10-17,적,무,
그린빌오피스텔,서울특별시 서초구 효령로55길 22 (서초동 1601-2),서울특별시 서초구 서초동 1601-2,평면왕복식,27,2020-06-09,적,있음,
그린센트오피스텔,부산광역시 부산진구 시민공원로19번길 94,부산광역시 부산진구 부암동 38-5,승강기식,68,2021-02-26,적,무,
그린센트오피스텔,부산광역시 부산진구 시민공원로19번길 94,부산광역시 부산진구 부암동 38-5,평면왕복식,68,2021-02-26,적,무,
그린시티,부산광역시 서구 구덕로305번길 47 (서대신동2가),부산광역시 서구 서대신동2가 163,다층순환식,12,2020-10-22,적,무,
그린시티,서울특별시 동작구 상도로26가길 9 (상도동 183-28),서울특별시 동작구 상도동 183-28,승강기식,20,2018-10-10,적,있음,
그린시티빌,부산광역시 동구 고관로13번길 33 (초량동),부산광역시 동구 초량동 106-10,다층순환식,11,2020-12-31,적,무,
그린아파트,인천광역시 미추홀구 주안동 233-7번지,인천광역시 미추홀구 주안동 233-7번지,승강기식,12,2021-04-13,적,무,
그린캐슬,인천광역시 남동구 경인로653번길 49 (간석동) ,인천광역시 남동구 간석동 234-16,다단식,8,2019-10-31,적,무,
그린코아,서울특별시 노원구 한글비석로 250 (중계동),서울특별시 노원구 중계본동 364-20,다층순환식,18,2021-07-13,적,있음,
그린코아,서울특별시 노원구 한글비석로 250 (중계동),서울특별시 노원구 중계본동 364-20,다층순환식,18,2021-07-13,적,있음,
그린코아,대전광역시 서구 둔산로 14 (둔산동),대전광역시 서구 둔산동 1082,2단식,22,2015-04-20,부,있음,
그린코아빌딩,경기도 고양시 일산서구 중앙로 1575 (대화동),경기도 고양시 일산서구 대화동 2220,다단식,8,2019-11-22,적,있음,
그린코아빌딩,경기도 고양시 일산서구 중앙로 1575 (대화동),경기도 고양시 일산서구 대화동 2220,다층순환식,29,2021-06-10,부,있음,
그린타운,경상남도 창원시 의창구 의창대로62번길 9 (팔용동),경상남도 창원시 의창구 팔용동 159-4,2단식,8,2004-11-01,적,무,
그린타운,광주광역시 서구 상무연하로 60(치평동),광주광역시 서구 치평동 1231-1,승강기식,34,2021-03-12,적,있음,
그린타워,경상남도 양산시 금오13길 18 (동면 1452-3),경상남도 양산시 동면 석산리 1452-3,수직순환식,9,2019-11-13,적,무,
그린타워,서울특별시 동대문구 이문로 50 (휘경동),서울특별시 동대문구 휘경동 183-385,다층순환식,9,2021-07-01,적,무,
그린타워,대전광역시 동구 은어송로 55 (가오동),대전광역시 동구 가오동 609,다층순환식,30,2020-03-23,적,있음,
그린타워,인천광역시 연수구 청능대로113번길 11 (연수동),인천광역시 연수구 연수동 599-4,다층순환식,50,2013-07-31,부,있음,
그린타워,광주광역시 남구 임암동 2008-2,광주광역시 남구 임암동 2008-2,다층순환식,17,2019-01-21,적,무,
그린타워(순복음강북교회),서울특별시 동대문구 왕산로 277 (청량리동),서울특별시 동대문구 청량리동 31,다층순환식,35,2020-12-09,적,있음,
그린타워빌딩,경상북도 포항시 북구 삼호로 254 (두호동),경상북도 포항시 북구 두호동 1008-1,승강기식,30,2020-11-10,적,있음,
그린테라스,서울특별시 강서구 양천로63길 42-36 (염창동),서울특별시 강서구 염창동 20-145,수직순환식,8,2020-09-17,적,무,
그린팰리스A동,대구광역시 달서구 월배로22길 43 (진천동 250-13),대구광역시 달서구 진천동 250-13,2단식,4,2020-07-07,적,무,
그린팰리스B동,대구광역시 달서구 월배로22길 41 (진천동 250-8),대구광역시 달서구 진천동 250-8,2단식,4,2020-07-07,적,무,
그린펠리스,부산광역시 영도구 대교동2가 160-4,부산광역시 영도구 대교동2가 160-4,승강기식,18,2019-01-14,적,무,
그린포인트,서울특별시 강남구 선릉로153길 16 (신사동),서울특별시 강남구 신사동 655-12 외1필지,다층순환식,11,2020-02-12,적,무,
그린프라자,경기도 수원시 장안구 금당로 42 (조원동),경기도 수원시 장안구 조원동 731-1,다층순환식,10,2021-07-01,부,무,
그린프라자,경기도 고양시 일산서구 대산로 128 (주엽동),경기도 고양시 일산서구 주엽동 31,수평순환식,14,2012-08-14,적,무,
그린프라자,경기도 시흥시 군자천로 335 (정왕동),경기도 시흥시 정왕동 1729-2,다층순환식,21,2021-01-25,적,있음,
그린프라자,서울특별시 중랑구 동일로 775 (중화동),서울특별시 중랑구 중화동 303-14,승강기식,24,2019-09-02,적,있음,
그린플러스타워,서울특별시 구로구 구로중앙로18길 31 (구로동),서울특별시 구로구 구로동 98-7,다층순환식,17,2020-08-26,적,무,
그린플러스해담채2,서울특별시 구로구 가마산로27길 11-7 (구로동),서울특별시 구로구 구로동 104-6,평면왕복식,45,2020-04-27,적,있음,
그린피아오피스텔,서울특별시 관악구 관악로17길 25 (봉천동),서울특별시 관악구 봉천동 876-1,다층순환식,20,2021-05-31,적,있음,
그린피아장여관,경상남도 창원시 의창구 사화로10번길 17 (팔용동),경상남도 창원시 의창구 팔용동 154-3,2단식,6,2016-03-11,적,무,
그린필백화점,충청남도 서산시 시장2로 20 (동문동),충청남도 서산시 동문동 888-11 외5필지,2단식,20,2011-12-20,부,있음,
그린필백화점,충청남도 서산시 시장2로 20 (동문동),충청남도 서산시 동문동 888-11 외5필지,다층순환식,29,2011-05-30,적,있음,
그린필백화점,충청남도 서산시 시장2로 20 (동문동),충청남도 서산시 동문동 888-11 외5필지,평면왕복식,63,2019-05-10,적,있음,
그린하우스,"경기도 구리시 검배로48번길 11-9 (수택동, 그린하우스) ",경기도 구리시 수택동 487-4,다층순환식,11,2020-01-02,적,무,
그린하우스,경기도 이천시 영창로159번길 21 (관고동),경기도 이천시 관고동 5-3,다층순환식,11,2021-01-20,적,무,
그린힐1차,부산광역시 해운대구 달맞이길 221 (중동),부산광역시 해운대구 중동 1480-5,2단식,4,2013-10-07,적,무,
그린힐모텔,경상남도 거제시 거제중앙로23길 9 (고현동),경상남도 거제시 고현동 961-147,다층순환식,17,2021-04-27,적,무,
그린힐빌딩,서울특별시 노원구 화랑로 453 (공릉동),서울특별시 노원구 공릉동 661-5,평면왕복식,39,2019-08-22,적,있음,
그린힐빌딩,부산광역시 사하구 낙동대로485번길 4 (하단동),부산광역시 사하구 하단동 511-11,승강기식,40,2021-07-12,적,있음,
그린힐오피스텔,서울특별시 금천구 독산로108길 9 (독산동),서울특별시 금천구 독산동 950-5,다층순환식,30,2021-06-25,부,있음,
그림바우빌딩,서울특별시 강남구 봉은사로 211 (논현동),서울특별시 강남구 논현동 235-10,평면왕복식,9,2019-11-14,적,무,
그림상가오피스텔,부산광역시 북구 금곡대로8번길 19(덕천동),부산광역시 북구 덕천동 396-5,승강기식,22,2020-11-02,적,있음,
극동I&D빌딩,서울특별시 강남구 강남대로 596 (논현동 17-5) ,서울특별시 강남구 논현동 17-5,수직순환식,8,2020-12-24,적,무,
극동I&D빌딩,서울특별시 강남구 강남대로 596 (논현동 17-5) ,서울특별시 강남구 논현동 17-5,수직순환식,8,2020-12-24,적,무,
극동건축빌딩,서울특별시 강남구 논현로 4 (개포동),서울특별시 강남구 개포동 1163-7,수평순환식,16,2019-12-24,적,무,
극동방송,울산광역시 남구 번영로 145 (달동),울산광역시 남구 달동 589-3,승강기식,64,2021-07-29,적,있음,
극동방송부산강서,부산광역시 강서구 녹산산단335로 24-10 (송정동),부산광역시 강서구 송정동 1631-7,승강기식,24,2021-04-13,적,있음,
극동방송분당빌딩,경기도 성남시 분당구 황새울로258번길 40 (수내동),경기도 성남시 분당구 수내동 13-1,다층순환식,14,2020-01-03,적,무,
극동빌딩,부산광역시 금정구 온천장로 132 (장전동),부산광역시 금정구 장전동 651-55,2단식,4,2020-07-06,적,무,
극동빌딩,서울특별시 서초구 강남대로 156-1 (양재동),서울특별시 서초구 양재동 20-28,2단식,6,2020-09-01,적,무,
극동빌딩,서울특별시 동작구 상도로 219 (상도동),서울특별시 동작구 상도동 26-11,다단식,10,2020-03-20,적,무,
극동빌딩,대구광역시 달서구 도원로 13 (도원동),대구광역시 달서구 도원동 1435-1,다층순환식,12,2020-01-06,적,무,
극동빌딩,서울특별시 송파구 백제고분로 135 (잠실동),서울특별시 송파구 잠실본동 228-8,다단식,21,2020-04-06,적,있음,
극동빌딩,서울특별시 송파구 백제고분로 135 (잠실동),서울특별시 송파구 잠실본동 228-8,다단식,21,2020-05-18,적,있음,
극동빌딩,서울특별시 강남구 압구정로 320 (신사동),서울특별시 강남구 신사동 639-3,수직순환식,22,2020-11-26,적,있음,
극동빌딩,서울특별시 강남구 압구정로 320 (신사동),서울특별시 강남구 신사동 639-3,수직순환식,22,2020-11-26,적,있음,
극동정림아파트,부산광역시 사하구 다대로 339 (장림동),부산광역시 사하구 장림동 426,2단식,4,2020-12-28,적,있음,
극동정림아파트,부산광역시 사하구 다대로 339 (장림동),부산광역시 사하구 장림동 426,2단식,96,2020-12-28,적,있음,
극동프라자,울산광역시 남구 신복로 33 (무거동),울산광역시 남구 무거동 836-3,2단식,24,2016-07-08,적,있음,
극장빌딩,서울특별시 중랑구 면목로 310 (면목동),서울특별시 중랑구 면목동 617-2,승강기식,56,2021-03-25,적,있음,
근린생활시설,대구광역시 동구 신암남로23길 66 (신암동),대구광역시 동구 신암동 325-6,다단식,3,2020-03-06,적,무,
근린생활시설,부산광역시 동구 범곡로 8-1 (범일동),부산광역시 동구 범일동 98-3,2단식,4,2020-09-22,적,무,
근린생활시설,부산광역시 서구 흑교로109번길 7 (부용동1가),부산광역시 서구 부용동1가 12-7,다단식,5,2014-10-01,적,무,
근린생활시설,부산광역시 금정구 금강로 338 (장전동),부산광역시 금정구 장전동 219-4,2단식,6,2019-07-02,부,무,
근린생활시설,부산광역시 기장군 정관면 모전리 740-15,부산광역시 기장군 정관면 모전리 740-15,다층순환식,22,2020-01-31,적,있음,
근린생활시설,울산광역시 울주군 굴화2길 2,울산광역시 울주군 범서읍 굴화리 31-7,승강기식,18,2020-01-03,적,무,
근미빌딩,울산광역시 남구 삼산로277번길 10 (삼산동),울산광역시 남구 삼산동 1523-1,2단식,2,2021-09-07,적,무,
근미빌딩,울산광역시 남구 삼산로277번길 10 (삼산동),울산광역시 남구 삼산동 1523-1,다단식,8,2021-09-07,부,무,
근복빌딩,서울특별시 서초구 방배로 111 (방배동 924-13),서울특별시 서초구 방배동 924-13,2단식,12,2020-06-16,적,무,
근상프리즘아파트,서울특별시 강서구 화곡로 176-8 (화곡동 1076-2),서울특별시 강서구 화곡본동 1076-2,다층순환식,10,2020-01-02,적,무,
근상프리즘아파트,서울특별시 강서구 화곡로 242 (화곡동),서울특별시 강서구 화곡동 24-90,2단식,4,2004-09-13,적,있음,
근상프리즘아파트,서울특별시 강서구 화곡로 242 (화곡동),서울특별시 강서구 화곡동 24-90,다층순환식,30,2021-08-11,적,있음,
근신산업,서울특별시 마포구 삼개로 20 (도화동),서울특별시 마포구 도화동 251-1,승강기식,30,2019-10-18,적,있음,
근아빌딩,서울특별시 중구 퇴계로36가길 21 (필동2가),서울특별시 중구 필동2가 86-3,다층순환식,14,2020-06-15,적,무,
근영빌딩,서울특별시 강남구 논현로85길 13 (역삼동),서울특별시 강남구 역삼동 739,다층순환식,14,2021-05-04,적,무,
근영빌딩,서울특별시 강남구 학동로33길 15 (논현동),서울특별시 강남구 논현동 82-15,수직순환식,26,2019-11-14,적,있음,
근영테크빌,부산광역시 금정구 금강로 252-1 (장전동),부산광역시 금정구 장전동 420-47,평면왕복식,34,2019-12-23,적,있음,
근정빌딩,광주광역시 서구 월드컵4강로 65-1 (화정동),광주광역시 서구 화정동 918-5,다단식,6,2020-11-12,적,무,
근정빌딩,서울특별시 강남구 삼성로133길 15 (청담동 46-11),서울특별시 강남구 청담동 46-11,승강기식,22,2021-04-20,적,있음,
근창펠리체아파트,부산광역시 동래구 아시아드대로247번길 10 (온천동 1281),부산광역시 동래구 온천동 1281,승강기식,20,2020-11-25,적,있음,
근호빌딩,서울특별시 노원구 노해로 488 (상계동),서울특별시 노원구 상계동 724,승강기식,25,2020-03-06,적,있음,
근호아트,서울특별시 마포구 성미산로11길 39 (성산동),서울특별시 마포구 성산동 17-3,다단식,6,2018-07-11,부,무,
근희빌딩,울산광역시 남구 정동로80번길 24 (삼산동),울산광역시 남구 삼산동 225-4,다층순환식,17,2019-09-23,적,무,
글라스타워,서울특별시 종로구 종로 325 (창신동),서울특별시 종로구 창신동 197-36,수직순환식,32,2021-07-14,적,있음,
글라스톤빌딩,서울특별시 강남구 봉은사로 108,서울특별시 강남구 역삼동 601,평면왕복식,20,2016-01-15,적,있음,
글라스톤빌딩,서울특별시 강남구 봉은사로 108,서울특별시 강남구 역삼동 601,평면왕복식,37,2021-04-29,적,있음,
글래드큐브,서울특별시 강남구 봉은사로37길 7-9 (논현동),서울특별시 강남구 논현동 236-14,승강기식,40,2021-05-18,적,있음,
글랜스호텔,부산광역시 영도구 봉래나루로 56 (봉래동 2-1),부산광역시 영도구 봉래동 2-1,다단식,8,2021-01-07,적,무,
글로리로뎀큐,서울특별시 구로구 고척로1길 9-1 (오류동 6-16),서울특별시 구로구 오류동 6-16,승강기식,24,2019-08-14,적,있음,
글로리부동산,인천광역시 부평구 길주로 651 (삼산동),인천광역시 부평구 삼산동 461-2,다층순환식,22,2020-11-25,적,있음,
글로리빌딩,충청남도 천안시 서북구 월봉7길 54 (쌍용동),충청남도 천안시 서북구 쌍용동 1660,다단식,8,2020-02-28,적,무,
글로리아,"부산광역시 금정구 중앙대로2035번길 30 (남산동, 글로리아) ",부산광역시 금정구 남산동 105-35,다단식,8,2019-12-11,적,무,
글로리아빌딩,대전광역시 동구 대학로50번길 56 (용운동),대전광역시 동구 용운동 673,다층순환식,10,2018-11-24,적,무,
글로리아아파트,부산광역시 수영구 광안동 380-63외 1필지,부산광역시 수영구 광안동 380-63외 1필지,승강기식,14,2020-08-31,적,무,
글로리아타워,서울특별시 동대문구 신설동 98-30,서울특별시 동대문구 신설동 98-30,승강기식,58,2019-02-08,적,있음,
글로리아트빌(201호),서울특별시 서대문구 경기대로 21 (충정로3가),서울특별시 서대문구 충정로3가 32-10,다단식,4,2009-07-06,적,무,
글로리아트빌(201호),서울특별시 서대문구 경기대로 21 (충정로3가),서울특별시 서대문구 충정로3가 32-10,다단식,5,2009-07-06,적,무,
글로리아호텔,경기도 성남시 분당구 정자일로198번길 10-4 (정자동),경기도 성남시 분당구 정자동 19-2,다층순환식,12,2021-06-24,적,무,
글로리타워,서울특별시 강북구 도봉로 324 (번동),서울특별시 강북구 번동 446-12,다층순환식,24,2020-08-19,적,있음,
글로리타워,인천광역시 부평구 부개동 12-54,인천광역시 부평구 부개동 12-54,승강기식,26,2019-07-02,적,있음,
글로리타워 1,대전광역시 동구 은어송로 58 (가오동),대전광역시 동구 가오동 648,다층순환식,17,2020-08-13,적,무,
글로리타워 2,대전광역시 동구 은어송로 63 (가오동),대전광역시 동구 가오동 606,다층순환식,32,2019-12-04,적,있음,
글로리파크 701호,서울특별시 은평구 녹번로 12 (녹번동),서울특별시 은평구 녹번동 83-8,다단식,8,2021-05-15,적,무,
글로벌나래유치원,인천광역시 남동구 논현로170번길 5-2 (논현동),인천광역시 남동구 논현동 611-6,수직순환식,8,2019-03-29,적,무,
글로벌라인(주)(동광타워),서울특별시 강동구 양재대로 1442 (길동),서울특별시 강동구 길동 431,승강기식,34,2019-12-03,적,있음,
글로벌레지던스,인천광역시 남동구 석산로183번길 72 (간석동 125-9),인천광역시 남동구 간석동 125-9,승강기식,16,2019-08-29,적,무,
글로벌메디칼빌딩,서울특별시 강남구 언주로 846 (신사동),서울특별시 강남구 신사동 634-5,승강기식,28,2019-10-26,적,있음,
글로벌빌딩,대구광역시 수성구 화랑로 60 (만촌동),대구광역시 수성구 만촌동 1356,승강기식,40,2021-01-28,적,있음,
글로벌스타해운(주),부산광역시 동구 중앙대로226번길 3-8 (초량동),부산광역시 동구 초량동 1197-2,승강기식,30,2021-06-07,적,있음,
글로벌타워,부산광역시 부산진구 가야대로 458 (개금동 515-6),부산광역시 부산진구 개금동 515-6,승강기식,20,2021-05-12,적,있음,
글로벌타워,부산광역시 부산진구 가야대로 458 (개금동 515-6),부산광역시 부산진구 개금동 515-6,승강기식,20,2021-05-12,적,있음,
글로벌타워,부산광역시 부산진구 가야대로 458 (개금동 515-6),부산광역시 부산진구 개금동 515-6,승강기식,20,2021-05-12,적,있음,
글로벌하일타운,부산광역시 수영구 광남로 89 (광안동),부산광역시 수영구 광안동 184-8,다단식,8,2021-04-02,적,무,
글로벌하일타운,부산광역시 수영구 광남로 89 (광안동),부산광역시 수영구 광안동 184-8,다단식,11,2021-04-02,적,무,
글터빌딩,서울특별시 동대문구 전농로 211 (전농동),서울특별시 동대문구 전농동 124-12,다단식,10,2021-03-12,적,무,
글터빌딩,서울특별시 광진구 동일로 222 (군자동),서울특별시 광진구 군자동 349-1,다층순환식,11,2020-08-12,적,무,
금강(주)광복동지점,부산광역시 중구 광복로 59 (광복동2가),부산광역시 중구 광복동2가 10,2단식,5,2020-06-25,적,무,
금강공업(주)서울사무소,서울특별시 서초구 효령로60길 16 (서초동),서울특별시 서초구 서초동 1445-2,수직순환식,30,2018-12-04,적,있음,
금강공업(주)서울사무소,서울특별시 서초구 효령로60길 16 (서초동),서울특별시 서초구 서초동 1445-2,수직순환식,30,2018-12-04,적,있음,
금강리빙스텔,경기도 부천시 원미구 송내대로73번길 11 (상동),경기도 부천시 원미구 상동 412,평면왕복식,46,2021-09-10,부,있음,
금강문화센타,대전광역시 서구 둔산로31번길 65 (둔산동),대전광역시 서구 둔산동 998,다층순환식,14,2021-04-02,적,무,
금강벤처텔,경기도 안양시 동안구 시민대로 171 (비산동),경기도 안양시 동안구 비산동 1108,평면왕복식,75,2021-09-09,부,있음,
금강블루,서울특별시 은평구 진흥로11길 2 (대조동),서울특별시 은평구 대조동 59-65,다단식,5,2019-10-10,적,무,
금강블루,서울특별시 은평구 진흥로11길 2 (대조동),서울특별시 은평구 대조동 59-65,다단식,8,2019-10-10,적,무,
금강블루,서울특별시 은평구 진흥로13가길 8 (대조동),서울특별시 은평구 대조동 29-4,다단식,8,2020-11-09,적,무,
금강블루,서울특별시 은평구 진흥로13가길 8 (대조동),서울특별시 은평구 대조동 29-4,다단식,8,2020-11-09,적,무,
금강블루빌,서울특별시 은평구 서오릉로6길 3 (녹번동 146-6),서울특별시 은평구 녹번동 146-6,2단식,12,2019-01-18,적,무,
금강빌딩,경기도 안성시 중앙로412번길 32 (동본동),경기도 안성시 동본동 89-6,2단식,3,2021-04-10,부,무,
금강빌딩,부산광역시 금정구 금강로 186-1 (장전동),부산광역시 금정구 장전동 576-11,2단식,4,2020-11-20,적,무,
금강빌딩,서울특별시 중랑구 사가정로 389 (면목동),서울특별시 중랑구 면목동 496-4,수직순환식,7,2019-05-29,적,무,
금강빌딩,서울특별시 성동구 고산자로22길 8 (마장동),서울특별시 성동구 마장동 512-7,다단식,7,2020-06-10,적,무,
금강빌딩,서울특별시 중랑구 사가정로 389 (면목동),서울특별시 중랑구 면목동 496-4,수직순환식,8,2019-05-29,적,무,
금강빌딩,광주광역시 광산구 장신로 39,광주광역시 광산구 장덕동 1270,수직순환식,8,2020-11-20,적,무,
